admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Nong Chiang Thun,หนองเชียงทูน,TH330703,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tum,ตูม,TH330704,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samo,สมอ,TH330705,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Si,โพธิ์ศรี,TH330706,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samrong Prasat,สำโรงปราสาท,TH330707,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Du,ดู่,TH330708,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sawai,สวาย,TH330709,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phimai Nuea,พิมายเหนือ,TH330710,,,,,,Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si,สิ,TH330801,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bak Dong,บักดอง,TH330802,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phran,พราน,TH330803,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Wong,โพธิ์วงศ์,TH330804,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phrai,ไพร,TH330805,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Krawan,กระหวัน,TH330806,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khun Han,ขุนหาญ,TH330807,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sung,โนนสูง,TH330808,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kan Throm,กันทรอม,TH330809,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Fai,ภูฝ้าย,TH330810,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Krasang,โพธิ์กระสังข์,TH330811,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Chan,ห้วยจันทร์,TH330812,,,,,,Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Khong,เมืองคง,TH330901,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Khaen,เมืองแคน,TH330902,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Khae,หนองแค,TH330903,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chik Sang Thong,จิกสังข์ทอง,TH330906,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dan,ด่าน,TH330907,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Du,ดู่,TH330908,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Ueng,หนองอึ่ง,TH330909,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bua Hung,บัวหุ่ง,TH330910,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phai,ไผ่,TH330911,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Som Poi,ส้มป่อย,TH330912,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Mi,หนองหมี,TH330913,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wan Kham,หว้านคำ,TH330914,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sang Pi,สร้างปี่,TH330915,,,,,,Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kamphaeng,กำแพง,TH331001,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
I Lam,อี่หล่ำ,TH331002,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kan Lueang,ก้านเหลือง,TH331003,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Chai,ทุ่งไชย,TH331004,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samrong,สำโรง,TH331005,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khaem,แขม,TH331006,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hai,หนองไฮ,TH331007,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khayung,ขะยูง,TH331008,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ta Ket,ตาเกษ,TH331010,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hua Chang,หัวช้าง,TH331011,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rang Raeng,รังแร้ง,TH331012,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tae,แต้,TH331014,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khae,แข้,TH331015,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Chai,โพธิ์ชัย,TH331016,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pa-Ao,ปะอาว,TH331017,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hang,หนองห้าง,TH331018,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sa Kamphaeng Yai,สระกำแพงใหญ่,TH331022,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Lam,โคกหล่าม,TH331024,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Chan,โคกจาน,TH331025,,,,,,Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Po,เป๊าะ,TH331101,,,,,,Bueng Bun,บึงบูรพ์,TH3311,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bueng Bun,บึงบูรพ์,TH331102,,,,,,Bueng Bun,บึงบูรพ์,TH3311,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Thap Than,ห้วยทับทัน,TH331201,,,,,,Huai Thap Than,ห้วยทับทัน,TH3312,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Luang,เมืองหลวง,TH331202,,,,,,Huai Thap Than,ห้วยทับทัน,TH3312,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kluai Kwang,กล้วยกว้าง,TH331203,,,,,,Huai Thap Than,ห้วยทับทัน,TH3312,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phak Mai,ผักไหม,TH331204,,,,,,Huai Thap Than,ห้วยทับทัน,TH3312,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chan Saen Chai,จานแสนไชย,TH331205,,,,,,Huai Thap Than,ห้วยทับทัน,TH3312,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prasat,ปราสาท,TH331206,,,,,,Huai Thap Than,ห้วยทับทัน,TH3312,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Kho,โนนค้อ,TH331301,,,,,,Non Khun,โนนคูณ,TH3313,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bok,บก,TH331302,,,,,,Non Khun,โนนคูณ,TH3313,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho,โพธิ์,TH331303,,,,,,Non Khun,โนนคูณ,TH3313,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Kung,หนองกุง,TH331304,,,,,,Non Khun,โนนคูณ,TH3313,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Kwang,เหล่ากวาง,TH331305,,,,,,Non Khun,โนนคูณ,TH3313,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Kaeo,ศรีแก้ว,TH331401,,,,,,Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phing Phuai,พิงพวย,TH331402,,,,,,Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sa Yao,สระเยาว์,TH331403,,,,,,Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tum,ตูม,TH331404,,,,,,Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sueang Khao,เสื่องข้าว,TH331405,,,,,,Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Non Ngam,ศรีโนนงาม,TH331406,,,,,,Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Saphung,สะพุง,TH331407,,,,,,Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nam Kliang,น้ำเกลี้ยง,TH331501,,,,,,Nam Kliang,น้ำเกลี้ยง,TH3315,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
La-O,ละเอาะ,TH331502,,,,,,Nam Kliang,น้ำเกลี้ยง,TH3315,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tong Pit,ตองปิด,TH331503,,,,,,Nam Kliang,น้ำเกลี้ยง,TH3315,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khoen,เขิน,TH331504,,,,,,Nam Kliang,น้ำเกลี้ยง,TH3315,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rung Rawi,รุ่งระวี,TH331505,,,,,,Nam Kliang,น้ำเกลี้ยง,TH3315,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khup,คูบ,TH331506,,,,,,Nam Kliang,น้ำเกลี้ยง,TH3315,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bu Sung,บุสูง,TH331601,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
That,ธาตุ,TH331602,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Duan Yai,ดวนใหญ่,TH331603,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bo Kaeo,บ่อแก้ว,TH331604,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Samran,ศรีสำราญ,TH331605,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Sawang,ทุ่งสว่าง,TH331606,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Hin,วังหิน,TH331607,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Yang,โพนยาง,TH331608,,,,,,Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Tan,โคกตาล,TH331701,,,,,,Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Ta Mon,ห้วยตามอญ,TH331702,,,,,,Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Tuek Chu,ห้วยตึ๊กชู,TH331703,,,,,,Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lalom,ละลม,TH331704,,,,,,Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Takhian Ram,ตะเคียนราม,TH331705,,,,,,Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Rak,ดงรัก,TH331706,,,,,,Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phrai Phatthana,ไพรพัฒนา,TH331707,,,,,,Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Chan,เมืองจันทร์,TH331801,,,,,,Mueang Chan,เมืองจันทร์,TH3318,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ta Kon,ตาโกน,TH331802,,,,,,Mueang Chan,เมืองจันทร์,TH3318,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Yai,หนองใหญ่,TH331803,,,,,,Mueang Chan,เมืองจันทร์,TH3318,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Siao,เสียว,TH331901,,,,,,Benchalak,เบญจลักษ์,TH3319,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
