admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Yang Kham,ยางคำ,TH451304,,,,,,Phon Sai,โพนทราย,TH4513,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Hat Yao,ท่าหาดยาว,TH451305,,,,,,Phon Sai,โพนทราย,TH4513,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
At Samat,อาจสามารถ,TH451401,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Mueang,โพนเมือง,TH451402,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Chaeng,บ้านแจ้ง,TH451403,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nom,หน่อม,TH451404,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Muen Than,หนองหมื่นถ่าน,TH451405,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Kham,หนองขาม,TH451406,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hora,โหรา,TH451407,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bua,หนองบัว,TH451408,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khi Lek,ขี้เหล็ก,TH451409,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Du,บ้านดู่,TH451410,,,,,,At Samat,อาจสามารถ,TH4514,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Moei Wadi,เมยวดี,TH451501,,,,,,Moei Wadi,เมยวดี,TH4515,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chumphon,ชุมพร,TH451502,,,,,,Moei Wadi,เมยวดี,TH4515,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bung Loet,บุ่งเลิศ,TH451503,,,,,,Moei Wadi,เมยวดี,TH4515,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chom Sa-At,ชมสะอาด,TH451504,,,,,,Moei Wadi,เมยวดี,TH4515,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Thong,โพธิ์ทอง,TH451601,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Somdet,ศรีสมเด็จ,TH451602,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Plueai,เมืองเปลือย,TH451603,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Yai,หนองใหญ่,TH451604,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Suan Chik,สวนจิก,TH451605,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Sai,โพธิ์สัย,TH451606,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Waeng Khuang,หนองแวงควง,TH451607,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Bak,บ้านบาก,TH451608,,,,,,Si Somdet,ศรีสมเด็จ,TH4516,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Din Dam,ดินดำ,TH451701,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pa Fa,ปาฝา,TH451702,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Muang Lat,ม่วงลาด,TH451703,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Changhan,จังหาร,TH451704,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Sing,ดงสิงห์,TH451705,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Yai,ยางใหญ่,TH451706,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phak Waen,ผักแว่น,TH451707,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Saen Chat,แสนชาติ,TH451708,,,,,,Changhan,จังหาร,TH4517,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Khwan,เชียงขวัญ,TH451801,,,,,,Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phlapphla,พลับพลา,TH451802,,,,,,Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phrathat,พระธาตุ,TH451803,,,,,,Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phrachao,พระเจ้า,TH451804,,,,,,Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mu Mon,หมูม้น,TH451805,,,,,,Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Khueang,บ้านเขือง,TH451806,,,,,,Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hi,หนองฮี,TH451901,,,,,,Nong Hi,หนองฮี,TH4519,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sao Hae,สาวแห,TH451902,,,,,,Nong Hi,หนองฮี,TH4519,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Duk Ueng,ดูกอึ่ง,TH451903,,,,,,Nong Hi,หนองฮี,TH4519,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Den Rat,เด่นราษฎร์,TH451904,,,,,,Nong Hi,หนองฮี,TH4519,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Khao Luang,ทุ่งเขาหลวง,TH452001,,,,,,Thung Khao Luang,ทุ่งเขาหลวง,TH4520,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thoet Thai,เทอดไทย,TH452002,,,,,,Thung Khao Luang,ทุ่งเขาหลวง,TH4520,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bueng Ngam,บึงงาม,TH452003,,,,,,Thung Khao Luang,ทุ่งเขาหลวง,TH4520,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Maba,มะบ้า,TH452004,,,,,,Thung Khao Luang,ทุ่งเขาหลวง,TH4520,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao,เหล่า,TH452005,,,,,,Thung Khao Luang,ทุ่งเขาหลวง,TH4520,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kalasin,กาฬสินธุ์,TH460101,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nuea,เหนือ,TH460102,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lup,หลุบ,TH460103,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phai,ไผ่,TH460104,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lampao,ลำปาว,TH460105,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lamphan,ลำพาน,TH460106,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Khruea,เชียงเครือ,TH460107,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bueng Wichai,บึงวิชัย,TH460108,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Pho,ห้วยโพธิ์,TH460109,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Po,ภูปอ,TH460111,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Din,ภูดิน,TH460113,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Kung,หนองกุง,TH460115,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Klang Muen,กลางหมื่น,TH460116,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khamin,ขมิ้น,TH460117,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Thong,โพนทอง,TH460119,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Chan,นาจารย์,TH460120,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lam Khlong,ลำคลอง,TH460121,,,,,,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Mon,นามน,TH460201,,,,,,Na Mon,นามน,TH4602,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yot Kaeng,ยอดแกง,TH460202,,,,,,Na Mon,นามน,TH4602,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Song Plueai,สงเปลือย,TH460203,,,,,,Na Mon,นามน,TH4602,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lak Liam,หลักเหลี่ยม,TH460204,,,,,,Na Mon,นามน,TH4602,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bua,หนองบัว,TH460205,,,,,,Na Mon,นามน,TH4602,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kamalasai,กมลาไสย,TH460301,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lak Mueang,หลักเมือง,TH460302,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon Ngam,โพนงาม,TH460303,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Ling,ดงลิง,TH460304,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thanya,ธัญญา,TH460305,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Paen,หนองแปน,TH460308,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chao Tha,เจ้าท่า,TH460310,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Sombun,โคกสมบูรณ์,TH460311,,,,,,Kamalasai,กมลาไสย,TH4603,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rong Kham,ร่องคำ,TH460401,,,,,,Rong Kham,ร่องคำ,TH4604,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samakkhi,สามัคคี,TH460402,,,,,,Rong Kham,ร่องคำ,TH4604,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Oi,เหล่าอ้อย,TH460403,,,,,,Rong Kham,ร่องคำ,TH4604,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bua Khao,บัวขาว,TH460501,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chaen Laen,แจนแลน,TH460502,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Yai,เหล่าใหญ่,TH460503,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chumchang,จุมจัง,TH460504,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Hai Ngam,เหล่าไฮงาม,TH460505,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Wa,กุดหว้า,TH460506,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sam Kha,สามขา,TH460507,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Kham,นาขาม,TH460508,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hang,หนองห้าง,TH460509,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Ko,นาโก,TH460510,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Som Sa-At,สมสะอาด,TH460511,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Khao,กุดค้าว,TH460512,,,,,,Kuchinarai,กุฉินารายณ์,TH4605,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khum Kao,คุ้มเก่า,TH460601,,,,,,Khao Wong,เขาวง,TH4606,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Song Plueai,สงเปลือย,TH460602,,,,,,Khao Wong,เขาวง,TH4606,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Phue,หนองผือ,TH460603,,,,,,Khao Wong,เขาวง,TH4606,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Sinkhum Mai,กุดสิมคุ้มใหม่,TH460606,,,,,,Khao Wong,เขาวง,TH4606,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sa Phang Thong,สระพังทอง,TH460608,,,,,,Khao Wong,เขาวง,TH4606,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Pla Khao,กุดปลาค้าว,TH460611,,,,,,Khao Wong,เขาวง,TH4606,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Talat,ยางตลาด,TH460701,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hua Ngua,หัวงัว,TH460702,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Um Mao,อุ่มเม่า,TH460703,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bua Ban,บัวบาน,TH460704,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Woe,เว่อ,TH460705,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
I Tue,อิตื้อ,TH460706,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hua Na Kham,หัวนาคำ,TH460707,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong I Thao,หนองอิเฒ่า,TH460708,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Sombun,ดอนสมบูรณ์,TH460709,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Chueak,นาเชือก,TH460710,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Kham,คลองขาม,TH460711,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Phra Non,เขาพระนอน,TH460712,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Di,นาดี,TH460713,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sung,โนนสูง,TH460714,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Tok Paen,หนองตอกแป้น,TH460715,,,,,,Yang Talat,ยางตลาด,TH4607,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Mek,ห้วยเม็ก,TH460801,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Yai,คำใหญ่,TH460802,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Don,กุดโดน,TH460803,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bueng Na Riang,บึงนาเรียง,TH460804,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hua Hin,หัวหิน,TH460805,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phimun,พิมูล,TH460806,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Mueat Kaeo,คำเหมือดแก้ว,TH460807,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sa-At,โนนสะอาด,TH460808,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Thong,ทรายทอง,TH460809,,,,,,Huai Mek,ห้วยเม็ก,TH4608,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Sing,ภูสิงห์,TH460901,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sahatsakhan,สหัสขันธ์,TH460902,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Makhuea,นามะเขือ,TH460903,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sila,โนนศิลา,TH460904,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nikhom,นิคม,TH460905,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Laem Thong,โนนแหลมทอง,TH460906,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Buri,โนนบุรี,TH460907,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Nam Kliang,โนนน้ำเกลี้ยง,TH460908,,,,,,Sahatsakhan,สหัสขันธ์,TH4609,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Khlong,ทุ่งคลอง,TH461001,,,,,,Kham Muang,คำม่วง,TH4610,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phon,โพน,TH461002,,,,,,Kham Muang,คำม่วง,TH4610,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Din Chi,ดินจี่,TH461005,,,,,,Kham Muang,คำม่วง,TH4610,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Bon,นาบอน,TH461006,,,,,,Kham Muang,คำม่วง,TH4610,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Than,นาทัน,TH461007,,,,,,Kham Muang,คำม่วง,TH4610,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Noen Yang,เนินยาง,TH461009,,,,,,Kham Muang,คำม่วง,TH4610,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Khantho,ท่าคันโท,TH461101,,,,,,Tha Khantho,ท่าคันโท,TH4611,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
