admin4Name_en,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Chawente,UG30810104,,,,Kwania,UG308101,Kwania,UG3081,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Chegere,UG30710203,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Chelekura,UG20590204,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Chema,UG20450202,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Chepkwasta,UG20330103,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Chepterech,UG20450203,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Chesower,UG20330104,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Ciforo,UG30650104,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Dabani,UG20350207,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Dadamu,UG30720204,,,,Ayivu,UG307202,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Ddwaniro,UG10110103,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Ddwaniro,UG10240102,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Difule,UG30870101,,,,Moyo,UG308701,Moyo,UG3087,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Division A,UG10260201,,,,Entebbe Municipality,UG102602,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Division B,UG10260202,,,,Entebbe Municipality,UG102602,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Dokolo,UG30730106,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Dokolo Tc,UG30730107,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Drajini,UG30990103,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Dranya,UG30780102,,,,Koboko,UG307801,Koboko,UG3078,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Dzaipi,UG30650105,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG10200301,,,,Mubende Municipality,UG102003,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG20300101,,,,Bugiri Municipality,UG203001,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG20350101,,,,Busia Municipality,UG203501,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG20450102,,,,Kapchorwa Municipality,UG204501,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG20620201,,,,Soroti Municipality,UG206202,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG20630201,,,,Tororo Municipality,UG206302,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG41100201,,,,Fort Portal Municipality,UG411002,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Eastern Division,UG41290202,,,,Ntungamo Municipality,UG412902,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Eastern Divison,UG41330301,,,,Rukungiri Municipality,UG413303,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Endiinzi,UG41080101,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Endiinzi Town Council,UG41080102,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Engaju,UG41010104,,,,Buhweju,UG410101,Buhweju,UG4101,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Engari,UG41160103,,,,Kazo,UG411601,Kazo,UG4116,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Erussi,UG30910203,,,,Padyere,UG309102,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Etam,UG30680108,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Ewanga,UG30840102,,,,Madi Okollo,UG308401,Madi Okollo,UG3084,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Gadumire,UG20430105,,,,Bulamogi,UG204301,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Galiraya,UG10100102,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Gamogo,UG20450204,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Gayaza,UG10120115,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Gimara,UG30930102,,,,Obongi,UG309301,Obongi,UG3093,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Gogonyo,UG20590205,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Goli Goli,UG20480103,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Goma Division,UG10210301,,,,Mukono Municipality,UG102103,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Gombe Division,UG10260602,,,,Nansana Municipality,UG102606,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Gombe Town Council,UG10030103,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Got Apwoyo,UG30920104,,,,Nwoya,UG309201,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Gweri,UG20620103,,,,Soroti,UG206201,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Hakibaale,UG41100103,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Hamurwa,UG41300103,,,,Rubanda,UG413001,Rubanda,UG4130,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Hamurwa Town Council,UG41300104,,,,Rubanda,UG413001,Rubanda,UG4130,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Hapuuyo,UG41230101,,,,Kyaka,UG412301,Kyegegwa,UG4123,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Harugale,UG41030104,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Harugogo,UG41100104,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Hima Town Council,UG41150204,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Himutu,UG20360108,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Ibaare,UG41050203,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ibuje,UG30710204,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Ibulanku,UG20310104,,,,Bugweri,UG203101,Bugweri,UG2031,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Iceme,UG30960105,,,,Oyam,UG309601,Oyam,UG3096,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Igombe,UG20310105,,,,Bugweri,UG203101,Bugweri,UG2031,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Igorora Town Council,UG41070101,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ihandiro,UG41150102,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ihunga,UG41290102,,,,Kajara,UG412901,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Iki-Iki,UG20280201,,,,Iki-Iki,UG202802,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Ikumba,UG41300105,,,,Rubanda,UG413001,Rubanda,UG4130,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ikumbya,UG20510104,,,,Luuka,UG205101,Luuka,UG2051,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Imanyiro,UG20530106,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Inde Town Council,UG30840103,,,,Madi Okollo,UG308401,Madi Okollo,UG3084,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Industrial Divison,UG20540201,,,,Mbale Municipality,UG205402,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Inomo,UG30810105,,,,Kwania,UG308101,Kwania,UG3081,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Iriiri,UG30900101,,,,Bokora,UG309001,Napak,UG3090,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Irongo,UG20510105,,,,Luuka,UG205101,Luuka,UG2051,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Isango,UG41150103,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ishaka Divison,UG41050102,,,,Bushenyi  Municipality,UG410501,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ishongororo,UG41070102,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ishongororo Town Council,UG41070103,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Isingiro Town Council,UG41080202,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Itirikwa,UG30650106,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Itojo,UG41290301,,,,Ruhaama,UG412903,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Itula,UG30930103,,,,Obongi,UG309301,Obongi,UG3093,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Ivukula,UG20570102,,,,Busiki,UG205701,Namutumba,UG2057,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Iwemba,UG20300206,,,,Bukooli,UG203002,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Iyolwa,UG20630301,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Jaguzi,UG20530107,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Jangokoro,UG31000106,,,,Okoro,UG310001,Zombo,UG3100,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kaabong East,UG30750101,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kaabong Town Council,UG30750102,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kaabong West,UG30750103,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kaato,UG20520111,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kabamba,UG41110103,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabambiro,UG41130105,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabasekende,UG41170103,,,,Buyanja,UG411701,Kibaale,UG4117,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabei,UG20330105,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaberamaido,UG20410103,,,,Kaberamaido,UG204101,Kaberamaido,UG2041,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaberamaido Town Council,UG20410104,,,,Kaberamaido,UG204101,Kaberamaido,UG2041,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaberebere Town Council,UG41080203,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabeywa,UG20450205,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kabingo,UG41080204,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabira,UG10130101,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kabira,UG41270102,,,,Ruhinda,UG412701,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabonera,UG10170103,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kabonero,UG41040103,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabulasoke,UG10050101,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kabuyanda,UG41080205,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabuyanda Town Council,UG41080206,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabwangasi,UG20370103,,,,Butebo,UG203701,Butebo,UG2037,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kabweri,UG20480104,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kabweza Kyegegwa,UG41230102,,,,Kyaka,UG412301,Kyegegwa,UG4123,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabwohe Division,UG41350201,,,,Sheema Municipality,UG413502,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kabwoya,UG41180104,,,,Buhaguzi,UG411801,Kikuube,UG4118,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kacheera,UG10240103,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kacheri,UG30800101,,,,Jie,UG308001,Kotido,UG3080,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kachomo,UG20280202,,,,Iki-Iki,UG202802,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kachonga,UG20360109,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kachumbala,UG20320103,,,,Bukedea,UG203201,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kadama,UG20480105,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaderuna,UG20280103,,,,Budaka,UG202801,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kadungulu,UG20600102,,,,Kasilo,UG206001,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kadungulu Town Council,UG20600103,,,,Kasilo,UG206001,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kafunjo-Mirama Town Council,UG41290302,,,,Ruhaama,UG412903,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagadi,UG41110104,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagadi  Town Council,UG41110105,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagamba,UG10240104,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kagango Division,UG41070203,,,,Ibanda Municipality,UG410702,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagango Division,UG41350202,,,,Sheema Municipality,UG413502,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagarama Town Council,UG41290103,,,,Kajara,UG412901,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagongi,UG41260104,,,,Kashari,UG412601,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagugu,UG41030105,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kagulu,UG20380104,,,,Budiope,UG203801,Buyende,UG2038,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kagumba,UG20440104,,,,Bugabula,UG204401,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kagumu,UG20480106,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kaharo,UG41090203,,,,Ndorwa,UG410902,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kahoora Divison,UG41060203,,,,Hoima Municipality,UG410602,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kahunge,UG41130106,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kahunge Town Council,UG41130107,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kajjansi Town Council,UG10260102,,,,Busiro,UG102601,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kakabara,UG41230103,,,,Kyaka,UG412301,Kyegegwa,UG4123,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakamar,UG30750104,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kakamba,UG41080103,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakanju,UG41050204,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakiika Division,UG41260105,,,,Kashari,UG412601,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakindo,UG41120103,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakindo Town Council,UG41350102,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakindu,UG10180103,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kakira Town Council,UG20400103,,,,Butembe,UG204001,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kakiri,UG10260103,,,,Busiro,UG102601,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kakiri Town Council,UG10260104,,,,Busiro,UG102601,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kakoba Division,UG41260201,,,,Mbarara Municipality,UG412602,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakomongole,UG30890101,,,,Chekwi,UG308901,Nakapiripirit,UG3089,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kakooge,UG10230101,,,,Buruli,UG102301,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kakooge Town Council,UG10230102,,,,Buruli,UG102301,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kakoro,UG20370104,,,,Butebo,UG203701,Butebo,UG2037,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kakule,UG20280104,,,,Budaka,UG202801,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kakumiro  Town Council,UG41120104,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kakure,UG20420104,,,,Kalaki,UG204201,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kakutu,UG20480107,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kakuuto,UG10130102,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalagala,UG10140102,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalaki,UG20420105,,,,Kalaki,UG204201,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kalaki Town Council,UG20420106,,,,Kalaki,UG204201,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kalamba,UG10030104,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalangaalo,UG10180303,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalangala Town Council,UG10060102,,,,Bujumba,UG100601,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalapata,UG30750105,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kaliiro,UG10160101,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kaliro Town Council,UG20430106,,,,Bulamogi,UG204301,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kalisizo,UG10130103,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalisizo Town Council,UG10130104,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalongo,UG10230103,,,,Buruli,UG102301,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalongo Town Council,UG30660104,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kalungi,UG10230104,,,,Buruli,UG102301,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalungu,UG10070102,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalungu Town Council,UG10070103,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kalwana,UG10090102,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kambuga,UG41140102,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kambuga Town Council,UG41140103,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kamdini,UG30960106,,,,Oyam,UG309601,Oyam,UG3096,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kameke,UG20590206,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kameruka,UG20280203,,,,Iki-Iki,UG202802,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kamet,UG20330106,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kamion,UG30750106,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kamira,UG10140103,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kammengo,UG10190102,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kamonkoli,UG20280204,,,,Iki-Iki,UG202802,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kamu,UG20340113,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kamuda,UG20620104,,,,Soroti,UG206201,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kamuganguzi,UG41090204,,,,Ndorwa,UG410902,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kamuge,UG20590207,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kamukuzi Division,UG41260202,,,,Mbarara Municipality,UG412602,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kamwenge,UG41130108,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kamwenge Town Council,UG41130109,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kamwezi,UG41320102,,,,Rukiga,UG413201,Rukiga,UG4132,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanaba,UG41210104,,,,Bufumbira,UG412101,Kisoro,UG4121,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanara,UG41220102,,,,Kitagwenda,UG412201,Kitagwenda,UG4122,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanara,UG41280103,,,,Ntoroko,UG412801,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kanara Town Council,UG41280104,,,,Ntoroko,UG412801,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kangai,UG30730108,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kanginima,UG20370105,,,,Butebo,UG203701,Butebo,UG2037,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kango,UG31000107,,,,Okoro,UG310001,Zombo,UG3100,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kangulumira,UG10100202,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
