admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
Ulakol,Улаколский,Улакол,KG02220825000,,,,,,,,Ton,Тонский,Тоӊ,KG02220000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kadji-Say,Каджи-Сайский,Кажы-Сай,KG02220828000,,,,,,,,Ton,Тонский,Тоӊ,KG02220000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG02225000901,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG02225000902,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
Aral,Аралский,Арал,KG02225810000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Issyk-Kel,Иссык-Кельский,Ысык-Көл,KG02225815000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kuturgi,Кутургинский,Кутургу,KG02225835000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Mikhaylovka,Михайловский,Михайловка,KG02225841000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Toguz-Bulak,Тогуз-Булакский,Тогуз-Булак,KG02225847000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
San-Tash,Сан-Ташский,Сан-Таш,KG02225865000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sary-Bulak,Сары-Булакский,Сары-Булак,KG02225870000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Bulun,Ак-Булунский,Ак-Булуң,KG02225873000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Taldy-Suu,Талды-Сууский,Талды-Суу,KG02225876000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Karasaev,Карасаевский,Карасаев,KG02225883000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Tyup,Тюпский,Түп,KG02225889000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Chon-Tash,Чон-Ташский,Чоң-Таш,KG02225893000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Bulak,Ак-Булакский,Ак-Булак,KG02225896000,,,,,,,,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Pristan-Prejeval'sk,Пристань-Пржевальск,Пржевальск Пристаны,KG02410520010,Pristan-Prejevalsk,,,,,,,Karakol (city),г.Каракол,Каракол ш.,KG02410000010,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
Orto-Tokoy,Орто-Токой,Орто-Токой,KG02420510010,,,,,,,,Balykchy (city),г.Балыкчы,Балыкчы ш.,KG02420000010,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
,,,KG03204000901,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG03204000902,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG03204000906,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Water reservoir,Водохранилище,Суу сактагыч
,,,KG03204000907,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03204000908,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03204000909,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03204000910,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03204000911,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03204000912,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Ak-Korgon,Ак-Коргонский,Ак-Коргон,KG03204804000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Tam,Ак-Тамский,Ак-Там,KG03204806000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ala-Buka,Ала-Букинский,Ала-Бука,KG03204808000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kek-Serek,Кек-Серекский,Көк-Серек,KG03204827000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Oruktu,Оруктунский,Өрүктү,KG03204847000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Pervomay,Первомайский,Биринчи Май,KG03204850000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Torogeldi Baltagulov,Торогелди Балтагуловский,Төрөгелди Балтагулов,KG03204855000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kek-Tash,Кек-Таш,Көк-Таш,KG03204856000,,,,,,,,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG03207000901,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG03207000902,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG03207000907,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03207000908,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03207000909,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03207000910,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Akman,Акманский,Акман,KG03207808000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207812000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Beshik-Jon,Бешик-Жонский,Бешик-Жон,KG03207815000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Arstanbap,Арстанбапский,Арстанбап,KG03207826000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Unkyur,Кызыл-Ункюрский,Кызыл-Үңкүр,KG03207832000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Mogol,Моголский,Могол,KG03207842000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Saydykum,Сайдыкумский,Сайдыкум,KG03207856000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Talduu-Bulak,Талдуу-Булакский,Талдуу-Булак,KG03207857000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kenesh,Кенешский,Кеңеш,KG03207859000,,,,,,,,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG03211000901,,,,,,,,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG03211000902,,,,,,,,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG03211000905,,,,,,,,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG03211000907,,,,,,,,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
