admin3Name_en,admin3Name_ua,admin3Name_ru,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ua,admin3AltName2_ua,admin3AltName1_ru,admin3AltName2_ru,admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin3ClassCode,admin3ClassType,admin3PoliticalType,admin3pcode2016,admin2ClassType,admin1ClassType
Mshanetska,Мшанецька,Мшанецкий,UA4625183700,Mshanetska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625183700,район,область
Novomiska,Новоміська,Новомистский,UA4625183900,Novomiska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська ОТГ,4625183900,район,область
Trushevytska,Трушевицька,Трушевичский,UA4625184100,Trushevytska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625184100,район,область
Ripianska,Ріп'янська,Репянский,UA4625184300,Ripianska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625184300,район,область
Skelivska,Скелівська,Скелевский,UA4625184500,Skelivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625184500,район,область
Slokhynivska,Слохинівська,Слохиновский,UA4625184700,Slokhynivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625184700,район,область
Solianuvatska,Солянуватська,Соляноватский,UA4625184900,Solianuvatska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625184900,район,область
Susidovytska,Сусідовицька,Соседовичский,UA4625185100,Susidovytska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625185100,район,область
Stariavska,Старявська,Старявский,UA4625185300,Stariavska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625185300,район,область
Strashevytska,Страшевицька,Страшевичский,UA4625185500,Strashevytska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625185500,район,область
Strilkivska,Стрілківська,Стрелковский,UA4625185700,Strilkivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625185700,район,область
Strilbytska,Стрільбицька,Стрельбичский,UA4625185900,Strilbytska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625185900,район,область
Terlivska,Терлівська,Терловский,UA4625186100,Terlivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625186100,район,область
Ternavska,Тернавська,Тернавский,UA4625186300,Ternavska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625186300,район,область
Tershivska,Тершівська,Тершевский,UA4625186600,Tershivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625186600,район,область
Tysovytska,Тисовицька,Тисовицкий,UA4625186800,Tysovytska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625186800,район,область
Topilnytska,Топільницька,Топольницкий,UA4625187200,Topilnytska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625187200,район,область
Torchynovytska,Торчиновицька,Торчиновичский,UA4625187400,Torchynovytska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625187400,район,область
Turivska,Тур'ївська,Турьевский,UA4625187800,Turivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625187800,район,область
Chaplivska,Чаплівська,Чаплевский,UA4625188200,Chaplivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625188200,район,область
Yasenytse-Zamkivska,Ясенице-Замківська,Ясенице-Замковский,UA4625188700,Yasenytse-Zamkivska,,,,,,,Starosambirskyi,Старосамбірський,Старосамборский,UA46251,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625188700,район,область
Dashavska,Дашавська,Дашавский,UA4625355300,Dashavska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,4625355300,район,область
Bratkivtsivska,Братківцівська,Братковцевский,UA4625380100,Bratkivtsivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625380100,район,область
Vivnianska,Вівнянська,Вовнянский,UA4625380200,Vivnianska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625380200,район,область
Volia-Zaderevatska,Воля-Задеревацька,Воля-Задеревацкий,UA4625380300,Volia-Zaderevatska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625380300,район,область
Hirnenska,Гірненська,Горненский,UA4625380400,Hirnenska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625380400,район,область
Holobutivska,Голобутівська,Голобутовский,UA4625380500,Holobutivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625380500,район,область
Hrabovetska,Грабовецька,Грабовецкий,UA4625380600,Hrabovetska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська ОТГ,4625381200,район,область
Didushytska,Дідушицька,Дедушичский,UA4625380800,Didushytska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625380800,район,область
Dobrivlianska,Добрівлянська,Добровлянский,UA4625380900,Dobrivlianska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625380900,район,область
Dobrianska,Добрянська,Добрянский,UA4625381000,Dobrianska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625381000,район,область
Dolishnenska,Долішненська,Долишненский,UA4625381600,Dolishnenska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625381600,район,область
Dulibivska,Дулібівська,Дулибовский,UA4625382000,Dulibivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625382000,район,область
Zhulynska,Жулинська,Жулинский,UA4625382400,Zhulynska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625382400,район,область
Zavadivska,Завадівська,Завадовский,UA4625382600,Zavadivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625382600,район,область
Zahirnenska,Загірненська,Загорненский,UA4625382700,Zahirnenska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625382700,район,область
Kavska,Кавська,Кавский,UA4625382800,Kavska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625382800,район,область
Lanivska,Ланівська,Лановский,UA4625383200,Lanivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625383200,район,область
Lysiatytska,Лисятицька,Лисятичский,UA4625383600,Lysiatytska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625383600,район,область
Lysovytska,Лисовицька,Лысовичский,UA4625384000,Lysovytska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625384000,район,область
Liubyntsivska,Любинцівська,Любинцевский,UA4625384400,Liubyntsivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625384400,район,область
Myrtiukivska,Миртюківська,Миртюковский,UA4625384600,Myrtiukivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625384600,район,область
Nezhukhivska,Нежухівська,Нежуховский,UA4625384800,Nezhukhivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625384800,район,область
Nyzhnostynavska,Нижньостинавська,Нижнестынавский,UA4625385000,Nyzhnostynavska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625385000,район,область
Pidhirtsivska,Підгірцівська,Подгорцевский,UA4625385200,Pidhirtsivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625385200,район,область
Podorozhnenska,Подорожненська,Подорожненский,UA4625385600,Podorozhnenska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625385600,район,область
Piatnychanska,П'ятничанська,Пятничанский,UA4625385800,Piatnychanska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625385800,район,область
Rozghirchenska,Розгірченська,Розгирченский,UA4625385900,Rozghirchenska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625385900,район,область
Semyhynivska,Семигинівська,Семигиновский,UA4625386000,Semyhynivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625386000,район,область
Stankivska,Станківська,Станковский,UA4625386400,Stankivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625386400,район,область
Strilkivska,Стрілківська,Стрелковский,UA4625386800,Strilkivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625386800,район,область
Stryhantsivska,Стриганцівська,Стриганцовский,UA4625387000,Stryhantsivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625387000,район,область
Stynavska,Стинавська,Стынавский,UA4625387200,Stynavska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625387200,район,область
Sykhivska,Сихівська,Сыховский,UA4625387600,Sykhivska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625387600,район,область
Khodovytska,Ходовицька,Ходовичский,UA4625388000,Khodovytska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625388000,район,область
Uherska,Угерська,Угерский,UA4625388400,Uherska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625388400,район,область
Zaplatynska,Заплатинська,Заплатинский,UA4625388800,Zaplatynska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625388800,район,область
Yosypovytska,Йосиповицька,Йосиповичский,UA4625388900,Yosypovytska,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA46253,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625388900,район,область
Turkivska,Турківська,Турковский,UA4625510100,Turkivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,міська рада,4625510100,район,область
Borynska,Боринська,Борынский,UA4625555300,Borynska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,4625555300,район,область
Bitlianska,Бітлянська,Битлянский,UA4625580300,Bitlianska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625580300,район,область
Boberkivska,Боберківська,Боберковский,UA4625580600,Boberkivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625580600,район,область
Verkhnovysotska,Верхньовисоцька,Верхневысоцкий,UA4625581300,Verkhnovysotska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625581300,район,область
Verkhnohusnenska,Верхньогусненська,Верхнегусненский,UA4625581600,Verkhnohusnenska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625581600,район,область
Verkhnenska,Верхненська,Верхненский,UA4625581900,Verkhnenska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625581900,район,область
Verkhnoiablunska,Верхньояблунська,Верхнеяблонский,UA4625582200,Verkhnoiablunska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625582200,район,область
Holovska,Головська,Головский,UA4625582600,Holovska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625582600,район,область
Zavadivska,Завадівська,Завадовский,UA4625582900,Zavadivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625582900,район,область
Ilnytska,Ільницька,Ильникский,UA4625583200,Ilnytska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625583200,район,область
Isaivska,Ісаївська,Исаевский,UA4625583400,Isaivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625583400,район,область
Karpatska,Карпатська,Карпатский,UA4625583700,Karpatska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625583700,район,область
Komarnytska,Комарницька,Комарникский,UA4625583900,Komarnytska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625583900,район,область
Krasnenska,Красненська,Красненский,UA4625584200,Krasnenska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625584200,район,область
Kryvkivska,Кривківська,Кривковский,UA4625584400,Kryvkivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625584400,район,область
Lastivkivska,Ластівківська,Ластовковский,UA4625584600,Lastivkivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625584600,район,область
Lybokhorska,Либохорська,Либохорский,UA4625584900,Lybokhorska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625584900,район,область
Limnianska,Лімнянська,Лимнянский,UA4625585100,Limnianska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625585100,район,область
Rykivska,Риківська,Рыковский,UA4625585600,Rykivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625585600,район,область
Mokhnatska,Мохнатська,Мохнатский,UA4625585700,Mokhnatska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625585700,район,область
Nyzhnovysotska,Нижньовисоцька,Нижневысоцкий,UA4625585900,Nyzhnovysotska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625585900,район,область
Nyzhnoturivska,Нижньотурівська,Нижнетуровский,UA4625586200,Nyzhnoturivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625586200,район,область
Nyzhnoiablunska,Нижньояблунська,Нижнеяблонский,UA4625586500,Nyzhnoiablunska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625586500,район,область
Pryslipska,Присліпська,Прислопский,UA4625586700,Pryslipska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625586700,район,область
Rozlutska,Розлуцька,Розлучский,UA4625586900,Rozlutska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625586900,район,область
Vovchenska,Вовченська,Волченский,UA4625587000,Vovchenska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625587000,район,область
Siankivska,Сянківська,Сянковский,UA4625587100,Siankivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625587100,район,область
Khashchivska,Хащівська,Хащевский,UA4625587200,Khashchivska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625587200,район,область
Shandrovetska,Шандровецька,Шандровецкий,UA4625587300,Shandrovetska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625587300,район,область
Shumiatska,Шум'яцька,Шумячский,UA4625587400,Shumiatska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625587400,район,область
Yavirska,Явірська,Яворский,UA4625587800,Yavirska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625587800,район,область
Yasenytska,Ясеницька,Ясеницкий,UA4625588200,Yasenytska,,,,,,,Turkivskyi,Турківський,Турковский,UA46255,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,4625588200,район,область
Yavorivska,Яворівська,Яворовский,UA4625810100,Yavorivska,,,,,,,Yavorivskyi,Яворівський,Яворовский,UA46258,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,міська рада,4625810100,район,область
Novoiavorivsk,Новояворівськ,Новояворовский,UA4625810500,Novoiavorivsk,,,,,,,Yavorivskyi,Яворівський,Яворовский,UA46258,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,міська рада,4625810500,район,область
Ivano-Frankivska,Івано-Франківська,Ивано-Франковский,UA4625855300,Ivano-Frankivska,,,,,,,Yavorivskyi,Яворівський,Яворовский,UA46258,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,4625855300,район,область
Krakovetska,Краковецька,Краковецкий,UA4625855600,Krakovetska,,,,,,,Yavorivskyi,Яворівський,Яворовский,UA46258,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,4625855600,район,область
Nemyrivska,Немирівська,Немировский,UA4625855900,Nemyrivska,,,,,,,Yavorivskyi,Яворівський,Яворовский,UA46258,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,4625855900,район,область
Shklivska,Шклівська,Шкловский,UA4625856500,Shklivska,,,,,,,Yavorivskyi,Яворівський,Яворовский,UA46258,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,4625856500,район,область
