admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_ua,admin2AltName2_ua,admin2AltName1_ru,admin2AltName2_ru,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin2ClassCode,admin2ClassType,admin2PoliticalType,admin2pcode2016,admin1ClassType,admin1ClassCode
Ternopilska,Тернопільська,Тернопольский,UA61101,Ternopilska,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6110100000,область,81200000
Chortkivska,Чортківська,Чортковский,UA61103,Chortkivska,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6110300000,область,81200000
Berezhanska,Бережанська,Бережанский,UA61105,Berezhanska,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6110500000,область,81200000
Kremenetska,Кременецька,Кременецкий,UA61107,Kremenetska,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6110700000,область,81200000
Berezhanskyi,Бережанський,Бережанский,UA61204,Berezhanskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6120400000,область,81200000
Borshchivskyi,Борщівський,Борщевский,UA61208,Borshchivskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6120800000,область,81200000
Buchatskyi,Бучацький,Бучачский,UA61212,Buchatskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6121200000,область,81200000
Husiatynskyi,Гусятинський,Гусятинский,UA61216,Husiatynskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6121600000,область,81200000
Zalishchytskyi,Заліщицький,Залещицкий,UA61220,Zalishchytskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6122000000,область,81200000
Zbarazkyi,Збаразький,Збаражский,UA61224,Zbarazkyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6122400000,область,81200000
Zborivskyi,Зборівський,Зборовский,UA61226,Zborivskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6122600000,область,81200000
Kozivskyi,Козівський,Козовский,UA61230,Kozivskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6123000000,область,81200000
Kremenetskyi,Кременецький,Кременецкий,UA61234,Kremenetskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6123400000,область,81200000
Lanovetskyi,Лановецький,Лановецкий,UA61238,Lanovetskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6123800000,область,81200000
Monastyryskyi,Монастириський,Монастырисский,UA61242,Monastyryskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6124200000,область,81200000
Pidvolochyskyi,Підволочиський,Подволочисский,UA61246,Pidvolochyskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6124600000,область,81200000
Pidhaietskyi,Підгаєцький,Подгаецкий,UA61248,Pidhaietskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6124800000,область,81200000
Terebovlianskyi,Теребовлянський,Теребовлянский,UA61250,Terebovlianskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6125000000,область,81200000
Ternopilskyi,Тернопільський,Тернопольский,UA61252,Ternopilskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6125200000,область,81200000
Chortkivskyi,Чортківський,Чортковский,UA61255,Chortkivskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6125500000,область,81200000
Shumskyi,Шумський,Шумский,UA61258,Shumskyi,,,,,,,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6125800000,область,81200000
Kharkivska,Харківська,Харьковский,UA63101,Kharkivska,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6310100000,область,81200000
Iziumska,Ізюмська,Изюмский,UA63104,Iziumska,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6310400000,область,81200000
Kupianska,Куп'янська,Купянский,UA63107,Kupianska,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6310700000,область,81200000
Lozivska,Лозівська,Лозовский,UA63110,Lozivska,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6311000000,область,81200000
Liubotynska,Люботинська,Люботинский,UA63112,Liubotynska,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6311200000,область,81200000
Pervomaiska,Первомайська,Первомайский,UA63115,Pervomaiska,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6311500000,область,81200000
Chuhuivska,Чугуївська,Чугуевский,UA63120,Chuhuivska,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6312000000,область,81200000
Balakliiskyi,Балаклійський,Балаклейский,UA63202,Balakliiskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6320200000,область,81200000
Barvinkivskyi,Барвінківський,Барвенковский,UA63204,Barvinkivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6320400000,область,81200000
Blyzniukivskyi,Близнюківський,Близнюковский,UA63206,Blyzniukivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6320600000,область,81200000
Bohodukhivskyi,Богодухівський,Богодуховский,UA63208,Bohodukhivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6320800000,область,81200000
Borivskyi,Борівський,Боровский,UA63210,Borivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6321000000,область,81200000
Valkivskyi,Валківський,Валковский,UA63212,Valkivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6321200000,область,81200000
Velykoburlutskyi,Великобурлуцький,Великобурлукский,UA63214,Velykoburlutskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6321400000,область,81200000
Vovchanskyi,Вовчанський,Волчанский,UA63216,Vovchanskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6321600000,область,81200000
Zmiivskyi,Зміївський,Змиевский,UA63217,Zmiivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6321700000,область,81200000
Dvorichanskyi,Дворічанський,Двуречанский,UA63218,Dvorichanskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6321800000,область,81200000
Derhachivskyi,Дергачівський,Дергачевский,UA63220,Derhachivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6322000000,область,81200000
Zachepylivskyi,Зачепилівський,Зачепиловский,UA63222,Zachepylivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6322200000,область,81200000
Zolochivskyi,Золочівський,Золочевский,UA63226,Zolochivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6322600000,область,81200000
Iziumskyi,Ізюмський,Изюмский,UA63228,Iziumskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6322800000,область,81200000
Kehychivskyi,Кегичівський,Кегичевский,UA63231,Kehychivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6323100000,область,81200000
Kolomatskyi,Коломацький,Коломакский,UA63232,Kolomatskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6323200000,область,81200000
Krasnohradskyi,Красноградський,Красноградский,UA63233,Krasnohradskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6323300000,область,81200000
Krasnokutskyi,Краснокутський,Краснокутский,UA63235,Krasnokutskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6323500000,область,81200000
Kupianskyi,Куп'янський,Купянский,UA63237,Kupianskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6323700000,область,81200000
Lozivskyi,Лозівський,Лозовский,UA63239,Lozivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6323900000,область,81200000
Novovodolazkyi,Нововодолазький,Нововодолажский,UA63242,Novovodolazkyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6324200000,область,81200000
Pervomaiskyi,Первомайський,Первомайский,UA63245,Pervomaiskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6324500000,область,81200000
Pechenizkyi,Печенізький,Печенежский,UA63246,Pechenizkyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6324600000,область,81200000
Sakhnovshchynskyi,Сахновщинський,Сахновщинский,UA63248,Sakhnovshchynskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6324800000,область,81200000
Kharkivskyi,Харківський,Харьковский,UA63251,Kharkivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6325100000,область,81200000
Chuhuivskyi,Чугуївський,Чугуевский,UA63254,Chuhuivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6325400000,область,81200000
Shevchenkivskyi,Шевченківський,Шевченковский,UA63257,Shevchenkivskyi,,,,,,,Kharkivska,Харківська,Харьковская,UA63,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6325700000,область,81200000
Khersonska,Херсонська,Херсонский,UA65101,Khersonska,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6510100000,область,81200000
Holoprystanska,Голопристанська,Голопристанский,UA65103,Holoprystanska,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6510300000,область,81200000
Kakhovska,Каховська,Каховский,UA65104,Kakhovska,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6510400000,область,81200000
Novokakhovska,Новокаховська,Новокаховский,UA65107,Novokakhovska,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6510700000,область,81200000
Bilozerskyi,Білозерський,Белозерский,UA65203,Bilozerskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6520300000,область,81200000
Beryslavskyi,Бериславський,Бериславский,UA65206,Beryslavskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6520600000,область,81200000
Velykooleksandrivskyi,Великоолександрівський,Великоалександровский,UA65209,Velykooleksandrivskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6520900000,область,81200000
Velykolepetyskyi,Великолепетиський,Великолепетихский,UA65212,Velykolepetyskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6521200000,область,81200000
Verkhnorohachytskyi,Верхньорогачицький,Верхнерогачикский,UA65215,Verkhnorohachytskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6521500000,область,81200000
Vysokopilskyi,Високопільський,Высокопольский,UA65218,Vysokopilskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6521800000,область,81200000
Henicheskyi,Генічеський,Генический,UA65221,Henicheskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6522100000,область,81200000
Holoprystanskyi,Голопристанський,Голопристанский,UA65223,Holoprystanskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6522300000,область,81200000
Hornostaivskyi,Горностаївський,Горностаевский,UA65226,Hornostaivskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6522600000,область,81200000
Ivanivskyi,Іванівський,Ивановский,UA65229,Ivanivskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6522900000,область,81200000
Kalanchatskyi,Каланчацький,Каланчакский,UA65232,Kalanchatskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6523200000,область,81200000
Kakhovskyi,Каховський,Каховский,UA65235,Kakhovskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6523500000,область,81200000
Nyzhnosirohozkyi,Нижньосірогозький,Нижнесерогозский,UA65238,Nyzhnosirohozkyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6523800000,область,81200000
Novovorontsovskyi,Нововоронцовський,Нововоронцовский,UA65241,Novovorontsovskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6524100000,область,81200000
Novotroitskyi,Новотроїцький,Новотроицкий,UA65244,Novotroitskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6524400000,область,81200000
Skadovskyi,Скадовський,Скадовский,UA65247,Skadovskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6524700000,область,81200000
Oleshkivskyi,Олешківський,Алешковский,UA65250,Oleshkivskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6525000000,область,81200000
Chaplynskyi,Чаплинський,Чаплинский,UA65254,Chaplynskyi,,,,,,,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6525400000,область,81200000
Khmelnytska,Хмельницька,Хмельницкий,UA68101,Khmelnytska,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6810100000,область,81200000
Kamianets-Podilska,Кам'янець-Подільська,Каменец-Подольский,UA68104,Kamianets-Podilska,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6810400000,область,81200000
Netishynska,Нетішинська,Нетешинский,UA68105,Netishynska,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6810500000,область,81200000
Slavutska,Славутська,Славутский,UA68106,Slavutska,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6810600000,область,81200000
Shepetivska,Шепетівська,Шепетовский,UA68107,Shepetivska,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6810700000,область,81200000
Starokostiantynivska,Старокостянтинівська,Староконстантиновский,UA68108,Starokostiantynivska,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,6810800000,область,81200000
Bilohirskyi,Білогірський,Белогорский,UA68203,Bilohirskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6820300000,область,81200000
Vinkovetskyi,Віньковецький,Виньковецкий,UA68206,Vinkovetskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6820600000,область,81200000
Volochyskyi,Волочиський,Волочисский,UA68209,Volochyskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6820900000,область,81200000
Horodotskyi,Городоцький,Городокский,UA68212,Horodotskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6821200000,область,81200000
Derazhnianskyi,Деражнянський,Деражнянский,UA68215,Derazhnianskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6821500000,область,81200000
Dunaievetskyi,Дунаєвецький,Дунаевецкий,UA68218,Dunaievetskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6821800000,область,81200000
Iziaslavskyi,Ізяславський,Изяславский,UA68221,Iziaslavskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6822100000,область,81200000
Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA68224,Kamianets-Podilskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6822400000,область,81200000
Krasylivskyi,Красилівський,Красиловский,UA68227,Krasylivskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6822700000,область,81200000
Letychivskyi,Летичівський,Летичевский,UA68230,Letychivskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6823000000,область,81200000
Novoushytskyi,Новоушицький,Новоушицкий,UA68233,Novoushytskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6823300000,область,81200000
Polonskyi,Полонський,Полонский,UA68236,Polonskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6823600000,область,81200000
Slavutskyi,Славутський,Славутский,UA68239,Slavutskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6823900000,область,81200000
Starokostiantynivskyi,Старокостянтинівський,Староконстантиновский,UA68242,Starokostiantynivskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6824200000,область,81200000
Starosyniavskyi,Старосинявський,Старосинявский,UA68244,Starosyniavskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6824400000,область,81200000
Teofipolskyi,Теофіпольський,Теофипольский,UA68247,Teofipolskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6824700000,область,81200000
Khmelnytskyi,Хмельницький,Хмельницкий,UA68250,Khmelnytskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6825000000,область,81200000
Chemerovetskyi,Чемеровецький,Чемеровецкий,UA68252,Chemerovetskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6825200000,область,81200000
Shepetivskyi,Шепетівський,Шепетовский,UA68255,Shepetivskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6825500000,область,81200000
Yarmolynetskyi,Ярмолинецький,Ярмолинецкий,UA68258,Yarmolynetskyi,,,,,,,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,6825800000,область,81200000
Cherkaska,Черкаська,Черкасский,UA71101,Cherkaska,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,7110100000,область,81200000
Vatutinska,Ватутінська,Ватутинский,UA71102,Vatutinska,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,7110200000,область,81200000
Kanivska,Канівська,Каневский,UA71103,Kanivska,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,7110300000,область,81200000
Zolotoniska,Золотоніська,Золотоношский,UA71104,Zolotoniska,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,7110400000,область,81200000
Smilianska,Смілянська,Смелянский,UA71105,Smilianska,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,7110500000,область,81200000
Umanska,Уманська,Уманский,UA71108,Umanska,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,7110800000,область,81200000
Horodyshchenskyi,Городищенський,Городищенский,UA71203,Horodyshchenskyi,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,7120300000,область,81200000
Drabivskyi,Драбівський,Драбовский,UA71206,Drabivskyi,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,7120600000,область,81200000
Zhashkivskyi,Жашківський,Жашковский,UA71209,Zhashkivskyi,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,7120900000,область,81200000
Zvenyhorodskyi,Звенигородський,Звенигородский,UA71212,Zvenyhorodskyi,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,7121200000,область,81200000
Zolotoniskyi,Золотоніський,Золотоношский,UA71215,Zolotoniskyi,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,7121500000,область,81200000
Kamianskyi,Кам'янський,Каменский,UA71218,Kamianskyi,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,7121800000,область,81200000
Kanivskyi,Канівський,Каневский,UA71220,Kanivskyi,,,,,,,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,7122000000,область,81200000
