#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5004,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:4:10063231,10063231,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100632,1603:45:16:50:4:10063231,Batajore,BD10063231,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063238,10063238,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100632,1603:45:16:50:4:10063238,Chandshi,BD10063238,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063255,10063255,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100632,1603:45:16:50:4:10063255,Khanjapur,BD10063255,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063263,10063263,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100632,1603:45:16:50:4:10063263,Mahilara,BD10063263,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063271,10063271,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100632,1603:45:16:50:4:10063271,Nalchira,BD10063271,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063294,10063294,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100632,1603:45:16:50:4:10063294,Sarikal,BD10063294,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063299,10063299,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100632,1603:45:16:50:4:10063299,Paurashava,BD10063299,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063613,10063613,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100636,1603:45:16:50:4:10063613,Bara Jalia,BD10063613,,,,Hizla,BD100636,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063627,10063627,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100636,1603:45:16:50:4:10063627,Dhulkhola,BD10063627,,,,Hizla,BD100636,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063654,10063654,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100636,1603:45:16:50:4:10063654,Guabaria,BD10063654,,,,Hizla,BD100636,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063667,10063667,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100636,1603:45:16:50:4:10063667,Harinathpur,BD10063667,,,,Hizla,BD100636,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063681,10063681,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100636,1603:45:16:50:4:10063681,Hizla Gaurabdi,BD10063681,,,,Hizla,BD100636,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10063694,10063694,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100636,1603:45:16:50:4:10063694,Memania,BD10063694,,,,Hizla,BD100636,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065101,10065101,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065101,Ward No-01,BD10065101,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065102,10065102,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065102,Ward No-02,BD10065102,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065103,10065103,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065103,Ward No-03,BD10065103,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065104,10065104,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065104,Ward No-04,BD10065104,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065105,10065105,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065105,Ward No-05,BD10065105,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065106,10065106,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065106,Ward No-06,BD10065106,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065107,10065107,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065107,Ward No-07,BD10065107,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065108,10065108,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065108,Ward No-08,BD10065108,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065109,10065109,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065109,Ward No-09,BD10065109,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065110,10065110,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065110,Ward No-10,BD10065110,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065111,10065111,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065111,Ward No-11,BD10065111,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065112,10065112,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065112,Ward No-12,BD10065112,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065113,10065113,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065113,Ward No-13,BD10065113,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065114,10065114,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065114,Ward No-14,BD10065114,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065115,10065115,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065115,Ward No-15,BD10065115,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065116,10065116,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065116,Ward No-16,BD10065116,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065117,10065117,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065117,Ward No-17,BD10065117,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065118,10065118,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065118,Ward No-18,BD10065118,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065119,10065119,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065119,Ward No-19,BD10065119,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065120,10065120,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065120,Ward No-20,BD10065120,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065121,10065121,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065121,Ward No-21,BD10065121,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065122,10065122,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065122,Ward No-22,BD10065122,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065123,10065123,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065123,Ward No-23,BD10065123,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065124,10065124,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065124,Ward No-24,BD10065124,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065125,10065125,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065125,Ward No-25,BD10065125,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065126,10065126,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065126,Ward No-26,BD10065126,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065127,10065127,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065127,Ward No-27,BD10065127,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065128,10065128,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065128,Ward No-28,BD10065128,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065129,10065129,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065129,Ward No-29,BD10065129,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065130,10065130,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065130,Ward No-30,BD10065130,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065132,10065132,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065132,Chandpur,BD10065132,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065133,10065133,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065133,Chandra Mohan,BD10065133,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065134,10065134,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065134,Char Baria,BD10065134,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065143,10065143,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065143,Char Kowa,BD10065143,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065151,10065151,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065151,Char Monai,BD10065151,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065160,10065160,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065160,Jagua,BD10065160,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065169,10065169,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065169,Kashipur,BD10065169,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065177,10065177,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065177,Roy Pasha Karapur,BD10065177,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065186,10065186,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065186,Shayestabad,BD10065186,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10065194,10065194,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100651,1603:45:16:50:4:10065194,Tungibaria,BD10065194,,,,Barisal Sadar (Kotwali),BD100651,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066213,10066213,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066213,Alimabad,BD10066213,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066215,10066215,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066215,Andhar Manik,BD10066215,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066223,10066223,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066223,Bhasan Char,BD10066223,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066231,10066231,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066231,Bidyanandapur,BD10066231,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066239,10066239,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066239,Chandpur,BD10066239,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066240,10066240,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066240,Gobindapur,BD10066240,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066247,10066247,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066247,Char Ekkaria,BD10066247,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066255,10066255,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066255,Char Gopalpur,BD10066255,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066263,10066263,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066263,Dari Char Khajuria,BD10066263,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066271,10066271,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066271,Jangalia,BD10066271,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066279,10066279,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066279,Lata,BD10066279,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066287,10066287,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066287,Mehendiganj,BD10066287,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066294,10066294,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066294,Ulania,BD10066294,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066299,10066299,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100662,1603:45:16:50:4:10066299,Paurashava,BD10066299,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066911,10066911,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066911,Batamara,BD10066911,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066923,10066923,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066923,Char Kalekhan,BD10066923,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066935,10066935,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066935,Gachhua,BD10066935,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066947,10066947,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066947,Kazir Char,BD10066947,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066959,10066959,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066959,Muladi,BD10066959,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066971,10066971,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066971,Nazirpur,BD10066971,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066983,10066983,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066983,Safipur,BD10066983,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10066999,10066999,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100669,1603:45:16:50:4:10066999,Paurashava,BD10066999,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10069410,10069410,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100694,1603:45:16:50:4:10069410,Bamrail,BD10069410,,,,Wazirpur,BD100694,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10069421,10069421,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100694,1603:45:16:50:4:10069421,Bara Kotha,BD10069421,,,,Wazirpur,BD100694,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10069431,10069431,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100694,1603:45:16:50:4:10069431,Guthia,BD10069431,,,,Wazirpur,BD100694,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:10069442,10069442,1603:45:16:50:0,1603:45:16:50:1:10,1603:45:16:50:2:1006,1603:45:16:50:3:100694,1603:45:16:50:4:10069442,Harta,BD10069442,,,,Wazirpur,BD100694,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2018-04-25,2020-12-18,
