#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:170:2:73283,73283,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73283,Fresno,CO73283,Fresno,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73319,73319,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73319,Guamo,CO73319,Guamo,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73347,73347,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73347,Herveo,CO73347,Herveo,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73349,73349,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73349,Honda,CO73349,Honda,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73352,73352,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73352,Icononzo,CO73352,Icononzo,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73408,73408,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73408,Lérida,CO73408,Lerida,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73411,73411,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73411,Líbano,CO73411,Libano,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73443,73443,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73443,San Sebastián de Mariquita,CO73443,San Sebastian de Mariquita,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73449,73449,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73449,Melgar,CO73449,Melgar,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73461,73461,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73461,Murillo,CO73461,Murillo,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73483,73483,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73483,Natagaima,CO73483,Natagaima,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73504,73504,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73504,Ortega,CO73504,Ortega,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73520,73520,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73520,Palocabildo,CO73520,Palocabildo,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73547,73547,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73547,Piedras,CO73547,Piedras,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73555,73555,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73555,Planadas,CO73555,Planadas,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73563,73563,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73563,Prado,CO73563,Prado,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73585,73585,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73585,Purificación,CO73585,Purificacion,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73616,73616,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73616,Rioblanco,CO73616,Rioblanco,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73622,73622,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73622,Roncesvalles,CO73622,Roncesvalles,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73624,73624,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73624,Rovira,CO73624,Rovira,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73671,73671,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73671,Saldaña,CO73671,Saldana,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73675,73675,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73675,San Antonio,CO73675,San Antonio,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73678,73678,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73678,San Luis,CO73678,San Luis,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73686,73686,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73686,Santa Isabel,CO73686,Santa Isabel,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73770,73770,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73770,Suárez,CO73770,Suarez,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73854,73854,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73854,Valle de San Juan,CO73854,Valle de San Juan,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73861,73861,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73861,Venadillo,CO73861,Venadillo,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73870,73870,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73870,Villahermosa,CO73870,Villahermosa,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73873,73873,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73873,Villarrica,CO73873,Villarrica,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76001,76001,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76001,Cali,CO76001,Cali,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76020,76020,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76020,Alcalá,CO76020,Alcala,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76036,76036,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76036,Andalucía,CO76036,Andalucia,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76041,76041,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76041,Ansermanuevo,CO76041,Ansermanuevo,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76054,76054,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76054,Argelia,CO76054,Argelia,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76100,76100,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76100,Bolívar,CO76100,Bolivar,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76109,76109,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76109,Buenaventura,CO76109,Buenaventura,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76111,76111,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76111,Guadalajara de Buga,CO76111,Guadalajara de Buga,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76113,76113,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76113,Bugalagrande,CO76113,Bugalagrande,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76122,76122,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76122,Caicedonia,CO76122,Caicedonia,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76126,76126,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76126,Calima,CO76126,Calima,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76130,76130,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76130,Candelaria,CO76130,Candelaria,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76147,76147,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76147,Cartago,CO76147,Cartago,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76233,76233,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76233,Dagua,CO76233,Dagua,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76243,76243,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76243,El Águila,CO76243,El Aguila,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76246,76246,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76246,El Cairo,CO76246,El Cairo,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76248,76248,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76248,El Cerrito,CO76248,El Cerrito,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76250,76250,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76250,El Dovio,CO76250,El Dovio,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76275,76275,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76275,Florida,CO76275,Florida,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76306,76306,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76306,Ginebra,CO76306,Ginebra,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76318,76318,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76318,Guacarí,CO76318,Guacari,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76364,76364,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76364,Jamundí,CO76364,Jamundi,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76377,76377,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76377,La Cumbre,CO76377,La Cumbre,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76400,76400,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76400,La Unión,CO76400,La Union,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76403,76403,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76403,La Victoria,CO76403,La Victoria,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76497,76497,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76497,Obando,CO76497,Obando,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76520,76520,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76520,Palmira,CO76520,Palmira,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76563,76563,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76563,Pradera,CO76563,Pradera,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76606,76606,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76606,Restrepo,CO76606,Restrepo,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76616,76616,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76616,Riofrío,CO76616,Riofrio,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76622,76622,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76622,Roldanillo,CO76622,Roldanillo,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76670,76670,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76670,San Pedro,CO76670,San Pedro,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76736,76736,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76736,Sevilla,CO76736,Sevilla,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76823,76823,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76823,Toro,CO76823,Toro,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76828,76828,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76828,Trujillo,CO76828,Trujillo,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76834,76834,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76834,Tuluá,CO76834,Tulua,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76845,76845,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76845,Ulloa,CO76845,Ulloa,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76863,76863,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76863,Versalles,CO76863,Versalles,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76869,76869,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76869,Vijes,CO76869,Vijes,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76890,76890,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76890,Yotoco,CO76890,Yotoco,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76892,76892,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76892,Yumbo,CO76892,Yumbo,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:76895,76895,1603:45:16:170:0,1603:45:16:170:1:76,1603:45:16:170:2:76895,Zarzal,CO76895,Zarzal,,,Valle del Cauca,CO76,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:81001,81001,1603:45:16:170:0,1603:45:16:170:1:81,1603:45:16:170:2:81001,Arauca,CO81001,Arauca,,,Arauca,CO81,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:81065,81065,1603:45:16:170:0,1603:45:16:170:1:81,1603:45:16:170:2:81065,Arauquita,CO81065,Arauquita,,,Arauca,CO81,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:81220,81220,1603:45:16:170:0,1603:45:16:170:1:81,1603:45:16:170:2:81220,Cravo Norte,CO81220,Cravo Norte,,,Arauca,CO81,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:81300,81300,1603:45:16:170:0,1603:45:16:170:1:81,1603:45:16:170:2:81300,Fortul,CO81300,Fortul,,,Arauca,CO81,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:81591,81591,1603:45:16:170:0,1603:45:16:170:1:81,1603:45:16:170:2:81591,Puerto Rondón,CO81591,Puerto Rondon,,,Arauca,CO81,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:81736,81736,1603:45:16:170:0,1603:45:16:170:1:81,1603:45:16:170:2:81736,Saravena,CO81736,Saravena,,,Arauca,CO81,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:81794,81794,1603:45:16:170:0,1603:45:16:170:1:81,1603:45:16:170:2:81794,Tame,CO81794,Tame,,,Arauca,CO81,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85001,85001,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85001,Yopal,CO85001,Yopal,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85010,85010,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85010,Aguazul,CO85010,Aguazul,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85015,85015,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85015,Chámeza,CO85015,Chameza,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85125,85125,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85125,Hato Corozal,CO85125,Hato Corozal,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85136,85136,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85136,La Salina,CO85136,La Salina,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85139,85139,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85139,Maní,CO85139,Mani,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85162,85162,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85162,Monterrey,CO85162,Monterrey,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85225,85225,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85225,Nunchía,CO85225,Nunchia,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85230,85230,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85230,Orocué,CO85230,Orocue,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85250,85250,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85250,Paz de Ariporo,CO85250,Paz de Ariporo,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85263,85263,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85263,Pore,CO85263,Pore,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85279,85279,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85279,Recetor,CO85279,Recetor,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85300,85300,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85300,Sabanalarga,CO85300,Sabanalarga,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85315,85315,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85315,Sácama,CO85315,Sacama,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85325,85325,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85325,San Luis de Palenque,CO85325,San Luis de Palenque,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85400,85400,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85400,Támara,CO85400,Tamara,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85410,85410,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85410,Tauramena,CO85410,Tauramena,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85430,85430,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85430,Trinidad,CO85430,Trinidad,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:85440,85440,1603:45:16:170:0,1603:45:16:170:1:85,1603:45:16:170:2:85440,Villanueva,CO85440,Villanueva,,,Casanare,CO85,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86001,86001,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86001,Mocoa,CO86001,Mocoa,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86219,86219,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86219,Colón,CO86219,Colon,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86320,86320,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86320,Orito,CO86320,Orito,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86568,86568,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86568,Puerto Asís,CO86568,Puerto Asis,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86569,86569,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86569,Puerto Caicedo,CO86569,Puerto Caicedo,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86571,86571,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86571,Puerto Guzmán,CO86571,Puerto Guzman,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86573,86573,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86573,Puerto Leguízamo,CO86573,Puerto Leguizamo,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86749,86749,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86749,Sibundoy,CO86749,Sibundoy,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86755,86755,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86755,San Francisco,CO86755,San Francisco,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86757,86757,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86757,San Miguel,CO86757,San Miguel,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86760,86760,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86760,Santiago,CO86760,Santiago,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86865,86865,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86865,Valle del Guamuez,CO86865,Valle del Guamuez,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:86885,86885,1603:45:16:170:0,1603:45:16:170:1:86,1603:45:16:170:2:86885,Villagarzón,CO86885,Villagarzon,,,Putumayo,CO86,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:88001,88001,1603:45:16:170:0,1603:45:16:170:1:88,1603:45:16:170:2:88001,San Andrés,CO88001,San Andres,,,"Archipiélago de San Andrés, Providencia y Santa Catalina",CO88,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:88564,88564,1603:45:16:170:0,1603:45:16:170:1:88,1603:45:16:170:2:88564,Providencia,CO88564,Providencia,,,"Archipiélago de San Andrés, Providencia y Santa Catalina",CO88,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91001,91001,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91001,Leticia,CO91001,Leticia,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91263,91263,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91263,El Encanto,CO91263,El Encanto,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91405,91405,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91405,La Chorrera,CO91405,La Chorrera,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91407,91407,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91407,La Pedrera,CO91407,La Pedrera,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91430,91430,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91430,La Victoria,CO91430,La Victoria,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91460,91460,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91460,Mirití - Paraná,CO91460,Miriti - Parana,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91530,91530,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91530,Puerto Alegría,CO91530,Puerto Alegria,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91536,91536,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91536,Puerto Arica,CO91536,Puerto Arica,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91540,91540,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91540,Puerto Nariño,CO91540,Puerto Narino,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:91669,91669,1603:45:16:170:0,1603:45:16:170:1:91,1603:45:16:170:2:91669,Puerto Santander,CO91669,Puerto Santander,,,Amazonas,CO91,Colombia,CO,2020-01-01,2021-02-11,
