#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:170:2:25845,25845,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25845,Une,CO25845,Une,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25851,25851,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25851,Útica,CO25851,Utica,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25862,25862,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25862,Vergara,CO25862,Vergara,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25867,25867,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25867,Vianí,CO25867,Viani,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25871,25871,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25871,Villagómez,CO25871,Villagomez,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25873,25873,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25873,Villapinzón,CO25873,Villapinzon,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25875,25875,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25875,Villeta,CO25875,Villeta,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25878,25878,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25878,Viotá,CO25878,Viota,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25885,25885,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25885,Yacopí,CO25885,Yacopi,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25898,25898,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25898,Zipacón,CO25898,Zipacon,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25899,25899,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25899,Zipaquirá,CO25899,Zipaquira,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27001,27001,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27001,Quibdó,CO27001,Quibdo,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27006,27006,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27006,Acandí,CO27006,Acandi,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27025,27025,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27025,Alto Baudó,CO27025,Alto Baudo,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27050,27050,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27050,Atrato,CO27050,Atrato,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27073,27073,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27073,Bagadó,CO27073,Bagado,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27075,27075,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27075,Bahía Solano,CO27075,Bahia Solano,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27077,27077,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27077,Bajo Baudó,CO27077,Bajo Baudo,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27099,27099,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27099,Bojayá,CO27099,Bojaya,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27135,27135,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27135,El Cantón del San Pablo,CO27135,El Canton del San Pablo,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27150,27150,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27150,Carmen del Darién,CO27150,Carmen del Darien,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27160,27160,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27160,Cértegui,CO27160,Certegui,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27205,27205,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27205,Condoto,CO27205,Condoto,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27245,27245,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27245,El Carmen de Atrato,CO27245,El Carmen de Atrato,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27250,27250,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27250,El Litoral del San Juan,CO27250,El Litoral del San Juan,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27361,27361,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27361,Istmina,CO27361,Istmina,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27372,27372,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27372,Juradó,CO27372,Jurado,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27413,27413,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27413,Lloró,CO27413,Lloro,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27425,27425,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27425,Medio Atrato,CO27425,Medio Atrato,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27430,27430,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27430,Medio Baudó,CO27430,Medio Baudo,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27450,27450,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27450,Medio San Juan,CO27450,Medio San Juan,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27491,27491,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27491,Nóvita,CO27491,Novita,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27495,27495,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27495,Nuquí,CO27495,Nuqui,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27580,27580,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27580,Río Iró,CO27580,Rio Iro,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27600,27600,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27600,Río Quito,CO27600,Rio Quito,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27615,27615,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27615,Riosucio,CO27615,Riosucio,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27660,27660,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27660,San José del Palmar,CO27660,San Jose del Palmar,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27745,27745,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27745,Sipí,CO27745,Sipi,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27787,27787,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27787,Tadó,CO27787,Tado,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27800,27800,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27800,Unguía,CO27800,Unguia,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:27810,27810,1603:45:16:170:0,1603:45:16:170:1:27,1603:45:16:170:2:27810,Unión Panamericana,CO27810,Union Panamericana,,,Chocó,CO27,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41001,41001,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41001,Neiva,CO41001,Neiva,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41006,41006,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41006,Acevedo,CO41006,Acevedo,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41013,41013,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41013,Agrado,CO41013,Agrado,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41016,41016,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41016,Aipe,CO41016,Aipe,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41020,41020,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41020,Algeciras,CO41020,Algeciras,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41026,41026,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41026,Altamira,CO41026,Altamira,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41078,41078,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41078,Baraya,CO41078,Baraya,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41132,41132,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41132,Campoalegre,CO41132,Campoalegre,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41206,41206,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41206,Colombia,CO41206,Colombia,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41244,41244,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41244,Elías,CO41244,Elias,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41298,41298,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41298,Garzón,CO41298,Garzon,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41306,41306,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41306,Gigante,CO41306,Gigante,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41319,41319,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41319,Guadalupe,CO41319,Guadalupe,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41349,41349,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41349,Hobo,CO41349,Hobo,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41357,41357,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41357,Íquira,CO41357,Iquira,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41359,41359,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41359,Isnos,CO41359,Isnos,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41378,41378,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41378,La Argentina,CO41378,La Argentina,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41396,41396,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41396,La Plata,CO41396,La Plata,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41483,41483,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41483,Nátaga,CO41483,Nataga,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41503,41503,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41503,Oporapa,CO41503,Oporapa,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41518,41518,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41518,Paicol,CO41518,Paicol,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41524,41524,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41524,Palermo,CO41524,Palermo,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41530,41530,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41530,Palestina,CO41530,Palestina,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41548,41548,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41548,Pital,CO41548,Pital,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41551,41551,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41551,Pitalito,CO41551,Pitalito,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41615,41615,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41615,Rivera,CO41615,Rivera,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41660,41660,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41660,Saladoblanco,CO41660,Saladoblanco,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41668,41668,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41668,San Agustín,CO41668,San Agustin,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41676,41676,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41676,Santa María,CO41676,Santa Maria,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41770,41770,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41770,Suaza,CO41770,Suaza,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41791,41791,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41791,Tarqui,CO41791,Tarqui,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41797,41797,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41797,Tesalia,CO41797,Tesalia,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41799,41799,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41799,Tello,CO41799,Tello,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41801,41801,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41801,Teruel,CO41801,Teruel,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41807,41807,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41807,Timaná,CO41807,Timana,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41872,41872,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41872,Villavieja,CO41872,Villavieja,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:41885,41885,1603:45:16:170:0,1603:45:16:170:1:41,1603:45:16:170:2:41885,Yaguará,CO41885,Yaguara,,,Huila,CO41,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44001,44001,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44001,Riohacha,CO44001,Riohacha,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44035,44035,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44035,Albania,CO44035,Albania,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44078,44078,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44078,Barrancas,CO44078,Barrancas,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44090,44090,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44090,Dibulla,CO44090,Dibulla,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44098,44098,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44098,Distracción,CO44098,Distraccion,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44110,44110,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44110,El Molino,CO44110,El Molino,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44279,44279,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44279,Fonseca,CO44279,Fonseca,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44378,44378,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44378,Hatonuevo,CO44378,Hatonuevo,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44420,44420,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44420,La Jagua del Pilar,CO44420,La Jagua del Pilar,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44430,44430,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44430,Maicao,CO44430,Maicao,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44560,44560,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44560,Manaure,CO44560,Manaure,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44650,44650,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44650,San Juan del Cesar,CO44650,San Juan del Cesar,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44847,44847,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44847,Uribia,CO44847,Uribia,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44855,44855,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44855,Urumita,CO44855,Urumita,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:44874,44874,1603:45:16:170:0,1603:45:16:170:1:44,1603:45:16:170:2:44874,Villanueva,CO44874,Villanueva,,,La Guajira,CO44,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47001,47001,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47001,Santa Marta,CO47001,Santa Marta,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47030,47030,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47030,Algarrobo,CO47030,Algarrobo,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47053,47053,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47053,Aracataca,CO47053,Aracataca,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47058,47058,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47058,Ariguaní,CO47058,Ariguani,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47161,47161,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47161,Cerro de San Antonio,CO47161,Cerro de San Antonio,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47170,47170,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47170,Chivolo,CO47170,Chivolo,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47189,47189,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47189,Ciénaga,CO47189,Cienaga,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47205,47205,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47205,Concordia,CO47205,Concordia,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47245,47245,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47245,El Banco,CO47245,El Banco,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47258,47258,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47258,El Piñón,CO47258,El Pinon,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47268,47268,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47268,El Retén,CO47268,El Reten,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47288,47288,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47288,Fundación,CO47288,Fundacion,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47318,47318,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47318,Guamal,CO47318,Guamal,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47460,47460,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47460,Nueva Granada,CO47460,Nueva Granada,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47541,47541,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47541,Pedraza,CO47541,Pedraza,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47545,47545,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47545,Pijiño del Carmen,CO47545,Pijino del Carmen,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47551,47551,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47551,Pivijay,CO47551,Pivijay,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47555,47555,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47555,Plato,CO47555,Plato,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47570,47570,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47570,Puebloviejo,CO47570,Puebloviejo,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47605,47605,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47605,Remolino,CO47605,Remolino,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47660,47660,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47660,Sabanas de San Ángel,CO47660,Sabanas de San Angel,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47675,47675,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47675,Salamina,CO47675,Salamina,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47692,47692,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47692,San Sebastián de Buenavista,CO47692,San Sebastian de Buenavista,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47703,47703,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47703,San Zenón,CO47703,San Zenon,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47707,47707,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47707,Santa Ana,CO47707,Santa Ana,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47720,47720,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47720,Santa Bárbara de Pinto,CO47720,Santa Barbara de Pinto,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47745,47745,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47745,Sitionuevo,CO47745,Sitionuevo,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47798,47798,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47798,Tenerife,CO47798,Tenerife,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47960,47960,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47960,Zapayán,CO47960,Zapayan,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:47980,47980,1603:45:16:170:0,1603:45:16:170:1:47,1603:45:16:170:2:47980,Zona Bananera,CO47980,Zona Bananera,,,Magdalena,CO47,Colombia,CO,2020-01-01,2021-02-11,
