#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5002,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5001,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5000,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:144:3:3227,3227,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3227,Kaburupitiya,කඹුරුපිටිය,கம்புறுபிட்டிய,LK3227,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3230,3230,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3230,Hakmana,හක්මන,கக்மனை,LK3230,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3233,3233,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3233,Kirinda Puhulwella,කිරින්ද පුහුල්වැල්ල,கிரிந்தை புகுவெல்லை,LK3233,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3236,3236,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3236,Thihagoda,තිහගොඩ,திக்கொடை,LK3236,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3239,3239,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3239,Weligama,වැලිගම,வெலிகமை,LK3239,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3242,3242,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3242,Matara Four Gravets,මාතර කඩවත්සතර,மாத்தறை,LK3242,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3245,3245,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3245,Devinuwara,දෙවිනුවර,தெவிநுவரை,LK3245,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3248,3248,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:32,1603:45:16:144:3:3248,Dikwella,දික්වැල්ල,திக்வெலை,LK3248,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3303,3303,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3303,Sooriyawewa,සූරියවැව,சூரியவெவை,LK3303,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3306,3306,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3306,Lunugamwehera,ලුණුගම්වෙහෙර,லுனுகம்வெகரை,LK3306,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3309,3309,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3309,Thissamaharama,තිස්සමහාරාම,திஸ்சமகாராமை,LK3309,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3312,3312,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3312,Hambantota,හම්බන්තොට,அம்பாந்தோட்டை,LK3312,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3315,3315,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3315,Ambalantota,අම්බලන්තොට,அம்பலாந்தோட்டை,LK3315,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3318,3318,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3318,Angunakolapelessa,අඟුණුකොළපැලැස්ස,அங்குனகொலபெலஸ்சை,LK3318,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3321,3321,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3321,Weeraketiya,වීරකැටිය,வீரகெட்டிய,LK3321,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3324,3324,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3324,Katuwana,කටුවන,கட்டுவனை,LK3324,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3325,3325,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3325,Walasmulla,වලස්මුල්ල,வலஸ்முல்லை,LK3325,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3327,3327,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3327,Okewela,ඕකේවෙල,ஒக்வெலை,LK3327,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3330,3330,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3330,Beliatta,බෙලිඅත්ත,பெலியத்தை,LK3330,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:3333,3333,1603:45:16:144:0,1603:45:16:144:1:3,1603:45:16:144:2:33,1603:45:16:144:3:3333,Tangalle,තංගල්ල,தங்காலை,LK3333,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4100,4100,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4100,[unknown],[unknown],[unknown],LK4100,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4103,4103,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4103,Islands North (Kayts),දුපත උතුර (කයිට්ස්),ஊர்காவற்றுறை,LK4103,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4104,4104,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4104,Karainagar,කාරෛනගර්,காரைநகர்,LK4104,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4106,4106,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4106,Valikamam West (Chankanai),වලිකාමම් බටහිර (චන්කානෛයි),சங்கானை,LK4106,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4109,4109,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4109,Valikamam South West (Sandilipay),වලිකාමම් නිරිත (සංදිලිපේ),சண்டிலிப்பாய்,LK4109,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4112,4112,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4112,Valikamam North (Thllippalai),වලිකාමම් උතුර (තෙල්ලිපලෛයි),தெல்லிப்பழை,LK4112,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4115,4115,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4115,Valikamam South (Uduvil),වලිකාමම් දකුණ (උඩුවිල),உடுவில்,LK4115,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4118,4118,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4118,Valikamam East (Kopay),වලිකාමම් නැගෙනහිර (කෝපායි),கோப்பாய்,LK4118,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4121,4121,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4121,Vadamaradchchi South-West (Karaveddy),වඩමාරච්චි නිරිත (කරවෙඩ්ඩිය),கரவெட்டி,LK4121,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4124,4124,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4124,Vadamaradchchi East,වඩමාරච්චි නැගෙනහිර,மருதங்கேணி,LK4124,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4127,4127,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4127,Vadamaradchi North (Point Pedro),වඩමාරච්චි උතුර (පේදුරු තුඩුව),பருத்தித்துறை,LK4127,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4130,4130,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4130,Thenmaradchi (Chavakachcheri),තේන්මාරච්චි (ජාවකච්චේරි),சாவகச்சேரி,LK4130,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4133,4133,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4133,Nallur,නල්ලූර්,நல்லூர்,LK4133,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4136,4136,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4136,Jaffna,යාපනය,யாழ்ப்பாணம்,LK4136,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4139,4139,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4139,Islands South (Velanai),දුපත දකුණ (වෙලනයි),வேலணை,LK4139,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4142,4142,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:41,1603:45:16:144:3:4142,Delft,ඩෙල්ෆ්,நெடுந்தீவு,LK4142,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4203,4203,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:42,1603:45:16:144:3:4203,Mannar Town,මන්නාරම නගර,மன்னார் நகரம்,LK4203,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4206,4206,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:42,1603:45:16:144:3:4206,Manthai West,මාන්තෛ බටහිර,மாந்தை மேற்கு,LK4206,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4209,4209,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:42,1603:45:16:144:3:4209,Madhu,මඩු,மடு,LK4209,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4212,4212,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:42,1603:45:16:144:3:4212,Nanaddan,නානාට්ටාන්,நானாட்டான்,LK4212,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4215,4215,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:42,1603:45:16:144:3:4215,Musali,මූසාලේ,முசலி,LK4215,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4303,4303,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:43,1603:45:16:144:3:4303,Vavuniya North,වවුනියාව උතුර,வவுனியா வடக்கு,LK4303,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4306,4306,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:43,1603:45:16:144:3:4306,Vavuniya South,වවුනියාව දකුණ,வவுனியா தெற்கு,LK4306,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4309,4309,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:43,1603:45:16:144:3:4309,Vavuniya,වවුනියාව,வவுனியா,LK4309,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4312,4312,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:43,1603:45:16:144:3:4312,Vengalacheddikulam,වෙන්ගලචෙඩ්ඩිකුලම,வெங்கலச்செட்டிக்குளம்,LK4312,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4403,4403,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:44,1603:45:16:144:3:4403,Thunukkai,තුනුක්‌කායි,துணுக்காய்,LK4403,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4406,4406,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:44,1603:45:16:144:3:4406,Manthai East,මාන්තේ නැගෙනහිර,மாந்தை கிழக்கு,LK4406,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4409,4409,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:44,1603:45:16:144:3:4409,Puthukkudiyiruppu,පුදුකුඩිඉරිප්පු,புதுக்குடியிருப்பு,LK4409,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4412,4412,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:44,1603:45:16:144:3:4412,Oddusuddan,ඔඩ්ඩුසුඩාන්,ஒட்டுசுட்டான்,LK4412,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4415,4415,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:44,1603:45:16:144:3:4415,Maritimepattu,මුහුදුබඩපත්තුව,கரைதுறைப்பற்று,LK4415,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4418,4418,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:44,1603:45:16:144:3:4418,Welioya,වැලි ඔය,மனல் ஆரு,LK4418,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4503,4503,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:45,1603:45:16:144:3:4503,Pachchilaipalli,පලෙයි (පච්චිලේපලෙයි),பச்சிலைப்பள்ளி,LK4503,,,,,,,,Kilinochchi,කිලිනොච්චි දිස්ත්‍රික්කය,கிளிநொச்சி மாவட்டம்,LK45,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
