#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:792:2:43005,43005,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43005,Dumlupinar,Dumlupinar,TR043005,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43006,43006,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43006,Emet,Emet,TR043006,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43007,43007,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43007,Gediz,Gediz,TR043007,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43008,43008,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43008,Hisarcik,Hisarcik,TR043008,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43009,43009,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43009,Kutahya,Kütahya,TR043009,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43010,43010,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43010,Pazarlar,Pazarlar,TR043010,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43011,43011,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43011,Simav,Simav,TR043011,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43012,43012,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43012,Saphane,Şaphane,TR043012,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43013,43013,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43013,Tavsanli,Tavşanli,TR043013,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44001,44001,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44001,Akcadag,Akçadağ,TR044001,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44002,44002,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44002,Arapgir,Arapgir,TR044002,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44003,44003,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44003,Arguvan,Arguvan,TR044003,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44004,44004,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44004,Battalgazi,Battalgazi,TR044004,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44005,44005,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44005,Darende,Darende,TR044005,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44006,44006,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44006,Dogansehir,Doğanşehir,TR044006,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44007,44007,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44007,Doganyol,Doğanyol,TR044007,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44008,44008,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44008,Hekimhan,Hekimhan,TR044008,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44009,44009,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44009,Kale,Kale,TR044009,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44010,44010,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44010,Kuluncak,Kuluncak,TR044010,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44011,44011,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44011,Puturge,Pütürge,TR044011,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44012,44012,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44012,Yazihan,Yazihan,TR044012,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:44013,44013,1603:45:16:792:0,1603:45:16:792:1:44,1603:45:16:792:2:44013,Yesilyurt,Yeşilyurt,TR044013,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45001,45001,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45001,Ahmetli,Ahmetli,TR045001,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45002,45002,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45002,Akhisar,Akhisar,TR045002,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45003,45003,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45003,Alasehir,Alaşehir,TR045003,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45004,45004,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45004,Demirci,Demirci,TR045004,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45005,45005,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45005,Golmarmara,Gölmarmara,TR045005,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45006,45006,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45006,Gordes,Gördes,TR045006,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45007,45007,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45007,Kirkagac,Kirkağaç,TR045007,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45008,45008,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45008,Koprubasi,Köprübaşi,TR045008,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45009,45009,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45009,Kula,Kula,TR045009,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45010,45010,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45010,Salihli,Salihli,TR045010,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45011,45011,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45011,Sarigol,Sarigöl,TR045011,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45012,45012,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45012,Saruhanli,Saruhanli,TR045012,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45013,45013,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45013,Selendi,Selendi,TR045013,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45014,45014,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45014,Soma,Soma,TR045014,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45015,45015,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45015,Sehzadeler,Şehzadeler,TR045015,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45016,45016,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45016,Turgutlu,Turgutlu,TR045016,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:45017,45017,1603:45:16:792:0,1603:45:16:792:1:45,1603:45:16:792:2:45017,Yunusemre,Yunusemre,TR045017,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46001,46001,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46001,Afsin,Afşin,TR046001,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46002,46002,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46002,Andirin,Andirin,TR046002,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46003,46003,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46003,Caglayancerit,Çağlayancerit,TR046003,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46004,46004,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46004,Dulkadiroglu,Dulkadiroğlu,TR046004,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46005,46005,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46005,Ekinozu,Ekinözü,TR046005,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46006,46006,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46006,Elbistan,Elbistan,TR046006,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46007,46007,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46007,Goksun,Göksun,TR046007,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46008,46008,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46008,Nurhak,Nurhak,TR046008,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46009,46009,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46009,Onikisubat,Onikişubat,TR046009,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46010,46010,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46010,Pazarcik,Pazarcik,TR046010,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:46011,46011,1603:45:16:792:0,1603:45:16:792:1:46,1603:45:16:792:2:46011,Turkoglu,Türkoğlu,TR046011,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47001,47001,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47001,Artuklu,Artuklu,TR047001,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47002,47002,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47002,Dargecit,Dargeçit,TR047002,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47003,47003,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47003,Derik,Derik,TR047003,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47004,47004,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47004,Kiziltepe,Kiziltepe,TR047004,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47005,47005,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47005,Mazidagi,Mazidaği,TR047005,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47006,47006,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47006,Midyat,Midyat,TR047006,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47007,47007,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47007,Nusaybin,Nusaybin,TR047007,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47008,47008,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47008,Omerli,Ömerli,TR047008,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47009,47009,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47009,Savur,Savur,TR047009,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:47010,47010,1603:45:16:792:0,1603:45:16:792:1:47,1603:45:16:792:2:47010,Yesilli,Yeşilli,TR047010,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48001,48001,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48001,Bodrum,Bodrum,TR048001,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48002,48002,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48002,Dalaman,Dalaman,TR048002,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48003,48003,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48003,Datca,Datça,TR048003,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48004,48004,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48004,Fethiye,Fethiye,TR048004,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48005,48005,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48005,Kavaklidere,Kavaklidere,TR048005,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48006,48006,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48006,Koycegiz,Köyceğiz,TR048006,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48007,48007,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48007,Marmaris,Marmaris,TR048007,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48008,48008,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48008,Mentese,Menteşe,TR048008,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48009,48009,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48009,Milas,Milas,TR048009,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48010,48010,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48010,Ortaca,Ortaca,TR048010,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48011,48011,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48011,Seydikemer,Seydikemer,TR048011,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48012,48012,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48012,Ula,Ula,TR048012,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:48013,48013,1603:45:16:792:0,1603:45:16:792:1:48,1603:45:16:792:2:48013,Yatagan,Yatağan,TR048013,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:49001,49001,1603:45:16:792:0,1603:45:16:792:1:49,1603:45:16:792:2:49001,Bulanik,Bulanik,TR049001,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:49002,49002,1603:45:16:792:0,1603:45:16:792:1:49,1603:45:16:792:2:49002,Haskoy,Hasköy,TR049002,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:49003,49003,1603:45:16:792:0,1603:45:16:792:1:49,1603:45:16:792:2:49003,Korkut,Korkut,TR049003,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:49004,49004,1603:45:16:792:0,1603:45:16:792:1:49,1603:45:16:792:2:49004,Malazgirt,Malazgirt,TR049004,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:49005,49005,1603:45:16:792:0,1603:45:16:792:1:49,1603:45:16:792:2:49005,Mus,Muş,TR049005,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:49006,49006,1603:45:16:792:0,1603:45:16:792:1:49,1603:45:16:792:2:49006,Varto,Varto,TR049006,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50001,50001,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50001,Acigol,Acigöl,TR050001,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50002,50002,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50002,Avanos,Avanos,TR050002,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50003,50003,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50003,Derinkuyu,Derinkuyu,TR050003,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50004,50004,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50004,Gulsehir,Gülşehir,TR050004,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50005,50005,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50005,Hacibektas,Hacibektaş,TR050005,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50006,50006,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50006,Kozakli,Kozakli,TR050006,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50007,50007,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50007,Nevsehir,Nevşehir,TR050007,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:50008,50008,1603:45:16:792:0,1603:45:16:792:1:50,1603:45:16:792:2:50008,Urgup,Ürgüp,TR050008,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:51001,51001,1603:45:16:792:0,1603:45:16:792:1:51,1603:45:16:792:2:51001,Altunhisar,Altunhisar,TR051001,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:51002,51002,1603:45:16:792:0,1603:45:16:792:1:51,1603:45:16:792:2:51002,Bor,Bor,TR051002,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:51003,51003,1603:45:16:792:0,1603:45:16:792:1:51,1603:45:16:792:2:51003,Camardi,Çamardi,TR051003,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:51004,51004,1603:45:16:792:0,1603:45:16:792:1:51,1603:45:16:792:2:51004,Ciftlik,Çiftlik,TR051004,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:51005,51005,1603:45:16:792:0,1603:45:16:792:1:51,1603:45:16:792:2:51005,Nigde,Niğde,TR051005,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:51006,51006,1603:45:16:792:0,1603:45:16:792:1:51,1603:45:16:792:2:51006,Ulukisla,Ulukişla,TR051006,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52001,52001,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52001,Akkus,Akkuş,TR052001,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52002,52002,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52002,Altinordu,Altinordu,TR052002,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52003,52003,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52003,Aybasti,Aybasti,TR052003,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52004,52004,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52004,Camas,Çamaş,TR052004,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52005,52005,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52005,Catalpinar,Çatalpinar,TR052005,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52006,52006,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52006,Caybasi,Çaybaşi,TR052006,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52007,52007,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52007,Fatsa,Fatsa,TR052007,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52008,52008,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52008,Golkoy,Gölköy,TR052008,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52009,52009,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52009,Gulyali,Gülyali,TR052009,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52010,52010,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52010,Gurgentepe,Gürgentepe,TR052010,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52011,52011,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52011,Ikizce,Ikizce,TR052011,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52012,52012,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52012,Kabaduz,Kabadüz,TR052012,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52013,52013,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52013,Kabatas,Kabataş,TR052013,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52014,52014,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52014,Korgan,Korgan,TR052014,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:52015,52015,1603:45:16:792:0,1603:45:16:792:1:52,1603:45:16:792:2:52015,Kumru,Kumru,TR052015,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
