#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:792:2:35029,35029,1603:45:16:792:0,1603:45:16:792:1:35,1603:45:16:792:2:35029,Torbali,Torbali,TR035029,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:35030,35030,1603:45:16:792:0,1603:45:16:792:1:35,1603:45:16:792:2:35030,Urla,Urla,TR035030,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36001,36001,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36001,Akyaka,Akyaka,TR036001,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36002,36002,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36002,Arpacay,Arpaçay,TR036002,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36003,36003,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36003,Digor,Digor,TR036003,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36004,36004,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36004,Kagizman,Kağizman,TR036004,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36005,36005,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36005,Kars,Kars,TR036005,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36006,36006,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36006,Sarikamis,Sarikamiş,TR036006,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36007,36007,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36007,Selim,Selim,TR036007,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:36008,36008,1603:45:16:792:0,1603:45:16:792:1:36,1603:45:16:792:2:36008,Susuz,Susuz,TR036008,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37001,37001,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37001,Abana,Abana,TR037001,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37002,37002,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37002,Agli,Ağli,TR037002,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37003,37003,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37003,Arac,Araç,TR037003,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37004,37004,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37004,Azdavay,Azdavay,TR037004,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37005,37005,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37005,Bozkurt,Bozkurt,TR037005,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37006,37006,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37006,Cide,Cide,TR037006,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37007,37007,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37007,Catalzeytin,Çatalzeytin,TR037007,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37008,37008,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37008,Daday,Daday,TR037008,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37009,37009,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37009,Devrekani,Devrekani,TR037009,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37010,37010,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37010,Doganyurt,Doğanyurt,TR037010,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37011,37011,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37011,Hanonu,Hanönü,TR037011,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37012,37012,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37012,Ihsangazi,Ihsangazi,TR037012,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37013,37013,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37013,Inebolu,Inebolu,TR037013,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37014,37014,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37014,Kastamonu,Kastamonu,TR037014,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37015,37015,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37015,Kure,Küre,TR037015,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37016,37016,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37016,Pinarbasi,Pinarbaşi,TR037016,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37017,37017,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37017,Seydiler,Seydiler,TR037017,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37018,37018,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37018,Senpazar,Şenpazar,TR037018,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37019,37019,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37019,Taskopru,Taşköprü,TR037019,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:37020,37020,1603:45:16:792:0,1603:45:16:792:1:37,1603:45:16:792:2:37020,Tosya,Tosya,TR037020,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38001,38001,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38001,Akkisla,Akkişla,TR038001,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38002,38002,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38002,Bunyan,Bünyan,TR038002,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38003,38003,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38003,Develi,Develi,TR038003,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38004,38004,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38004,Felahiye,Felahiye,TR038004,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38005,38005,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38005,Hacilar,Hacilar,TR038005,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38006,38006,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38006,Incesu,Incesu,TR038006,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38007,38007,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38007,Kocasinan,Kocasinan,TR038007,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38008,38008,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38008,Melikgazi,Melikgazi,TR038008,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38009,38009,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38009,Ozvatan,Özvatan,TR038009,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38010,38010,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38010,Pinarbasi,Pinarbaşi,TR038010,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38011,38011,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38011,Sarioglan,Sarioğlan,TR038011,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38012,38012,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38012,Sariz,Sariz,TR038012,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38013,38013,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38013,Talas,Talas,TR038013,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38014,38014,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38014,Tomarza,Tomarza,TR038014,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38015,38015,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38015,Yahyali,Yahyali,TR038015,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:38016,38016,1603:45:16:792:0,1603:45:16:792:1:38,1603:45:16:792:2:38016,Yesilhisar,Yeşilhisar,TR038016,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39001,39001,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39001,Babaeski,Babaeski,TR039001,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39002,39002,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39002,Demirkoy,Demirköy,TR039002,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39003,39003,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39003,Kirklareli,Kirklareli,TR039003,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39004,39004,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39004,Kofcaz,Kofçaz,TR039004,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39005,39005,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39005,Luleburgaz,Lüleburgaz,TR039005,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39006,39006,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39006,Pehlivankoy,Pehlivanköy,TR039006,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39007,39007,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39007,Pinarhisar,Pinarhisar,TR039007,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:39008,39008,1603:45:16:792:0,1603:45:16:792:1:39,1603:45:16:792:2:39008,Vize,Vize,TR039008,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:40001,40001,1603:45:16:792:0,1603:45:16:792:1:40,1603:45:16:792:2:40001,Akcakent,Akçakent,TR040001,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:40002,40002,1603:45:16:792:0,1603:45:16:792:1:40,1603:45:16:792:2:40002,Akpinar,Akpinar,TR040002,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:40003,40003,1603:45:16:792:0,1603:45:16:792:1:40,1603:45:16:792:2:40003,Boztepe,Boztepe,TR040003,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:40004,40004,1603:45:16:792:0,1603:45:16:792:1:40,1603:45:16:792:2:40004,Cicekdagi,Çiçekdaği,TR040004,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:40005,40005,1603:45:16:792:0,1603:45:16:792:1:40,1603:45:16:792:2:40005,Kaman,Kaman,TR040005,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:40006,40006,1603:45:16:792:0,1603:45:16:792:1:40,1603:45:16:792:2:40006,Kirsehir,Kirşehir,TR040006,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:40007,40007,1603:45:16:792:0,1603:45:16:792:1:40,1603:45:16:792:2:40007,Mucur,Mucur,TR040007,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41001,41001,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41001,Basiskele,Başiskele,TR041001,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41002,41002,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41002,Cayirova,Çayirova,TR041002,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41003,41003,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41003,Darica,Darica,TR041003,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41004,41004,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41004,Derince,Derince,TR041004,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41005,41005,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41005,Dilovasi,Dilovasi,TR041005,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41006,41006,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41006,Gebze,Gebze,TR041006,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41007,41007,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41007,Golcuk,Gölcük,TR041007,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41008,41008,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41008,Izmit,Izmit,TR041008,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41009,41009,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41009,Kandira,Kandira,TR041009,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41010,41010,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41010,Karamursel,Karamürsel,TR041010,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41011,41011,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41011,Kartepe,Kartepe,TR041011,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:41012,41012,1603:45:16:792:0,1603:45:16:792:1:41,1603:45:16:792:2:41012,Korfez,Körfez,TR041012,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42001,42001,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42001,Ahirli,Ahirli,TR042001,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42002,42002,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42002,Akoren,Akören,TR042002,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42003,42003,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42003,Aksehir,Akşehir,TR042003,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42004,42004,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42004,Altinekin,Altinekin,TR042004,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42005,42005,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42005,Beysehir,Beyşehir,TR042005,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42006,42006,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42006,Bozkir,Bozkir,TR042006,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42007,42007,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42007,Cihanbeyli,Cihanbeyli,TR042007,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42008,42008,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42008,Celtik,Çeltik,TR042008,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42009,42009,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42009,Cumra,Çumra,TR042009,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42010,42010,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42010,Derbent,Derbent,TR042010,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42011,42011,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42011,Derebucak,Derebucak,TR042011,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42012,42012,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42012,Doganhisar,Doğanhisar,TR042012,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42013,42013,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42013,Emirgazi,Emirgazi,TR042013,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42014,42014,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42014,Eregli,Ereğli,TR042014,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42015,42015,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42015,Guneysinir,Güneysinir,TR042015,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42016,42016,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42016,Hadim,Hadim,TR042016,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42017,42017,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42017,Halkapinar,Halkapinar,TR042017,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42018,42018,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42018,Huyuk,Hüyük,TR042018,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42019,42019,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42019,Ilgin,Ilgin,TR042019,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42020,42020,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42020,Kadinhani,Kadinhani,TR042020,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42021,42021,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42021,Karapinar,Karapinar,TR042021,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42022,42022,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42022,Karatay,Karatay,TR042022,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42023,42023,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42023,Kulu,Kulu,TR042023,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42024,42024,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42024,Meram,Meram,TR042024,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42025,42025,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42025,Sarayonu,Sarayönü,TR042025,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42026,42026,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42026,Selcuklu,Selçuklu,TR042026,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42027,42027,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42027,Seydisehir,Seydişehir,TR042027,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42028,42028,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42028,Taskent,Taşkent,TR042028,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42029,42029,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42029,Tuzlukcu,Tuzlukçu,TR042029,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42030,42030,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42030,Yalihuyuk,Yalihüyük,TR042030,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:42031,42031,1603:45:16:792:0,1603:45:16:792:1:42,1603:45:16:792:2:42031,Yunak,Yunak,TR042031,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43001,43001,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43001,Altintas,Altintaş,TR043001,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43002,43002,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43002,Aslanapa,Aslanapa,TR043002,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43003,43003,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43003,Cavdarhisar,Çavdarhisar,TR043003,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:43004,43004,1603:45:16:792:0,1603:45:16:792:1:43,1603:45:16:792:2:43004,Domanic,Domaniç,TR043004,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
