#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:72:3:120504,120504,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120504,Nkange,BW120504,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120505,120505,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120505,Senete,BW120505,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120506,120506,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120506,Changate,BW120506,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120507,120507,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120507,Tutume,BW120507,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120508,120508,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120508,Matobo,BW120508,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120509,120509,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120509,Goshwe,BW120509,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120510,120510,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120510,Mosetse,BW120510,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120511,120511,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120511,Nswazwi,BW120511,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120512,120512,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120512,Nshakashokwe,BW120512,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120513,120513,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120513,Sebina,BW120513,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120514,120514,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120514,Marobela,BW120514,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120515,120515,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120515,Mathangwane,BW120515,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120516,120516,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120516,Marapong,BW120516,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120517,120517,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120517,Chadibe,BW120517,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120518,120518,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120518,Matsitama,BW120518,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120519,120519,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120519,Borolong,BW120519,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120520,120520,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120520,Dukwi,BW120520,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120521,120521,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120521,Mafongo/Hobona,BW120521,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120522,120522,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120522,Mokubilo,BW120522,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120523,120523,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120523,Tonota,BW120523,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120524,120524,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120524,Borotsi,BW120524,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120525,120525,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120525,Mandunyane,BW120525,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120526,120526,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120526,Natale,BW120526,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120527,120527,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120527,Shashe/Semotswane,BW120527,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120528,120528,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120528,Shashe-Mooke,BW120528,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120529,120529,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120529,Gweta,BW120529,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120530,120530,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120530,Zoroga,BW120530,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120531,120531,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120531,Lepashe,BW120531,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120532,120532,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120532,Mmanxotae,BW120532,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120533,120533,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120533,Sepako,BW120533,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120534,120534,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120534,Semitwe,BW120534,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120535,120535,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120535,Makobo,BW120535,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120536,120536,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120536,Mabesekwa,BW120536,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120537,120537,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120537,Jamataka,BW120537,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120538,120538,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120538,Tshokatshaa,BW120538,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120539,120539,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120539,Makuta,BW120539,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120540,120540,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120540,Maposa,BW120540,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120541,120541,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120541,Kutamogree,BW120541,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:120542,120542,1603:45:16:72:0,1603:45:16:72:1:12,1603:45:16:72:2:1205,1603:45:16:72:3:120542,Mmeya,BW120542,,,,Tutume,BW1205,Central,BW12,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130101,130101,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130101,Mbalambi,BW130101,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130102,130102,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130102,Gambule,BW130102,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130103,130103,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130103,Gulubane,BW130103,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130104,130104,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130104,Gungwe,BW130104,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130105,130105,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130105,Jackalas 1,BW130105,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130106,130106,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130106,Jackalas 2,BW130106,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130107,130107,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130107,Kalakamati,BW130107,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130108,130108,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130108,Letsholathebe,BW130108,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130109,130109,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130109,Makaleng,BW130109,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130110,130110,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130110,Mulambakwena,BW130110,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130111,130111,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130111,Mambo,BW130111,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130112,130112,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130112,Mapoka,BW130112,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130113,130113,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130113,Masingwaneng,BW130113,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130114,130114,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130114,Masunga,BW130114,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130115,130115,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130115,Matsiloje,BW130115,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130116,130116,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130116,Moroka,BW130116,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130117,130117,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130117,Mosojane,BW130117,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130118,130118,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130118,Nlakhwane,BW130118,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130119,130119,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130119,Ramokgwebana,BW130119,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130120,130120,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130120,Sechele,BW130120,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130121,130121,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130121,Sekakangwe,BW130121,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130122,130122,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130122,Senyawe,BW130122,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130123,130123,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130123,Siviya,BW130123,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130124,130124,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130124,Tati Siding,BW130124,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130125,130125,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130125,Themashanga,BW130125,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130126,130126,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130126,Tsamaya,BW130126,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130127,130127,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130127,Tshesebe,BW130127,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130128,130128,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130128,Zwenshambe,BW130128,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130129,130129,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130129,Butale,BW130129,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130130,130130,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130130,Masukwane,BW130130,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130131,130131,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130131,Shashe Bridge,BW130131,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130132,130132,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130132,Matshelagabedi,BW130132,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130133,130133,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130133,Ditladi,BW130133,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130134,130134,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130134,Botalaote,BW130134,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130135,130135,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130135,Toteng,BW130135,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130136,130136,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130136,Matenge,BW130136,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130137,130137,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130137,Vukwi,BW130137,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130138,130138,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130138,Pole,BW130138,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130139,130139,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130139,Kgari,BW130139,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130140,130140,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130140,Mowana,BW130140,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130141,130141,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130141,Mabudzane,BW130141,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130142,130142,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130142,Matopi,BW130142,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130143,130143,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130143,Patayamatebele,BW130143,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130144,130144,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130144,Haskins Farm,BW130144,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:130145,130145,1603:45:16:72:0,1603:45:16:72:1:13,1603:45:16:72:2:1301,1603:45:16:72:3:130145,Johannes Kachejohn,BW130145,,,,North East,BW1301,North East,BW13,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140101,140101,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140101,Maun,BW140101,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140102,140102,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140102,Makalamabedi,BW140102,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140103,140103,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140103,Shorobe,BW140103,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140104,140104,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140104,Toteng,BW140104,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140105,140105,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140105,Tsao,BW140105,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140106,140106,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140106,Sehithwa,BW140106,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140107,140107,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140107,Kareng,BW140107,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140108,140108,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140108,Matsaudi/Sakapnae,BW140108,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140109,140109,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140109,Matlapana,BW140109,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140110,140110,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140110,Phuduhudu,BW140110,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140111,140111,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140111,Komana,BW140111,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140112,140112,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140112,Sankuyo,BW140112,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140113,140113,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140113,Mababe,BW140113,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140114,140114,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140114,Chanoga,BW140114,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140115,140115,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140115,Bodibeng,BW140115,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140116,140116,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140116,Botlhatlogo,BW140116,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140117,140117,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140117,Semboyo,BW140117,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140118,140118,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140118,Kgakge/Makakung,BW140118,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140119,140119,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1401,1603:45:16:72:3:140119,Habu,BW140119,,,,Ngamiland East,BW1401,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140201,140201,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140201,Seronga,BW140201,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140202,140202,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140202,Ngarange,BW140202,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140203,140203,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140203,Beetsha,BW140203,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
