#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:854:3:520105,520105,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5201,1603:45:16:854:3:520105,Mani,BF520105,,,,Gnagna,BF5201,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520106,520106,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5201,1603:45:16:854:3:520106,Piéla,BF520106,Piela,,,Gnagna,BF5201,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520107,520107,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5201,1603:45:16:854:3:520107,Thion,BF520107,,,,Gnagna,BF5201,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520201,520201,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5202,1603:45:16:854:3:520201,Diabo,BF520201,,,,Gourma,BF5202,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520202,520202,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5202,1603:45:16:854:3:520202,Diapangou,BF520202,,,,Gourma,BF5202,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520203,520203,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5202,1603:45:16:854:3:520203,Fada-Ngourma,BF520203,,,,Gourma,BF5202,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520204,520204,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5202,1603:45:16:854:3:520204,Matiakoali,BF520204,,,,Gourma,BF5202,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520205,520205,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5202,1603:45:16:854:3:520205,Tibga,BF520205,,,,Gourma,BF5202,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520206,520206,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5202,1603:45:16:854:3:520206,Yamba,BF520206,,,,Gourma,BF5202,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520301,520301,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5203,1603:45:16:854:3:520301,Bartiébougou,BF520301,Bartiebougou,,,Komandjari,BF5203,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520302,520302,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5203,1603:45:16:854:3:520302,Foutouri,BF520302,,,,Komandjari,BF5203,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520303,520303,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5203,1603:45:16:854:3:520303,Gayéri,BF520303,Gayeri,,,Komandjari,BF5203,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520401,520401,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5204,1603:45:16:854:3:520401,Kompienga,BF520401,,,,Kompienga,BF5204,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520402,520402,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5204,1603:45:16:854:3:520402,Madjoari,BF520402,,,,Kompienga,BF5204,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520403,520403,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5204,1603:45:16:854:3:520403,Pama,BF520403,,,,Kompienga,BF5204,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520501,520501,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520501,Botou,BF520501,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520502,520502,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520502,Diapaga,BF520502,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520503,520503,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520503,Kantchari,BF520503,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520504,520504,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520504,Lôgbou,BF520504,Logbou,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520505,520505,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520505,Namouno,BF520505,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520506,520506,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520506,Partiaga,BF520506,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520507,520507,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520507,Tambaga,BF520507,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520508,520508,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5205,1603:45:16:854:3:520508,Tansarga,BF520508,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530101,530101,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530101,Bama,BF530101,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530102,530102,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530102,Bobo-Dioulasso,BF530102,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530103,530103,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530103,Dandé,BF530103,Dande,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530104,530104,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530104,Faramana,BF530104,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530105,530105,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530105,Fo,BF530105,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530106,530106,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530106,Karangasso-Sambla,BF530106,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530107,530107,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530107,Karangasso-Vigué,BF530107,Karangasso-Vigue,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530108,530108,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530108,Koundougou,BF530108,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530109,530109,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530109,Lèna,BF530109,Lena,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530110,530110,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530110,Padéma,BF530110,Padema,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530111,530111,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530111,Péni,BF530111,Peni,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530112,530112,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530112,Satiri,BF530112,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530113,530113,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5301,1603:45:16:854:3:530113,Toussiana,BF530113,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530201,530201,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530201,Banzon,BF530201,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530202,530202,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530202,Djigouèra,BF530202,Djigouera,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530203,530203,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530203,Kangala,BF530203,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530204,530204,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530204,Kayan,BF530204,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530205,530205,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530205,Kôlôkô,BF530205,Koloko,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530206,530206,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530206,Kourinion,BF530206,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530207,530207,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530207,Kourouma,BF530207,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530208,530208,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530208,Morlaba,BF530208,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530209,530209,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530209,Ndôrôla,BF530209,Ndorola,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530210,530210,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530210,Orodara,BF530210,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530211,530211,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530211,Samôgôyiri,BF530211,Samogoyiri,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530212,530212,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530212,Samôgôgouan,BF530212,Samogogouan,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530213,530213,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5302,1603:45:16:854:3:530213,Sindo,BF530213,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530301,530301,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5303,1603:45:16:854:3:530301,Békui,BF530301,Bekui,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530302,530302,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5303,1603:45:16:854:3:530302,Béréba,BF530302,Bereba,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530303,530303,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5303,1603:45:16:854:3:530303,Boni,BF530303,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530304,530304,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5303,1603:45:16:854:3:530304,Founzan,BF530304,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530305,530305,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5303,1603:45:16:854:3:530305,Houndé,BF530305,Hounde,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530306,530306,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5303,1603:45:16:854:3:530306,Koti,BF530306,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:530307,530307,1603:45:16:854:0,1603:45:16:854:1:53,1603:45:16:854:2:5303,1603:45:16:854:3:530307,Koumbia,BF530307,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540101,540101,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5401,1603:45:16:854:3:540101,Bahn,BF540101,,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540102,540102,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5401,1603:45:16:854:3:540102,Ouindigui,BF540102,,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540103,540103,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5401,1603:45:16:854:3:540103,Sollé,BF540103,Solle,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540104,540104,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5401,1603:45:16:854:3:540104,Titao,BF540104,,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540201,540201,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540201,Arbollé,BF540201,Arbolle,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540202,540202,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540202,Bagaré,BF540202,Bagare,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540204,540204,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540204,Boken,BF540204,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540205,540205,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540205,Gomponsom,BF540205,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540206,540206,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540206,Kirsi,BF540206,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540207,540207,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540207,La-Toden,BF540207,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540208,540208,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540208,Pilimpikou,BF540208,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540209,540209,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540209,Samba,BF540209,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540210,540210,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5402,1603:45:16:854:3:540210,Yako,BF540210,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540301,540301,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540301,Barga,BF540301,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540302,540302,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540302,Kaïn,BF540302,Kain,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540303,540303,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540303,Kalsaka,BF540303,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540304,540304,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540304,Kossouka,BF540304,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540305,540305,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540305,Koumbri,BF540305,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540306,540306,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540306,Namissiguima,BF540306,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540307,540307,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540307,Ouahigouya,BF540307,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540308,540308,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540308,Oula,BF540308,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540309,540309,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540309,Rambo,BF540309,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540310,540310,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540310,Senguènèga,BF540310,Senguenega,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540311,540311,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540311,Tangaye,BF540311,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540312,540312,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540312,Thiou,BF540312,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540313,540313,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5403,1603:45:16:854:3:540313,Zogoré,BF540313,Zogore,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540401,540401,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5404,1603:45:16:854:3:540401,Bassi,BF540401,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540402,540402,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5404,1603:45:16:854:3:540402,Boussou,BF540402,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540403,540403,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5404,1603:45:16:854:3:540403,Goursi,BF540403,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540404,540404,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5404,1603:45:16:854:3:540404,Lèba,BF540404,Leba,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:540405,540405,1603:45:16:854:0,1603:45:16:854:1:54,1603:45:16:854:2:5404,1603:45:16:854:3:540405,Tougo,BF540405,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550101,550101,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550101,Boudri,BF550101,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550102,550102,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550102,Kogho,BF550102,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550103,550103,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550103,Mégué,BF550103,Megue,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550104,550104,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550104,Môgtédo,BF550104,Mogtedo,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550105,550105,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550105,Saolgo,BF550105,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550106,550106,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550106,Zam,BF550106,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550107,550107,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550107,Zôrgho,BF550107,Zorgho,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550108,550108,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5501,1603:45:16:854:3:550108,Zoungou,BF550108,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550201,550201,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5502,1603:45:16:854:3:550201,Boussé,BF550201,Bousse,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550202,550202,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5502,1603:45:16:854:3:550202,Laye,BF550202,,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550203,550203,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5502,1603:45:16:854:3:550203,Niou,BF550203,,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550204,550204,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5502,1603:45:16:854:3:550204,Sourgoubila,BF550204,,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:550205,550205,1603:45:16:854:0,1603:45:16:854:1:55,1603:45:16:854:2:5502,1603:45:16:854:3:550205,Toèguen,BF550205,Toeguen,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
