#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:152:3:9201,9201,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9201,Angol,CL09201,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9202,9202,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9202,Collipulli,CL09202,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9203,9203,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9203,Curacautín,CL09203,Curacautin,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9204,9204,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9204,Ercilla,CL09204,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9205,9205,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9205,Lonquimay,CL09205,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9206,9206,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9206,Los Sauces,CL09206,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9207,9207,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9207,Lumaco,CL09207,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9208,9208,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9208,Purén,CL09208,Puren,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9209,9209,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9209,Renaico,CL09209,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9210,9210,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9210,Traiguén,CL09210,Traiguen,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:9211,9211,1603:45:16:152:0,1603:45:16:152:1:9,1603:45:16:152:2:92,1603:45:16:152:3:9211,Victoria,CL09211,,,,Malleco,CL092,Región de La Araucanía,CL09,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10101,10101,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10101,Puerto Montt,CL10101,,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10102,10102,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10102,Calbuco,CL10102,,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10103,10103,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10103,Cochamó,CL10103,Cochamo,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10104,10104,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10104,Fresia,CL10104,,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10105,10105,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10105,Frutillar,CL10105,,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10106,10106,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10106,Los Muermos,CL10106,,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10107,10107,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10107,Llanquihue,CL10107,,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10108,10108,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10108,Maullín,CL10108,Maullin,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10109,10109,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:101,1603:45:16:152:3:10109,Puerto Varas,CL10109,,,,Llanquihue,CL101,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10201,10201,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10201,Castro,CL10201,,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10202,10202,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10202,Ancud,CL10202,,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10203,10203,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10203,Chonchi,CL10203,,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10204,10204,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10204,Curaco de Vélez,CL10204,Curaco de Velez,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10205,10205,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10205,Dalcahue,CL10205,,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10206,10206,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10206,Puqueldón,CL10206,Puqueldon,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10207,10207,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10207,Queilén,CL10207,Queilen,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10208,10208,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10208,Quellón,CL10208,Quellon,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10209,10209,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10209,Quemchi,CL10209,,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10210,10210,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:102,1603:45:16:152:3:10210,Quinchao,CL10210,,,,Chiloe,CL102,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10301,10301,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:103,1603:45:16:152:3:10301,Osorno,CL10301,,,,Osorno,CL103,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10302,10302,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:103,1603:45:16:152:3:10302,Puerto Octay,CL10302,,,,Osorno,CL103,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10303,10303,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:103,1603:45:16:152:3:10303,Purranque,CL10303,,,,Osorno,CL103,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10304,10304,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:103,1603:45:16:152:3:10304,Puyehue,CL10304,,,,Osorno,CL103,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10305,10305,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:103,1603:45:16:152:3:10305,Río Negro,CL10305,Rio Negro,,,Osorno,CL103,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10306,10306,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:103,1603:45:16:152:3:10306,San Juan de la Costa,CL10306,,,,Osorno,CL103,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10307,10307,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:103,1603:45:16:152:3:10307,San Pablo,CL10307,,,,Osorno,CL103,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10401,10401,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:104,1603:45:16:152:3:10401,Chaitén,CL10401,Chaiten,,,Palena,CL104,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10402,10402,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:104,1603:45:16:152:3:10402,Futaleufú,CL10402,Futaleufu,,,Palena,CL104,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10403,10403,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:104,1603:45:16:152:3:10403,Hualaihué,CL10403,Hualaihue,,,Palena,CL104,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:10404,10404,1603:45:16:152:0,1603:45:16:152:1:10,1603:45:16:152:2:104,1603:45:16:152:3:10404,Palena,CL10404,,,,Palena,CL104,Región de Los Lagos,CL10,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11101,11101,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:111,1603:45:16:152:3:11101,Coyhaique,CL11101,,,,Coyhaique,CL111,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11102,11102,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:111,1603:45:16:152:3:11102,Lago Verde,CL11102,,,,Coyhaique,CL111,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11201,11201,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:112,1603:45:16:152:3:11201,Aysén,CL11201,Aysen,,,Aysén,CL112,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11202,11202,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:112,1603:45:16:152:3:11202,Cisnes,CL11202,,,,Aysén,CL112,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11203,11203,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:112,1603:45:16:152:3:11203,Guaitecas,CL11203,,,,Aysén,CL112,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11301,11301,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:113,1603:45:16:152:3:11301,Cochrane,CL11301,,,,Capitán Prat,CL113,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11302,11302,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:113,1603:45:16:152:3:11302,O'Higgins,CL11302,O Higgins,,,Capitán Prat,CL113,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11303,11303,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:113,1603:45:16:152:3:11303,Tortel,CL11303,,,,Capitán Prat,CL113,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11401,11401,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:114,1603:45:16:152:3:11401,Chile Chico,CL11401,,,,General Carrera,CL114,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:11402,11402,1603:45:16:152:0,1603:45:16:152:1:11,1603:45:16:152:2:114,1603:45:16:152:3:11402,Río Ibáñez,CL11402,Rio Ibanez,,,General Carrera,CL114,Región de Aysén del Gral. Ibañez del Campo,CL11,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12101,12101,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:121,1603:45:16:152:3:12101,Punta Arenas,CL12101,,,,Magallanes,CL121,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12102,12102,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:121,1603:45:16:152:3:12102,Laguna Blanca,CL12102,,,,Magallanes,CL121,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12103,12103,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:121,1603:45:16:152:3:12103,Río Verde,CL12103,Rio Verde,,,Magallanes,CL121,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12104,12104,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:121,1603:45:16:152:3:12104,San Gregorio,CL12104,,,,Magallanes,CL121,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12201,12201,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:122,1603:45:16:152:3:12201,Cabo de Hornos,CL12201,,,,Antártica Chilena,CL122,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12301,12301,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:123,1603:45:16:152:3:12301,Porvenir,CL12301,Porvenir,,,Tierra del Fuego,CL123,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12302,12302,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:123,1603:45:16:152:3:12302,Primavera,CL12302,Primavera,,,Tierra del Fuego,CL123,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12303,12303,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:123,1603:45:16:152:3:12303,Timaukel,CL12303,,,,Tierra del Fuego,CL123,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12401,12401,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:124,1603:45:16:152:3:12401,Natales,CL12401,,,,Ultima Esperanza,CL124,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:12402,12402,1603:45:16:152:0,1603:45:16:152:1:12,1603:45:16:152:2:124,1603:45:16:152:3:12402,Torres del Paine,CL12402,,,,Ultima Esperanza,CL124,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13101,13101,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13101,Santiago,CL13101,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13102,13102,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13102,Cerrillos,CL13102,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13103,13103,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13103,Cerro Navia,CL13103,Cerro Navia,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13104,13104,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13104,Conchalí,CL13104,Conchali,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13105,13105,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13105,El Bosque,CL13105,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13106,13106,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13106,Estación Central,CL13106,Estacion Central,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13107,13107,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13107,Huechuraba,CL13107,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13108,13108,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13108,Independencia,CL13108,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13109,13109,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13109,La Cisterna,CL13109,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13110,13110,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13110,La Florida,CL13110,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13111,13111,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13111,La Granja,CL13111,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13112,13112,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13112,La Pintana,CL13112,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13113,13113,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13113,La Reina,CL13113,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13114,13114,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13114,Las Condes,CL13114,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13115,13115,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13115,Lo Barnechea,CL13115,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13116,13116,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13116,Lo Espejo,CL13116,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13117,13117,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13117,Lo Prado,CL13117,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13118,13118,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13118,Macul,CL13118,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13119,13119,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13119,Maipú,CL13119,Maipu,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13120,13120,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13120,Ñuñoa,CL13120,Nunoa,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13121,13121,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13121,Pedro Aguirre Cerda,CL13121,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13122,13122,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13122,Peñalolén,CL13122,Penalolen,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13123,13123,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13123,Providencia,CL13123,Providencia,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13124,13124,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13124,Pudahuel,CL13124,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13125,13125,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13125,Quilicura,CL13125,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13126,13126,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13126,Quinta Normal,CL13126,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13127,13127,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13127,Recoleta,CL13127,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13128,13128,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13128,Renca,CL13128,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13129,13129,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13129,San Joaquín,CL13129,San Joaquin,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13130,13130,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13130,San Miguel,CL13130,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13131,13131,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13131,San Ramón,CL13131,San Ramon,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13132,13132,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:131,1603:45:16:152:3:13132,Vitacura,CL13132,,,,Santiago,CL131,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13201,13201,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:132,1603:45:16:152:3:13201,Puente Alto,CL13201,,,,Cordillera,CL132,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13202,13202,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:132,1603:45:16:152:3:13202,Pirque,CL13202,,,,Cordillera,CL132,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13203,13203,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:132,1603:45:16:152:3:13203,San José de Maipo,CL13203,San Jose de Maipo,,,Cordillera,CL132,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13301,13301,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:133,1603:45:16:152:3:13301,Colina,CL13301,,,,Chacabuco,CL133,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13302,13302,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:133,1603:45:16:152:3:13302,Lampa,CL13302,,,,Chacabuco,CL133,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
