#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:450:4:42409131011,42409131011,Ambalakitata,MG42409131011,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131012,42409131012,Ambodimanga,MG42409131012,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131013,42409131013,Amboangy,MG42409131013,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131014,42409131014,Andohamboay,MG42409131014,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132001,42409132001,Maevaranohely I,MG42409132001,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132002,42409132002,Ankoby I,MG42409132002,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132003,42409132003,Ankoby II,MG42409132003,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132004,42409132004,Ankisompy,MG42409132004,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132005,42409132005,Tsaramandroso,MG42409132005,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132006,42409132006,Ampombinivango,MG42409132006,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132007,42409132007,Sinjeny,MG42409132007,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132008,42409132008,Bilomano,MG42409132008,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132009,42409132009,Maevaranohely II,MG42409132009,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132010,42409132010,Mandrimandria,MG42409132010,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132011,42409132011,Ankamay,MG42409132011,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132012,42409132012,Ambodimanga,MG42409132012,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409132013,42409132013,Ankinaka,MG42409132013,,,,Maevaranohely,MG42409132,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150001,42409150001,Marovato,MG42409150001,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150002,42409150002,Andromitsaka,MG42409150002,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150003,42409150003,Antsakay I,MG42409150003,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150004,42409150004,Antsakay II,MG42409150004,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150005,42409150005,Ankijanifotaka,MG42409150005,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150006,42409150006,Anantaka,MG42409150006,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150007,42409150007,Betsitindry,MG42409150007,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150008,42409150008,Antsirasira,MG42409150008,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150009,42409150009,Andongona,MG42409150009,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150010,42409150010,Maizina,MG42409150010,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150011,42409150011,Ambodimanga,MG42409150011,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150012,42409150012,Maromotso,MG42409150012,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150013,42409150013,Ampondrabe,MG42409150013,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150014,42409150014,Andrafiahely,MG42409150014,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150015,42409150015,Ampondravelona II,MG42409150015,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150016,42409150016,Ampondravelona I,MG42409150016,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150017,42409150017,Belalandana,MG42409150017,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409150018,42409150018,Sahalentina,MG42409150018,,,,Marovato,MG42409150,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171001,42409171001,Ambodimahabibo,MG42409171001,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171002,42409171002,Ampombovaloharona,MG42409171002,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171003,42409171003,Ankorakely,MG42409171003,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171004,42409171004,Ampondrahely,MG42409171004,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171005,42409171005,Tsarafotaka,MG42409171005,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171006,42409171006,Ambodimanary Sud,MG42409171006,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171007,42409171007,Antsahampanota,MG42409171007,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171008,42409171008,Antanimbaribe,MG42409171008,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171009,42409171009,Maromena,MG42409171009,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171010,42409171010,Ambodisatrana,MG42409171010,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171011,42409171011,Antanambaofaly,MG42409171011,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171012,42409171012,Ankijanibe,MG42409171012,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171013,42409171013,Antanambaovao Ihobaka,MG42409171013,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171014,42409171014,Antsaloana II,MG42409171014,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171015,42409171015,Antsaloana I,MG42409171015,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171016,42409171016,Ambararatabe I,MG42409171016,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171017,42409171017,Ambararatamafaika,MG42409171017,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171018,42409171018,Andranotsiritra,MG42409171018,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171019,42409171019,Anahidrano,MG42409171019,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409171020,42409171020,Antsakoambe,MG42409171020,,,,Ambodimahabibo,MG42409171,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172001,42409172001,Ambodivongo,MG42409172001,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172002,42409172002,Madiorano,MG42409172002,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172003,42409172003,Ambodiadabo,MG42409172003,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172004,42409172004,Andongona,MG42409172004,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172005,42409172005,Ampandrakely,MG42409172005,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172006,42409172006,Ambodimantalio,MG42409172006,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172007,42409172007,Vatobe,MG42409172007,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172008,42409172008,Tsarabanja,MG42409172008,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172009,42409172009,Ambodimanary I,MG42409172009,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409172010,42409172010,Antananambo,MG42409172010,,,,Ambodivongo,MG42409172,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190001,42409190001,Port Berge Taloha,MG42409190001,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190002,42409190002,Mahadera,MG42409190002,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190003,42409190003,Ambovomamy,MG42409190003,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190004,42409190004,Anahidrano II,MG42409190004,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190005,42409190005,Tsinjorano II,MG42409190005,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190006,42409190006,Besatramirina,MG42409190006,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190007,42409190007,Andribavontsona,MG42409190007,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190008,42409190008,Ambalavary,MG42409190008,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190009,42409190009,Ampombibe I,MG42409190009,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190010,42409190010,Antanankova,MG42409190010,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190011,42409190011,Labandy,MG42409190011,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190012,42409190012,Ampombibitika,MG42409190012,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409190013,42409190013,Ambario,MG42409190013,,,,Port Berge II,MG42409190,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010001,42410010001,Mandritsara Vaovao,MG42410010001,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010002,42410010002,Ambohimandroso,MG42410010002,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010003,42410010003,Antsahabe,MG42410010003,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010004,42410010004,Maroamboka,MG42410010004,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010005,42410010005,Andohomby Atsimo,MG42410010005,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010006,42410010006,Antanantsimihety,MG42410010006,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010007,42410010007,Ambalanantsotry,MG42410010007,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010008,42410010008,Mandritsara Ambony,MG42410010008,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010009,42410010009,Antanandrainivelo,MG42410010009,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010010,42410010010,Ambalabe,MG42410010010,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010011,42410010011,Ambohimahavelona,MG42410010011,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010012,42410010012,Ambalakompania,MG42410010012,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410010013,42410010013,Ampitatsimo,MG42410010013,,,,Mandritsara,MG42410010,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030001,42410030001,Andidimiady,MG42410030001,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030002,42410030002,Ambalavato,MG42410030002,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030003,42410030003,Andovondava,MG42410030003,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030004,42410030004,Antsahanibakoko,MG42410030004,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030005,42410030005,Andilamavo,MG42410030005,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030006,42410030006,Morarano,MG42410030006,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030007,42410030007,Andilatomendry,MG42410030007,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030008,42410030008,Maroandriana,MG42410030008,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030009,42410030009,Ambodisatrana Manjola,MG42410030009,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030010,42410030010,Ambodibonara I,MG42410030010,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030011,42410030011,Ambodimadiro Sud,MG42410030011,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410030012,42410030012,Antsiradrano,MG42410030012,,,,Antanandava,MG42410030,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050001,42410050001,Antsoha,MG42410050001,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050002,42410050002,Ambinanitelo,MG42410050002,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050003,42410050003,Ambohimarina Fango,MG42410050003,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050004,42410050004,Ambohimena Fango,MG42410050004,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050005,42410050005,Ambinany Fango,MG42410050005,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050006,42410050006,Tsaralalana,MG42410050006,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050007,42410050007,Ambodiamontana I,MG42410050007,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050008,42410050008,Antsatrana,MG42410050008,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050009,42410050009,Antsahameloka,MG42410050009,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050010,42410050010,Ambalasatrana,MG42410050010,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050011,42410050011,Ambohitsara Nord,MG42410050011,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050012,42410050012,Andilana,MG42410050012,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050013,42410050013,Andranohorefo,MG42410050013,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410050014,42410050014,Antanjano,MG42410050014,,,,Antsoha,MG42410050,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070001,42410070001,Tsaratanana,MG42410070001,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070002,42410070002,Ambohitsara Sud,MG42410070002,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070003,42410070003,Ambodimangahely,MG42410070003,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070004,42410070004,Ankady,MG42410070004,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070005,42410070005,Maitsomalaza,MG42410070005,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070006,42410070006,Ambalamadiro,MG42410070006,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070007,42410070007,Betampiana,MG42410070007,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070008,42410070008,Bevoay,MG42410070008,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070009,42410070009,Ankarahara,MG42410070009,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410070010,42410070010,Ambalaben'analalava,MG42410070010,,,,Tsaratanana,MG42410070,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410090001,42410090001,Kalandy,MG42410090001,,,,Kalandy,MG42410090,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410090002,42410090002,Ampandrana,MG42410090002,,,,Kalandy,MG42410090,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42410090003,42410090003,Antsatramalaza,MG42410090003,,,,Kalandy,MG42410090,Mandritsara,MG42410,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
