#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:450:4:42409031007,42409031007,Matsaborilemby,MG42409031007,,,,Ambanjabe,MG42409031,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409031008,42409031008,Manakana,MG42409031008,,,,Ambanjabe,MG42409031,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409031009,42409031009,Ampasimanera,MG42409031009,,,,Ambanjabe,MG42409031,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409031010,42409031010,Ambohimarina,MG42409031010,,,,Ambanjabe,MG42409031,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032001,42409032001,Tsaratanana I,MG42409032001,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032002,42409032002,Ambendrana,MG42409032002,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032003,42409032003,Ambohitsara,MG42409032003,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032004,42409032004,Ambohimahavelona,MG42409032004,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032005,42409032005,Ampakobe I,MG42409032005,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032006,42409032006,Andilamihoatra,MG42409032006,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032007,42409032007,Zafindrazaka,MG42409032007,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032008,42409032008,Anjiajia,MG42409032008,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409032009,42409032009,Ankazobe,MG42409032009,,,,Tsaratanana I,MG42409032,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050001,42409050001,Tsarahasina,MG42409050001,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050002,42409050002,Marosely,MG42409050002,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050003,42409050003,Bemilolo,MG42409050003,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050004,42409050004,Madirofafaly,MG42409050004,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050005,42409050005,Antsambalahy,MG42409050005,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050006,42409050006,Bejahoa,MG42409050006,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050007,42409050007,Besisika,MG42409050007,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050008,42409050008,Ambodimanga II,MG42409050008,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050009,42409050009,Antsakoamilaika,MG42409050009,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050010,42409050010,Anjialava,MG42409050010,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050011,42409050011,Betainkilotra,MG42409050011,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050012,42409050012,Miadana,MG42409050012,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409050013,42409050013,Tsirepoko,MG42409050013,,,,Tsarahasina,MG42409050,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070001,42409070001,Tsiningia,MG42409070001,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070002,42409070002,Ambevongo,MG42409070002,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070003,42409070003,Antangena,MG42409070003,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070004,42409070004,Anjiameva,MG42409070004,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070005,42409070005,Ambodibonara,MG42409070005,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070006,42409070006,Ambarimanjevo,MG42409070006,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070007,42409070007,Fenoarivo,MG42409070007,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070008,42409070008,Ambodimabibo,MG42409070008,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070009,42409070009,Andranomena II,MG42409070009,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070010,42409070010,Andrafialatsaka,MG42409070010,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070011,42409070011,Andampy,MG42409070011,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070012,42409070012,Ampombibe IIi,MG42409070012,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070013,42409070013,Ambodimanga I,MG42409070013,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070014,42409070014,Amberoverobe,MG42409070014,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070015,42409070015,Ampitilimaika,MG42409070015,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070016,42409070016,Andranomena I,MG42409070016,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070017,42409070017,Marovantaza,MG42409070017,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070018,42409070018,Ankadirano,MG42409070018,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070019,42409070019,Besarandrana,MG42409070019,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070020,42409070020,Analakonjy,MG42409070020,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409070021,42409070021,Tsaratanimbary,MG42409070021,,,,Tsiningia,MG42409070,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091001,42409091001,Andranomeva,MG42409091001,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091002,42409091002,Bemakamba,MG42409091002,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091003,42409091003,Maroandambana,MG42409091003,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091004,42409091004,Anjialava,MG42409091004,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091005,42409091005,Marovitsika Bas,MG42409091005,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091006,42409091006,Ambohimandrirana,MG42409091006,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091007,42409091007,Ampondrabe,MG42409091007,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091008,42409091008,Andranotsiritra,MG42409091008,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091009,42409091009,Tsaratanana II,MG42409091009,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091010,42409091010,Maroaboaly,MG42409091010,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091011,42409091011,Ambatomilahatrano,MG42409091011,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091012,42409091012,Marovitsika Haut,MG42409091012,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091013,42409091013,Angirony,MG42409091013,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091014,42409091014,Ambalamaivanaty,MG42409091014,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091015,42409091015,Anahidrano I,MG42409091015,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409091016,42409091016,Ambiahely,MG42409091016,,,,Andranomeva,MG42409091,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092001,42409092001,Amparihibe,MG42409092001,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092002,42409092002,Ambodimadiro,MG42409092002,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092003,42409092003,Ambohimahasoa,MG42409092003,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092004,42409092004,Ambahibe,MG42409092004,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092005,42409092005,Maromalandy,MG42409092005,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092006,42409092006,Antremahely I,MG42409092006,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092007,42409092007,Ambodimanga II,MG42409092007,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092008,42409092008,Ambodiadabo,MG42409092008,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092009,42409092009,Ambalabanty,MG42409092009,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092010,42409092010,Bepapango,MG42409092010,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092011,42409092011,Antsaronalabe,MG42409092011,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092012,42409092012,Beagoago,MG42409092012,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092013,42409092013,Amparihikely,MG42409092013,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092014,42409092014,Benavony,MG42409092014,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092015,42409092015,Motretry,MG42409092015,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092016,42409092016,Beanandraimavo,MG42409092016,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409092017,42409092017,Antsinjorano,MG42409092017,,,,Amparihy,MG42409092,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111001,42409111001,Ambalabe,MG42409111001,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111002,42409111002,Betsitindry,MG42409111002,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111003,42409111003,Fenoarivo,MG42409111003,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111004,42409111004,Angodona,MG42409111004,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111005,42409111005,Ankatoko Atsimo,MG42409111005,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111006,42409111006,Beromba,MG42409111006,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111007,42409111007,Berotra,MG42409111007,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111008,42409111008,Ambodibonara,MG42409111008,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111009,42409111009,Antsohihibe,MG42409111009,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111010,42409111010,Antafiandakana,MG42409111010,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111011,42409111011,Andohomby,MG42409111011,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111012,42409111012,Antsangambato,MG42409111012,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111013,42409111013,Ambalafary,MG42409111013,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111014,42409111014,Antsiradrano,MG42409111014,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111015,42409111015,Ambarionadabo,MG42409111015,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111016,42409111016,Ambalantsotry,MG42409111016,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111017,42409111017,Maevaranohely,MG42409111017,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111018,42409111018,Bemanevika,MG42409111018,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111019,42409111019,Marosakoana,MG42409111019,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111020,42409111020,Begoroga,MG42409111020,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111021,42409111021,Marosely,MG42409111021,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111022,42409111022,Sakaravabe,MG42409111022,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409111023,42409111023,Antsaronala,MG42409111023,,,,Leanja,MG42409111,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112001,42409112001,Antananivo,MG42409112001,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112002,42409112002,Antsabanera,MG42409112002,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112003,42409112003,Anjiamarina,MG42409112003,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112004,42409112004,Ambojobe,MG42409112004,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112005,42409112005,Bevahivahy,MG42409112005,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112006,42409112006,Tsaratanana,MG42409112006,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112007,42409112007,Antanambao,MG42409112007,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112008,42409112008,Ambodihazambo,MG42409112008,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112009,42409112009,Ambodisakoana,MG42409112009,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112010,42409112010,Ankazomena,MG42409112010,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112011,42409112011,Bemikonga,MG42409112011,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409112012,42409112012,Ambarijeby,MG42409112012,,,,Ambodisakoana,MG42409112,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131001,42409131001,Tsinjomitondraka,MG42409131001,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131002,42409131002,Andranomena,MG42409131002,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131003,42409131003,Andongoza,MG42409131003,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131004,42409131004,Marolopotra,MG42409131004,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131005,42409131005,Bekapila,MG42409131005,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131006,42409131006,Tsinjoarivo,MG42409131006,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131007,42409131007,Antanamalaza,MG42409131007,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131008,42409131008,Betohatra,MG42409131008,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131009,42409131009,Miadana,MG42409131009,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:42409131010,42409131010,Tsimiasara,MG42409131010,,,,Tsinjomitondraka,MG42409131,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
