#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:804:3:106009,106009,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106009,Zavito-Leninska,Завіто-Ленінська,Завето-Ленинский,UA0106009,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106011,106011,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106011,Zarichnenska,Зарічненська,Заречненский,UA0106011,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106013,106013,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106013,Izumrudnivska,Ізумруднівська,Изумрудновский,UA0106013,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106015,106015,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106015,Kindrativska,Кіндратівська,Кондратьевский,UA0106015,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106017,106017,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106017,Krymkivska,Кримківська,Крымковский,UA0106017,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106019,106019,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106019,Lobanivska,Лобанівська,Лобановский,UA0106019,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106021,106021,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106021,Luhanska,Луганська,Луганский,UA0106021,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106023,106023,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106023,Maiska,Майська,Майский,UA0106023,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106025,106025,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106025,Maslivska,Маслівська,Масловский,UA0106025,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106027,106027,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106027,Medvedivska,Медведівська,Медведевский,UA0106027,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106029,106029,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106029,Myrnivska,Мирнівська,Мирновский,UA0106029,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106031,106031,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106031,Novokrymska,Новокримська,Новокрымский,UA0106031,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106033,106033,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106033,Pakharivska,Пахарівська,Пахаревский,UA0106033,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106035,106035,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106035,Pobiednenska,Побєдненська,Победненский,UA0106035,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106037,106037,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106037,Prostornenska,Просторненська,Просторненский,UA0106037,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106039,106039,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106039,Rozkishnenska,Розкішненська,Роскошненский,UA0106039,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106041,106041,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106041,Roshchynska,Рощинська,Рощинский,UA0106041,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106043,106043,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106043,Svitlivska,Світлівська,Светловский,UA0106043,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106045,106045,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106045,Stalnenska,Стальненська,Стальненский,UA0106045,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106047,106047,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106047,Tabachnenska,Табачненська,Табачненский,UA0106047,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106049,106049,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106049,Tsilynna,Цілинна,Целинный,UA0106049,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106051,106051,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106051,Chaikynska,Чайкинська,Чайкинский,UA0106051,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106053,106053,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106053,Yarkivska,Ярківська,Ярковский,UA0106053,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106055,106055,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106055,Yarkopolenska,Яркополенська,Яркополенский,UA0106055,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:106057,106057,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:106,1603:45:16:804:3:106057,Yasnopolianska,Яснополянська,Яснополянский,UA0106057,,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA0106,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108001,108001,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108001,Veresaievska,Вересаєвська,Вересаевский,UA0108001,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108003,108003,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108003,Veselivska,Веселівська,Веселовский,UA0108003,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108005,108005,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108005,Vynohradivska,Виноградівська,Виноградовский,UA0108005,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108007,108007,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108007,Vorobiovska,Воробйовська,Воробьевский,UA0108007,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108009,108009,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108009,Heroiska,Геройська,Геройский,UA0108009,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108011,108011,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108011,Dalekivska,Далеківська,Далековский,UA0108011,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108013,108013,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108013,Dobrushynska,Добрушинська,Добрушинский,UA0108013,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108015,108015,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108015,Yevpatoriiska,Євпаторійська,Евпаторийский,UA0108015,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108017,108017,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108017,Zaozernenska,Заозерненська,Заозерненский,UA0108017,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108019,108019,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108019,Zernivska,Зернівська,Зерновский,UA0108019,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108021,108021,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108021,Ivanivska,Іванівська,Ивановский,UA0108021,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108023,108023,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108023,Kirovska,Кіровська,Кировский,UA0108023,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:108025,108025,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:108,1603:45:16:804:3:108025,Koltsovska,Кольцовська,Кольцовский,UA0108025,,,,,,,,Yevpatoriiskyi,Євпаторійський,Евпаторийский,UA0108,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
