#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:104:3:13032,13032,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13032,Cocokyun,ကိုကိုးကျွန်း,MM013032,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13033,13033,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13033,Kyauktada,ကျောက်တံတား,MM013033,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13034,13034,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13034,Pabedan,ပန်းဘဲတန်း,MM013034,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13035,13035,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13035,Lanmadaw,လမ်းမတော်,MM013035,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13036,13036,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13036,Latha,လသာ,MM013036,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13037,13037,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13037,Ahlone,အလုံ,MM013037,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13038,13038,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13038,Kyeemyindaing,ကြည့်မြင်တိုင်,MM013038,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13039,13039,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13039,Sanchaung,စမ်းချောင်း,MM013039,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13040,13040,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13040,Hlaing,လှိုင်,MM013040,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13041,13041,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13041,Kamaryut,ကမာရွတ်,MM013041,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13042,13042,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13042,Mayangone,မရမ်းကုန်း,MM013042,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13043,13043,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13043,Dagon,ဒဂုံ,MM013043,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13044,13044,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13004,1603:45:16:104:3:13044,Bahan,ဗဟန်း,MM013044,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13046,13046,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13046,Hlaingtharya (East),လှိုင်သာယာ (အရှေ့ပိုင်း),MM013046,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13047,13047,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13047,Hlaingtharya (West),လှိုင်သာယာ (အနောက်ပိုင်း),MM013047,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14001,14001,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14001,1603:45:16:104:3:14001,Taunggyi,တောင်ကြီး,MM014001,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14002,14002,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14001,1603:45:16:104:3:14002,Nyaungshwe,ညောင်ရွှေ,MM014002,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14003,14003,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14003,Hopong,ဟိုပုံး,MM014003,,,,Pa-O Self-Administered Zone,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14004,14004,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14004,Hsihseng,ဆီဆိုင်,MM014004,,,,Pa-O Self-Administered Zone,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14005,14005,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14001,1603:45:16:104:3:14005,Kalaw,ကလော,MM014005,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14006,14006,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14001,1603:45:16:104:3:14006,Pindaya,ပင်းတယ,MM014006,,,,Danu Self-Administered Zone,ဓနု ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14007,14007,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14001,1603:45:16:104:3:14007,Ywangan,ရွာငံ,MM014007,,,,Danu Self-Administered Zone,ဓနု ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14008,14008,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14001,1603:45:16:104:3:14008,Lawksawk,ရပ်စောက်,MM014008,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14009,14009,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14009,Pinlaung,ပင်လောင်း,MM014009,,,,Pa-O Self-Administered Zone,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14010,14010,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14001,1603:45:16:104:3:14010,Pekon,ဖယ်ခုံ,MM014010,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14011,14011,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14011,Loilen,လွိုင်လင်,MM014011,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14012,14012,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14012,Laihka,လဲချား,MM014012,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14013,14013,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14013,Nansang,နမ့်စန်,MM014013,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14014,14014,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14014,Kunhing,ကွန်ဟိန်း,MM014014,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14015,14015,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14015,Kyethi,ကျေးသီး,MM014015,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14016,14016,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14016,Mongkaing,မိုင်းကိုင်,MM014016,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14017,14017,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14002,1603:45:16:104:3:14017,Monghsu,မိုင်းရှူး,MM014017,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14018,14018,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14003,1603:45:16:104:3:14018,Langkho,လင်းခေး,MM014018,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14019,14019,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14003,1603:45:16:104:3:14019,Mongnai,မိုးနဲ,MM014019,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14020,14020,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14003,1603:45:16:104:3:14020,Mawkmai,မောက်မယ်,MM014020,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:14021,14021,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:14003,1603:45:16:104:3:14021,Mongpan,မိုင်းပန်,MM014021,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15001,15001,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15001,1603:45:16:104:3:15001,Lashio,လားရှိုး,MM015001,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15002,15002,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15001,1603:45:16:104:3:15002,Hseni,သိန္နီ,MM015002,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15003,15003,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15001,1603:45:16:104:3:15003,Mongyai,မိုင်းရယ်,MM015003,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15004,15004,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15001,1603:45:16:104:3:15004,Tangyan,တန့်ယန်း,MM015004,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15005,15005,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15007,1603:45:16:104:3:15005,Pangsang,ပန်ဆန်း (ပန်ခမ်း),MM015005,,,,Matman,မက်မန်းခရိုင်,MM015D007,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15006,15006,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15007,1603:45:16:104:3:15006,Narphan,နားဖန်း,MM015006,,,,Matman,မက်မန်းခရိုင်,MM015D007,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15007,15007,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15006,1603:45:16:104:3:15007,Pangwaun,ပန်ဝိုင်,MM015007,,,,Hopang,ဟိုပန်ခရိုင်,MM015D006,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15008,15008,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15006,1603:45:16:104:3:15008,Mongmao,မိုင်းမော,MM015008,,,,Hopang,ဟိုပန်ခရိုင်,MM015D006,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15009,15009,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15002,1603:45:16:104:3:15009,Muse,မူဆယ်,MM015009,,,,Muse,မူဆယ်ခရိုင်,MM015D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15010,15010,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15002,1603:45:16:104:3:15010,Namhkan,နမ့်ခမ်း,MM015010,,,,Muse,မူဆယ်ခရိုင်,MM015D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15011,15011,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15002,1603:45:16:104:3:15011,Kutkai,ကွတ်ခိုင်,MM015011,,,,Muse,မူဆယ်ခရိုင်,MM015D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15012,15012,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15003,1603:45:16:104:3:15012,Kyaukme,ကျောက်မဲ,MM015012,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15013,15013,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15003,1603:45:16:104:3:15013,Nawnghkio,နောင်ချို,MM015013,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15014,15014,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15003,1603:45:16:104:3:15014,Hsipaw,သီပေါ,MM015014,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15015,15015,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15003,1603:45:16:104:3:15015,Namtu,နမ္မတူ,MM015015,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15016,15016,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15001,1603:45:16:104:3:15016,Namhsan,နမ့်ဆန်,MM015016,,,,Pa Laung Self-Administered Zone,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15017,15017,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15008,1603:45:16:104:3:15017,Mongmit,မိုးမိတ်,MM015017,,,,Mongmit,မိုးမိတ်ခရိုင်,MM015D008,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15018,15018,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15008,1603:45:16:104:3:15018,Mabein,မဘိမ်း,MM015018,,,,Mongmit,မိုးမိတ်ခရိုင်,MM015D008,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15019,15019,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15001,1603:45:16:104:3:15019,Manton,မန်တုံ,MM015019,,,,Pa Laung Self-Administered Zone,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15020,15020,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15001,1603:45:16:104:3:15020,Kunlong,ကွမ်းလုံ,MM015020,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15021,15021,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15006,1603:45:16:104:3:15021,Hopang,ဟိုပန်,MM015021,,,,Hopang,ဟိုပန်ခရိုင်,MM015D006,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15022,15022,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15002,1603:45:16:104:3:15022,Laukkaing,လောက်ကိုင်,MM015022,,,,Kokang Self-Administered Zone,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
