#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:3:302692,302692,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3026,1603:45:16:50:3:302692,Tejgaon Ind. Area,BD302692,,,,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302693,302693,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3026,1603:45:16:50:3:302693,Turag,BD302693,,,,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302695,302695,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3026,1603:45:16:50:3:302695,Uttara,BD302695,,,,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302696,302696,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3026,1603:45:16:50:3:302696,Uttar Khan,BD302696,,,,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302903,302903,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302903,Alfadanga,BD302903,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302910,302910,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302910,Bhanga,BD302910,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302918,302918,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302918,Boalmari,BD302918,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302921,302921,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302921,Char Bhadrasan,BD302921,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302947,302947,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302947,Faridpur Sadar,BD302947,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302956,302956,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302956,Madhukhali,BD302956,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302962,302962,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302962,Nagarkanda,BD302962,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302984,302984,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302984,Sadarpur,BD302984,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:302990,302990,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3029,1603:45:16:50:3:302990,Saltha,BD302990,,,,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303330,303330,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3033,1603:45:16:50:3:303330,Gazipur Sadar,BD303330,,,,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303332,303332,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3033,1603:45:16:50:3:303332,Kaliakair,BD303332,,,,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303334,303334,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3033,1603:45:16:50:3:303334,Kaliganj,BD303334,,,,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303336,303336,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3033,1603:45:16:50:3:303336,Kapasia,BD303336,,,,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303386,303386,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3033,1603:45:16:50:3:303386,Sreepur,BD303386,,,,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303532,303532,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3035,1603:45:16:50:3:303532,Gopalganj Sadar,BD303532,,,,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303543,303543,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3035,1603:45:16:50:3:303543,Kashiani,BD303543,,,,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303551,303551,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3035,1603:45:16:50:3:303551,Kotali Para,BD303551,,,,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303558,303558,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3035,1603:45:16:50:3:303558,Muksudpur,BD303558,,,,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:303591,303591,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3035,1603:45:16:50:3:303591,Tungi Para,BD303591,,,,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304802,304802,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304802,Austagram,BD304802,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304806,304806,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304806,Bajitpur,BD304806,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304811,304811,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304811,Bhairab,BD304811,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304827,304827,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304827,Hossainpur,BD304827,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304833,304833,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304833,Itna,BD304833,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304842,304842,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304842,Karimganj,BD304842,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304845,304845,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304845,Katiadi,BD304845,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304849,304849,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304849,Kishoreganj Sadar,BD304849,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304854,304854,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304854,Kuliar Char,BD304854,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304859,304859,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304859,Mithamain,BD304859,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304876,304876,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304876,Nikli,BD304876,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304879,304879,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304879,Pakundia,BD304879,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:304892,304892,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3048,1603:45:16:50:3:304892,Tarail,BD304892,,,,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305440,305440,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305440,Kalkini,BD305440,,,,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305454,305454,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305454,Madaripur Sadar,BD305454,,,,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305480,305480,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305480,Rajoir,BD305480,,,,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305487,305487,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3054,1603:45:16:50:3:305487,Shib Char,BD305487,,,,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305610,305610,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305610,Daulatpur,BD305610,,,,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305622,305622,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305622,Ghior,BD305622,,,,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305628,305628,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305628,Harirampur,BD305628,,,,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305646,305646,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305646,Manikganj Sadar,BD305646,,,,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305670,305670,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305670,Saturia,BD305670,,,,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305678,305678,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305678,Shibalaya,BD305678,,,,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305682,305682,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3056,1603:45:16:50:3:305682,Singair,BD305682,,,,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305924,305924,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3059,1603:45:16:50:3:305924,Gazaria,BD305924,,,,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305944,305944,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3059,1603:45:16:50:3:305944,Lohajang,BD305944,,,,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305956,305956,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3059,1603:45:16:50:3:305956,Munshiganj Sadar,BD305956,,,,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305974,305974,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3059,1603:45:16:50:3:305974,Serajdikhan,BD305974,,,,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305984,305984,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3059,1603:45:16:50:3:305984,Sreenagar,BD305984,,,,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:305994,305994,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3059,1603:45:16:50:3:305994,Tongibari,BD305994,,,,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306702,306702,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3067,1603:45:16:50:3:306702,Araihazar,BD306702,,,,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306704,306704,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3067,1603:45:16:50:3:306704,Sonargaon,BD306704,,,,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306706,306706,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3067,1603:45:16:50:3:306706,Bandar,BD306706,,,,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306758,306758,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3067,1603:45:16:50:3:306758,Narayanganj Sadar,BD306758,,,,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306768,306768,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3067,1603:45:16:50:3:306768,Rupganj,BD306768,,,,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306807,306807,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3068,1603:45:16:50:3:306807,Belabo,BD306807,,,,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306852,306852,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3068,1603:45:16:50:3:306852,Manohardi,BD306852,,,,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306860,306860,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3068,1603:45:16:50:3:306860,Narsingdi Sadar,BD306860,,,,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306863,306863,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3068,1603:45:16:50:3:306863,Palash,BD306863,,,,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306864,306864,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3068,1603:45:16:50:3:306864,Roypura,BD306864,,,,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:306876,306876,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3068,1603:45:16:50:3:306876,Shibpur,BD306876,,,,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308207,308207,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3082,1603:45:16:50:3:308207,Balia Kandi,BD308207,,,,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308229,308229,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3082,1603:45:16:50:3:308229,Goalandaghat,BD308229,,,,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308247,308247,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3082,1603:45:16:50:3:308247,Kalukhali,BD308247,,,,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308273,308273,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3082,1603:45:16:50:3:308273,Pangsha,BD308273,,,,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308276,308276,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3082,1603:45:16:50:3:308276,Rajbari Sadar,BD308276,,,,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308614,308614,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3086,1603:45:16:50:3:308614,Bhedarganj,BD308614,,,,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308625,308625,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3086,1603:45:16:50:3:308625,Damudya,BD308625,,,,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308636,308636,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3086,1603:45:16:50:3:308636,Gosairhat,BD308636,,,,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308665,308665,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3086,1603:45:16:50:3:308665,Naria,BD308665,,,,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308669,308669,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3086,1603:45:16:50:3:308669,Shariatpur Sadar,BD308669,,,,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:308694,308694,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3086,1603:45:16:50:3:308694,Zanjira,BD308694,,,,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309309,309309,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309309,Basail,BD309309,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309319,309319,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309319,Bhuapur,BD309319,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309323,309323,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309323,Delduar,BD309323,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309325,309325,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309325,Dhanbari,BD309325,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309328,309328,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309328,Ghatail,BD309328,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309338,309338,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309338,Gopalpur,BD309338,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309347,309347,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309347,Kalihati,BD309347,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309357,309357,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309357,Madhupur,BD309357,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309366,309366,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309366,Mirzapur,BD309366,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309376,309376,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309376,Nagarpur,BD309376,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309385,309385,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309385,Sakhipur,BD309385,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:309395,309395,1603:45:16:50:0,1603:45:16:50:1:30,1603:45:16:50:2:3093,1603:45:16:50:3:309395,Tangail Sadar,BD309395,,,,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400108,400108,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400108,Bagerhat Sadar,BD400108,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400114,400114,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400114,Chitalmari,BD400114,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400134,400134,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400134,Fakirhat,BD400134,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400138,400138,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400138,Kachua,BD400138,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400156,400156,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400156,Mollahat,BD400156,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400158,400158,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400158,Mongla,BD400158,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400160,400160,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400160,Morrelganj,BD400160,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400173,400173,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400173,Rampal,BD400173,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:400177,400177,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4001,1603:45:16:50:3:400177,Sarankhola,BD400177,,,,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:401807,401807,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4018,1603:45:16:50:3:401807,Alamdanga,BD401807,,,,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:401823,401823,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4018,1603:45:16:50:3:401823,Chuadanga Sadar,BD401823,,,,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:401831,401831,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4018,1603:45:16:50:3:401831,Damurhuda,BD401831,,,,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:401855,401855,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4018,1603:45:16:50:3:401855,Jiban Nagar,BD401855,,,,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
