#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_swa+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_swa+is_latn,#adm3+name+alt2+i_swa+is_latn,#adm2+name+i_eng+is_latn,#adm2+name+i_swa+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_swa+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_swa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:834:3:1104071,1104071,Mtitu,,TZ1104071,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104081,1104081,Dabaga,,TZ1104081,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104091,1104091,Ukumbi,,TZ1104091,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104101,1104101,Ukwega,,TZ1104101,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104111,1104111,Boma la Ng'ombe,,TZ1104111,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104121,1104121,Idete,,TZ1104121,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104131,1104131,Masisiwe,,TZ1104131,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104141,1104141,Ng'uruhe,,TZ1104141,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104151,1104151,Ng'ang'ange,,TZ1104151,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104161,1104161,Ihimbo,,TZ1104161,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104171,1104171,Lugalo,,TZ1104171,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104183,1104183,Nyalumbu,,TZ1104183,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104191,1104191,Mlafu,,TZ1104191,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104201,1104201,Ibumu,,TZ1104201,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104211,1104211,Ruaha Mbuyuni,,TZ1104211,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1104221,1104221,Kimala,,TZ1104221,,,,,,Kilolo,,TZ1104,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1105012,1105012,Sao Hill,,TZ1105012,,,,,,Mafinga Township Authority,,TZ1105,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1105022,1105022,Boma,,TZ1105022,,,,,,Mafinga Township Authority,,TZ1105,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1105032,1105032,Kinyanambo,,TZ1105032,,,,,,Mafinga Township Authority,,TZ1105,Iringa,,TZ11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201011,1201011,Kambikatoto,,TZ1201011,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201021,1201021,Mafyeko,,TZ1201021,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201031,1201031,Matwiga,,TZ1201031,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201041,1201041,Mtanila,,TZ1201041,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201051,1201051,Lupatingatinga,,TZ1201051,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201061,1201061,Luwalaje,,TZ1201061,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201071,1201071,Sangambi,,TZ1201071,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201083,1201083,Itewe,,TZ1201083,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201093,1201093,Chokaa,,TZ1201093,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201101,1201101,Mbugani,,TZ1201101,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201111,1201111,Chalangwa,,TZ1201111,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201121,1201121,Ifumbo,,TZ1201121,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201231,1201231,Mamba,,TZ1201231,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201282,1201282,Mkola,,TZ1201282,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201292,1201292,Makongorosi,,TZ1201292,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1201302,1201302,Matundasi,,TZ1201302,,,,,,Chunya,,TZ1201,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202011,1202011,Ihango,,TZ1202011,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202021,1202021,Ulenje,,TZ1202021,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202033,1202033,Tembela,,TZ1202033,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202041,1202041,Ijombe,,TZ1202041,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202051,1202051,Santilya,,TZ1202051,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202061,1202061,Ilembo,,TZ1202061,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202071,1202071,Iwiji,,TZ1202071,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202081,1202081,Isuto,,TZ1202081,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202091,1202091,Igale,,TZ1202091,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202101,1202101,Iwindi,,TZ1202101,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202113,1202113,Utengule Usongwe,,TZ1202113,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202121,1202121,Mshewe,,TZ1202121,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202131,1202131,Ikukwa,,TZ1202131,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202141,1202141,Iyunga Mapinduzi,,TZ1202141,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202153,1202153,Bonde la Songwe,,TZ1202153,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202161,1202161,Inyala,,TZ1202161,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202171,1202171,Ilungu,,TZ1202171,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202181,1202181,Maendeleo,,TZ1202181,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202191,1202191,Swaya,,TZ1202191,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202201,1202201,Masoko,,TZ1202201,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202211,1202211,Itawa,,TZ1202211,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202223,1202223,Nsalala,,TZ1202223,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202231,1202231,Lwanjiro,,TZ1202231,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202241,1202241,Itewe,,TZ1202241,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1202253,1202253,Igoma,,TZ1202253,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203011,1203011,Lusungo,,TZ1203011,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203021,1203021,Makwale,,TZ1203021,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203031,1203031,Matema,,TZ1203031,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203041,1203041,Mwaya,,TZ1203041,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203051,1203051,Ndobo,,TZ1203051,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203061,1203061,Kajunjumele,,TZ1203061,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203071,1203071,Bujonde,,TZ1203071,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203081,1203081,Ikolo,,TZ1203081,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203091,1203091,Katumbasongwe,,TZ1203091,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203101,1203101,Ngana,,TZ1203101,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203111,1203111,Busale,,TZ1203111,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203121,1203121,Ipande,,TZ1203121,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203131,1203131,Ikama,,TZ1203131,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203143,1203143,Ipinda,,TZ1203143,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203151,1203151,Ngonga,,TZ1203151,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203161,1203161,Ikimba,,TZ1203161,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203171,1203171,Itope,,TZ1203171,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203181,1203181,Muungano,,TZ1203181,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203191,1203191,Talatala,,TZ1203191,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1203202,1203202,Kyela,,TZ1203202,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204011,1204011,Swaya,,TZ1204011,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204021,1204021,Masebe,,TZ1204021,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204031,1204031,Suma,,TZ1204031,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204043,1204043,Kandete,,TZ1204043,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204051,1204051,Luteba,,TZ1204051,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204061,1204061,Mpombo,,TZ1204061,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204071,1204071,Isange,,TZ1204071,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204081,1204081,Kabula,,TZ1204081,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204091,1204091,Lwangwa,,TZ1204091,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204101,1204101,Lufilyo,,TZ1204101,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204111,1204111,Itete,,TZ1204111,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204121,1204121,Kisegese,,TZ1204121,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204131,1204131,Lupata,,TZ1204131,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204141,1204141,Kambasegela,,TZ1204141,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204151,1204151,Masukulu,,TZ1204151,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204161,1204161,Kisiba,,TZ1204161,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204171,1204171,Masoko,,TZ1204171,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204181,1204181,Bujela,,TZ1204181,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204191,1204191,Ilima,,TZ1204191,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204201,1204201,Kisondela,,TZ1204201,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204211,1204211,Ikuti,,TZ1204211,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204221,1204221,Malindo,,TZ1204221,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204231,1204231,Mpuguso,,TZ1204231,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204241,1204241,Kikole,,TZ1204241,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204251,1204251,Lufingo,,TZ1204251,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204261,1204261,Nkunga,,TZ1204261,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204271,1204271,Kyimo,,TZ1204271,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204281,1204281,Kinyala,,TZ1204281,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204293,1204293,Kiwira,,TZ1204293,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204301,1204301,Isongole,,TZ1204301,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204312,1204312,Ikama,,TZ1204312,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204322,1204322,Ibighi,,TZ1204322,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204332,1204332,Bagamoyo,,TZ1204332,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204342,1204342,Kawetele,,TZ1204342,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204352,1204352,Bulyaga,,TZ1204352,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204362,1204362,Msasani,,TZ1204362,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1204372,1204372,Makandana,,TZ1204372,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1207011,1207011,Luhanga,,TZ1207011,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1207023,1207023,Madibira,,TZ1207023,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:1207031,1207031,Mawindi,,TZ1207031,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
