#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_swa+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_swa+is_latn,#adm3+name+alt2+i_swa+is_latn,#adm2+name+i_eng+is_latn,#adm2+name+i_swa+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_swa+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_swa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:834:3:105071,105071,Msalato,,TZ0105071,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105081,105081,Makutupora,,TZ0105081,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105091,105091,Chihanga,,TZ0105091,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105101,105101,Hombolo,,TZ0105101,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105111,105111,Ipala,,TZ0105111,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105121,105121,Nzuguni,,TZ0105121,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105131,105131,Dom-Makulu,,TZ0105131,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105141,105141,Mtumba,,TZ0105141,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105151,105151,Kikombo,,TZ0105151,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105161,105161,Ngh'ongh'onha,,TZ0105161,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105171,105171,Mpunguzi,,TZ0105171,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105182,105182,Tambukareli,,TZ0105182,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105192,105192,Kilimani,,TZ0105192,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105202,105202,Kikuyu Kusini,,TZ0105202,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105212,105212,Kikuyu Kaskazini,,TZ0105212,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105221,105221,Mkonze,,TZ0105221,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105231,105231,Mbabala,,TZ0105231,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105241,105241,Zuzu,,TZ0105241,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105252,105252,Hazina,,TZ0105252,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105262,105262,Madukani,,TZ0105262,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105272,105272,Majengo,,TZ0105272,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105282,105282,Kizota,,TZ0105282,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105291,105291,Nala,,TZ0105291,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105301,105301,Mbalawala,,TZ0105301,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105311,105311,Ntyuka,,TZ0105311,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105322,105322,Chigongwe,,TZ0105322,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105332,105332,Chang'ombe,,TZ0105332,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105341,105341,Iyumbu,,TZ0105341,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105351,105351,Chahwa,,TZ0105351,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105362,105362,Mnadani,,TZ0105362,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:105372,105372,Ipagala,,TZ0105372,,,,,,Dodoma Urban,,TZ0105,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106011,106011,Makanda,,TZ0106011,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106021,106021,Lamaiti,,TZ0106021,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106031,106031,Babayu,,TZ0106031,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106041,106041,Zanka,,TZ0106041,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106051,106051,Msisi,,TZ0106051,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106061,106061,Mundemu,,TZ0106061,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106071,106071,Bahi,,TZ0106071,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106081,106081,Mpamantwa,,TZ0106081,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106091,106091,Ibihwa,,TZ0106091,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106101,106101,Ilindi,,TZ0106101,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106111,106111,Kigwe,,TZ0106111,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106121,106121,Chikola,,TZ0106121,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106131,106131,Chipanga,,TZ0106131,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106141,106141,Chali,,TZ0106141,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106151,106151,Nondwa,,TZ0106151,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106161,106161,Mpalanga,,TZ0106161,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106171,106171,Ibugule,,TZ0106171,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106181,106181,Chibelela,,TZ0106181,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106191,106191,Mwitikira,,TZ0106191,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:106201,106201,Mtitaa,,TZ0106201,,,,,,Bahi,,TZ0106,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107011,107011,Makorongo,,TZ0107011,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107021,107021,Ovada,,TZ0107021,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107031,107031,Msaada,,TZ0107031,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107041,107041,Kimaha,,TZ0107041,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107051,107051,Churuku,,TZ0107051,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107061,107061,Songoro,,TZ0107061,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107071,107071,Mondo,,TZ0107071,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107081,107081,Dalai,,TZ0107081,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107091,107091,Jangalo,,TZ0107091,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107103,107103,Mrijo,,TZ0107103,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107111,107111,Chandama,,TZ0107111,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107121,107121,Goima,,TZ0107121,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107131,107131,Chemba,,TZ0107131,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107141,107141,Paranga,,TZ0107141,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107151,107151,Gwandi,,TZ0107151,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107161,107161,Farkwa,,TZ0107161,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107171,107171,Mpendo,,TZ0107171,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107181,107181,Sanzawa,,TZ0107181,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107191,107191,Kwamtoro,,TZ0107191,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:107201,107201,Lalta,,TZ0107201,,,,,,Chemba,,TZ0107,Dodoma,,TZ01,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201011,201011,Engaruka,,TZ0201011,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201021,201021,Selela,,TZ0201021,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201031,201031,Monduli juu,,TZ0201031,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201043,201043,Engutoto,,TZ0201043,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201052,201052,Monduli Mjini,,TZ0201052,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201061,201061,Moita,,TZ0201061,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201071,201071,Sepeko,,TZ0201071,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201081,201081,Lolkisale,,TZ0201081,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201091,201091,Makuyuni,,TZ0201091,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201101,201101,Esilalei,,TZ0201101,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201113,201113,Mto wa Mbu,,TZ0201113,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201121,201121,Lepurko,,TZ0201121,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201131,201131,Meserani,,TZ0201131,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201141,201141,Mswakini,,TZ0201141,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:201151,201151,Majengo,,TZ0201151,,,,,,Monduli,,TZ0201,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202011,202011,Ngarenanyuki,,TZ0202011,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202021,202021,Leguruki,,TZ0202021,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202033,202033,King'ori,,TZ0202033,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202043,202043,Maji ya chai,,TZ0202043,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202053,202053,Kikatiti,,TZ0202053,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202061,202061,Maroroni,,TZ0202061,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202073,202073,Makiba,,TZ0202073,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202083,202083,Mbuguni,,TZ0202083,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202091,202091,Kikwe,,TZ0202091,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202103,202103,Usariver,,TZ0202103,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202113,202113,Nkoaranga,,TZ0202113,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202123,202123,Poli,,TZ0202123,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202131,202131,Seela Sing'isi,,TZ0202131,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202143,202143,Akheri,,TZ0202143,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202151,202151,Nkoanrua,,TZ0202151,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202161,202161,Songoro,,TZ0202161,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:202171,202171,Nkoarisambu,,TZ0202171,,,,,,Meru,,TZ0202,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203012,203012,Kati,,TZ0203012,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203022,203022,Kaloleni,,TZ0203022,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203032,203032,Sekei,,TZ0203032,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203042,203042,Kimandolu,,TZ0203042,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203052,203052,Baraa,,TZ0203052,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203062,203062,Oloirieni,,TZ0203062,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203072,203072,Themi,,TZ0203072,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203082,203082,Lemara,,TZ0203082,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203092,203092,Terrat,,TZ0203092,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203102,203102,Sokoni I,,TZ0203102,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203112,203112,Daraja Mbili,,TZ0203112,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203122,203122,Unga Ltd,,TZ0203122,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203132,203132,Sombetini,,TZ0203132,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203142,203142,Ngarenaro,,TZ0203142,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203152,203152,Levolosi,,TZ0203152,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203162,203162,Engutoto,,TZ0203162,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203172,203172,Elerai,,TZ0203172,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203182,203182,Olasiti,,TZ0203182,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:203192,203192,Moshono,,TZ0203192,,,,,,Arusha Urban,,TZ0203,Arusha,,TZ02,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
