#adm2+name+i_eng+is_latn,#adm2+name+i_vie+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_vie+is_latn,#adm2+name+alt2+i_vie+is_latn,#adm1+name+i_eng+is_latn,#adm1+name+i_vie+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_vie+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Quang Ninh,Huyện Quảng Ninh,VN40711,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Le Thuy,Huyện Lệ Thủy,VN40713,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quang Trach,Huyện Quảng Trạch,VN40715,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dong Ha,TP. Đông Hà,VN40901,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quang Tri,Thị xã Quảng Trị,VN40903,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Linh,Huyện Vĩnh Linh,VN40905,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Con Co,Huyện Cồn Cỏ,VN40906,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Gio Linh,Huyện Gio Linh,VN40907,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cam Lo,Huyện Cam Lộ,VN40909,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Trieu Phong,Huyện Triệu Phong,VN40911,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hai Lang,Huyện Hải Lăng,VN40913,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Huong Hoa,Huyện Hướng Hóa,VN40915,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Da Krong,Huyện Đa Krông,VN40917,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hue,TP. Huế,VN41101,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phong Dien,Huyện Phong Điền,VN41103,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quang Dien,Huyện Quảng Điền,VN41105,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Huong Tra,Thị xã Hương Trà,VN41107,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Vang,Huyện Phú Vang,VN41109,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Huong Thuy,Thị xã Hương Thủy,VN41111,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Loc,Huyện Phú Lộc,VN41113,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
A Luoi,Huyện A Lưới,VN41115,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nam Dong,Huyện Nam Đông,VN41117,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hai Chau,Quận Hải Châu,VN50101,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thanh Khe,Quận Thanh Khê,VN50103,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Son Tra,Quận Sơn Trà,VN50105,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ngu Hanh Son,Quận Ngũ Hành Sơn,VN50107,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Lien Chieu,Quận Liên Chiểu,VN50109,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoa Vang,Huyện Hòa Vang,VN50111,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cam Le,Quận Cẩm Lệ,VN50112,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoang Sa,Huyện Hoàng Sa,VN50190,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tam Ky,TP. Tam Kỳ,VN50301,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoi An,TP. Hội An,VN50303,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tay Giang,Huyện Tây Giang,VN50304,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dong Giang,Huyện Đông Giang,VN50305,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dai Loc,Huyện Đại Lộc,VN50307,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dien Ban,Huyện Điện Bàn,VN50309,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duy Xuyen,Huyện Duy Xuyên,VN50311,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nam Giang,Huyện Nam Giang,VN50313,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thang Binh,Huyện Thăng Bình,VN50315,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Que Son,Huyện Quế Sơn,VN50317,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nong Son,Huyện Nông Sơn,VN50318,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hiep Duc,Huyện Hiệp Đức,VN50319,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tien Phuoc,Huyện Tiên Phước,VN50321,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phuoc Son,Huyện Phước Sơn,VN50323,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nui Thanh,Huyện Núi Thành,VN50325,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bac Tra My,Huyện Bắc Trà My,VN50327,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nam Tra My,Huyện Nam Trà My,VN50328,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Ninh,Huyện Phú Ninh,VN50329,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quang Ngai,TP. Quảng Ngãi,VN50501,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ly Son,Huyện Lý Sơn,VN50503,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Son,Huyện Bình Sơn,VN50505,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tra Bong,Huyện Trà Bồng,VN50507,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tay Tra,Huyện Tây Trà,VN50508,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Son Tinh,Huyện Sơn Tịnh,VN50509,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Son Tay,Huyện Sơn Tây,VN50511,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Son Ha,Huyện Sơn Hà,VN50513,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tu Nghia,Huyện Tư Nghĩa,VN50515,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nghia Hanh,Huyện Nghĩa Hành,VN50517,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Minh Long,Huyện Minh Long,VN50519,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Mo Duc,Huyện Mộ Đức,VN50521,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duc Pho,Huyện Đức Phổ,VN50523,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ba To,Huyện Ba Tơ,VN50525,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quy Nhon,TP. Quy Nhơn,VN50701,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
An Lao,Huyện An Lão,VN50703,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoai Nhon,Huyện Hoài Nhơn,VN50705,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoai An,Huyện Hoài Ân,VN50707,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu My,Huyện Phù Mỹ,VN50709,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Thanh,Huyện Vĩnh Thạnh,VN50711,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Cat,Huyện Phù Cát,VN50713,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tay Son,Huyện Tây Sơn,VN50715,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
An Nhon,Thị xã An Nhơn,VN50717,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tuy Phuoc,Huyện Tuy Phước,VN50719,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Van Canh,Huyện Vân Canh,VN50721,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tuy Hoa,TP. Tuy Hòa,VN50901,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dong Xuan,Huyện Đồng Xuân,VN50903,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Song Cau,Thị xã Sông Cầu,VN50905,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tuy An,Huyện Tuy An,VN50907,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Son Hoa,Huyện Sơn Hòa,VN50909,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Hoa,Huyện Phú Hòa,VN50910,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tay Hoa,Huyện Tây Hòa,VN50911,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dong Hoa,Huyện Đông Hòa,VN50912,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Song Hinh,Huyện Sông Hinh,VN50913,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nha Trang,TP. Nha Trang,VN51101,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cam Ranh,TP. Cam Ranh,VN51102,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Van Ninh,Huyện Vạn Ninh,VN51103,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ninh Hoa,Thị xã Ninh Hòa,VN51105,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dien Khanh,Huyện Diên Khánh,VN51107,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cam Lam,Huyện Cam Lâm,VN51108,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Khanh Vinh,Huyện Khánh Vĩnh,VN51111,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Khanh Son,Huyện Khánh Sơn,VN51113,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Truong Sa,Huyện Trường Sa,VN51190,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Kon Tum,TP. Kon Tum,VN60101,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Glei,Huyện Đắk Glei,VN60103,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ngoc Hoi,Huyện Ngọc Hồi,VN60105,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak To,Huyện Đắk Tô,VN60107,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Kon Ray,Huyện Kon Rẫy,VN60108,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Kon Plong,Huyện Kon Plông,VN60109,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Ha,Huyện Đắk Hà,VN60111,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Sa Thay,Huyện Sa Thầy,VN60113,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tu Mo Rong,Huyện Tu Mơ Rông,VN60114,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Pleiku,TP. Pleiku,VN60301,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
KBang,Huyện KBang,VN60303,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Doa,Huyện Đắk Đoa,VN60305,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Mang Yang,Huyện Mang Yang,VN60306,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chu Pah,Huyện Chư Păh,VN60307,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ia Grai,Huyện Ia Grai,VN60309,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
An Khe,Thị xã An Khê,VN60311,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Po,Huyện Đắk Pơ,VN60312,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Kong Chro,Huyện Kông Chro,VN60313,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duc Co,Huyện Đức Cơ,VN60315,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chu Prong,Huyện Chư Prông,VN60317,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chu Se,Huyện Chư Sê,VN60319,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ayun Pa,Thị xã Ayun Pa,VN60321,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ia Pa,Huyện Ia Pa,VN60322,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Krong Pa,Huyện Krông Pa,VN60323,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Thien,Huyện Phú Thiện,VN60324,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chu Puh,Huyện Chư Pưh,VN60325,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Buon Ma Thuot,TP. Buôn Ma Thuột,VN60501,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Buon Ho,Thị xã Buôn Hồ,VN60502,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
EA Hleo,Huyện Ea H'leo,VN60503,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ea Sup,Huyện Ea Súp,VN60505,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Krong Nang,Huyện Krông Năng,VN60507,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Krong Buk,Huyện Krông Búk,VN60509,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Buon Don,Huyện Buôn Đôn,VN60511,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cu Mgar,Huyện Cư M'gar,VN60513,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ea Kar,Huyện Ea Kar,VN60515,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Mdrak District,Huyện M'Đrắk,VN60517,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Krong Pac,Huyện Krông Pắc,VN60519,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Krong A Na,Huyện Krông A Na,VN60523,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cu Kuin,Huyện Cư Kuin,VN60524,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Krong Bong,Huyện Krông Bông,VN60525,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Lak,Huyện Lắk,VN60531,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Gia Nghia,Thị xã Gia Nghĩa,VN60611,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cu Jut,Huyện Cư Jút,VN60621,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Mil,Huyện Đắk Mil,VN60627,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Krong No,Huyện Krông Nô,VN60629,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Song,Huyện Đắk Song,VN60632,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Rlap,Huyện Đắk R'Lấp,VN60633,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tuy Duc,Huyện Tuy Đức,VN60634,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dak Glong,Huyện Đắk Glong,VN60635,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Da Lat,TP. Đà Lạt,VN60701,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bao Loc,TP. Bảo Lộc,VN60703,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Lac Duong,Huyện Lạc Dương,VN60705,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Don Duong,Huyện Đơn Dương,VN60707,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duc Trong,Huyện Đức Trọng,VN60709,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Lam Ha,Huyện Lâm Hà,VN60711,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bao Lam,Huyện Bảo Lâm,VN60713,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Di Linh,Huyện Di Linh,VN60715,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Da Huoai,Huyện Đạ Huoai,VN60717,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Da Teh,Huyện Đạ Tẻh,VN60719,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cat Tien,Huyện Cát Tiên,VN60721,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dam Rong,Huyện Đam Rông,VN60723,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 1,Quận 1,VN70101,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 2,Quận 2,VN70103,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 3,Quận 3,VN70105,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 4,Quận 4,VN70107,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 5,Quận 5,VN70109,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 6,Quận 6,VN70111,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 7,Quận 7,VN70113,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 8,Quận 8,VN70115,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 9,Quận 9,VN70117,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 10,Quận 10,VN70119,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 11,Quận 11,VN70121,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Quan 12,Quận 12,VN70123,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Go Vap,Quận Gò Vấp,VN70125,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Binh,Quận Tân Bình,VN70127,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Phu,Quận Tân Phú,VN70128,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Thanh,Quận Bình Thạnh,VN70129,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Nhuan,Quận Phú Nhuận,VN70131,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
