#adm3+name+i_spa+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_spa+is_latn,#adm3+name+alt2+i_spa+is_latn,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Juan Rodriguez Suarez,,VE141208,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Lasso De La Vega,,VE141209,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Mariano Picon Salas,,VE141210,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Milla,,VE141211,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Osuna Rodriguez,,VE141212,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Sagrario,,VE141213,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Morro,,VE141214,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Los Nevados,,VE141215,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Miranda,,VE141301,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Andres Eloy Blanco,,VE141302,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Venta,,VE141303,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Piñango,,VE141304,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Obispo Ramos De Lo,,VE141401,,,,,,Obispo Ramos De Lo,,VE1414,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Eloy Paredes,,VE141402,,,,,,Obispo Ramos De Lo,,VE1414,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Rafael De Alcazar,,VE141403,,,,,,Obispo Ramos De Lo,,VE1414,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital  Padre Noguera,,VE141501,,,,,,Padre Noguera,,VE1415,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Pueblo Llano,,VE141601,,,,,,Pueblo Llano,,VE1416,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Rangel,,VE141701,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Cacute,,VE141702,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Toma,,VE141703,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Mucuruba,,VE141704,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Rafael,,VE141705,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Rivas Davila,,VE141801,,,,,,Rivas Davila,,VE1418,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Geronimo Maldonado,,VE141802,,,,,,Rivas Davila,,VE1418,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Santos Marquina,,VE141900,,,,,,Santos Marquina,,VE1419,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Sucre,,VE142001,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Chiguara,,VE142002,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Estanquez,,VE142003,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Trampa,,VE142004,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Pueblo Nuevo Del Sur,,VE142005,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Juan,,VE142006,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Amparo,,VE142101,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Llano,,VE142102,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Francisco,,VE142103,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tovar,,VE142104,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Tulio Febres Corde,,VE142201,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Independencia,,VE142202,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Maria De La Concepcion Pal,,VE142203,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Polonia,,VE142204,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Zea,,VE142301,,,,,,Zea,,VE1423,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Caño El Tigre,,VE142302,,,,,,Zea,,VE1423,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Caucagua,,VE150101,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Aragõita,,VE150102,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Arvelo Gonzalez,,VE150103,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capaya,,VE150104,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Cafe,,VE150105,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Marizapa,,VE150106,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Panaquire,,VE150107,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ribas,,VE150108,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Jose De Barlovento,,VE150201,,,,,,Andres Bello,,VE1502,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Cumbo,,VE150202,,,,,,Andres Bello,,VE1502,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Baruta,,VE150301,,,,,,Baruta,,VE1503,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Cafetal,,VE150302,,,,,,Baruta,,VE1503,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Las Minas De Baruta,,VE150303,,,,,,Baruta,,VE1503,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Higuerote,,VE150401,,,,,,Brion,,VE1504,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Curiepe,,VE150402,,,,,,Brion,,VE1504,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tacarigua,,VE150403,,,,,,Brion,,VE1504,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Mamporal,,VE150501,,,,,,Buroz,,VE1505,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Carrizal,,VE150601,,,,,,Carrizal,,VE1506,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Chacao,,VE150701,,,,,,Chacao,,VE1507,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Charallave,,VE150801,,,,,,Cristobal Rojas,,VE1508,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Las Brisas,,VE150802,,,,,,Cristobal Rojas,,VE1508,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Hatillo,,VE150901,,,,,,El Hatillo,,VE1509,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Los Teques,,VE151001,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Altagracia De La Montaña,,VE151002,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Cecilio Acosta,,VE151003,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Jarillo,,VE151004,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Paracotos,,VE151005,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Pedro,,VE151006,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tacata,,VE151007,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Teresa Del Tuy,,VE151101,,,,,,Independencia,,VE1511,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Cartanal,,VE151102,,,,,,Independencia,,VE1511,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ocumare Del Tuy,,VE151201,,,,,,Lander,,VE1512,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Democracia,,VE151202,,,,,,Lander,,VE1512,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Barbara,,VE151203,,,,,,Lander,,VE1512,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Antonio De Los Altos,,VE151301,,,,,,Los Salias,,VE1513,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Rio Chico,,VE151401,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Guapo,,VE151402,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tacarigua De La Laguna,,VE151403,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Paparo,,VE151404,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Fernando Del Guapo,,VE151405,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Lucia,,VE151501,,,,,,Paz Castillo,,VE1515,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Cupira,,VE151601,,,,,,Pedro Gual,,VE1516,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Machurucuto,,VE151602,,,,,,Pedro Gual,,VE1516,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guarenas,,VE151701,,,,,,Plaza,,VE1517,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Francisco De Yare,,VE151801,,,,,,Simon Bolivar,,VE1518,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Antonio De Yare,,VE151802,,,,,,Simon Bolivar,,VE1518,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Petare,,VE151901,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Caucaguita,,VE151902,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Filas De Mariches,,VE151903,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Dolorita,,VE151904,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Leoncio Martinez,,VE151905,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Cua,,VE152001,,,,,,Urdaneta,,VE1520,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Nueva Cua,,VE152002,,,,,,Urdaneta,,VE1520,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guatire,,VE152101,,,,,,Zamora,,VE1521,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Bolivar,,VE152102,,,,,,Zamora,,VE1521,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Acosta,,VE160101,,,,,,Acosta,,VE1601,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Francisco,,VE160102,,,,,,Acosta,,VE1601,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Aguasay,,VE160201,,,,,,Aguasay,,VE1602,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Bolivar,,VE160301,,,,,,Bolivar,,VE1603,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Caripe,,VE160401,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Guacharo,,VE160402,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Guanota,,VE160403,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Sabana De Piedra,,VE160404,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Agustin,,VE160405,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Teresen,,VE160406,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Cedeño,,VE160501,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Areo,,VE160502,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Felix,,VE160503,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Viento  Fresco,,VE160504,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Ezequiel Zamora,,VE160601,,,,,,Ezequiel Zamora,,VE1606,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Tejero,,VE160602,,,,,,Ezequiel Zamora,,VE1606,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Libertador,,VE160701,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Chaguaramas,,VE160702,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Alhuacas,,VE160703,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tabasca,,VE160704,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Maturin,,VE160801,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Alto De Los Godos,,VE160802,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Boqueron,,VE160803,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Las Cocuizas,,VE160804,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Simon,,VE160805,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Cruz,,VE160806,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Corozo,,VE160807,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Furrial,,VE160808,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Jusepin,,VE160809,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La  Pica,,VE160810,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Vicente,,VE160811,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Piar,,VE160901,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Aparicio,,VE160902,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Chaguaramal,,VE160903,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Pinto,,VE160904,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guanaguana,,VE160905,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Toscana,,VE160906,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Taguaya,,VE160907,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Punceres,,VE161001,,,,,,Punceres,,VE1610,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Cachipo,,VE161002,,,,,,Punceres,,VE1610,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Santa Barbara,,VE161101,,,,,,Santa Barbara,,VE1611,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Sotillo,,VE161201,,,,,,Sotillo,,VE1612,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Los Barrancos De Fajardo,,VE161202,,,,,,Sotillo,,VE1612,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Uracoa,,VE161301,,,,,,Uracoa,,VE1613,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Antolin Del Campo,,VE170101,,,,,,Antolin Del Campo,,VE1701,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Arismendi,,VE170200,,,,,,Arismendi,,VE1702,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Diaz,,VE170301,,,,,,Diaz,,VE1703,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Zabala,,VE170302,,,,,,Diaz,,VE1703,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Garcia,,VE170401,,,,,,Garcia,,VE1704,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Francisco Fajardo,,VE170402,,,,,,Garcia,,VE1704,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Gomez,,VE170501,,,,,,Gomez,,VE1705,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Bolivar,,VE170502,,,,,,Gomez,,VE1705,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guevara,,VE170503,,,,,,Gomez,,VE1705,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Matasiete,,VE170504,,,,,,Gomez,,VE1705,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Sucre,,VE170505,,,,,,Gomez,,VE1705,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
