#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm4+code+v_numerodinatio,#adm4+name+i_spa+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:214:4:4020102,4020102,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40201,1603:45:16:214:4:4020102,Sabana del Puerto (D.M.),DO04020102,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020103,4020103,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40201,1603:45:16:214:4:4020103,Juma Bejucal (D.M.),DO04020103,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020104,4020104,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40201,1603:45:16:214:4:4020104,Arroyo Toro - Masipedro (D.M.),DO04020104,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020105,4020105,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40201,1603:45:16:214:4:4020105,Jayaco (D.M.),DO04020105,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020106,4020106,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40201,1603:45:16:214:4:4020106,La Salvia - Los Quemados (D.M.),DO04020106,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020201,4020201,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40202,1603:45:16:214:4:4020201,Maimón,DO04020201,Maimon,,,Municipio Maimón,DO040202,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020301,4020301,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40203,1603:45:16:214:4:4020301,Piedra Blanca,DO04020301,,,,Municipio Piedra Blanca,DO040203,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020302,4020302,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40203,1603:45:16:214:4:4020302,Villa de Sonador (D.M.),DO04020302,,,,Municipio Piedra Blanca,DO040203,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020303,4020303,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40203,1603:45:16:214:4:4020303,Juan Adrián (D.M.),DO04020303,Juan Adrian (D.M.),,,Municipio Piedra Blanca,DO040203,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030101,4030101,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40301,1603:45:16:214:4:4030101,Cotuí,DO04030101,Cotui,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030102,4030102,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40301,1603:45:16:214:4:4030102,Quita Sueño (D.M.),DO04030102,Quita Sueno (D.M.),,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030103,4030103,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40301,1603:45:16:214:4:4030103,Caballero (D.M.),DO04030103,,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030104,4030104,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40301,1603:45:16:214:4:4030104,Comedero Arriba (D.M.),DO04030104,,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030105,4030105,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40301,1603:45:16:214:4:4030105,Platanal (D.M.),DO04030105,,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030201,4030201,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40302,1603:45:16:214:4:4030201,Cevicos,DO04030201,,,,Municipio Cevicos,DO040302,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030202,4030202,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40302,1603:45:16:214:4:4030202,La Cueva (D.M.),DO04030202,,,,Municipio Cevicos,DO040302,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030301,4030301,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40303,1603:45:16:214:4:4030301,Fantino,DO04030301,,,,Municipio Fantino,DO040303,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030401,4030401,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40304,1603:45:16:214:4:4030401,La Mata,DO04030401,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030402,4030402,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40304,1603:45:16:214:4:4030402,La Bija (D.M.),DO04030402,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030403,4030403,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40304,1603:45:16:214:4:4030403,Angelina (D.M.),DO04030403,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4030404,4030404,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40304,1603:45:16:214:4:4030404,Hernando Alonzo (D.M.),DO04030404,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010101,5010101,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50101,1603:45:16:214:4:5010101,Comendador,DO05010101,,,,Municipio Comendador,DO050101,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010102,5010102,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50101,1603:45:16:214:4:5010102,Sabana Larga (D.M.),DO05010102,,,,Municipio Comendador,DO050101,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010103,5010103,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50101,1603:45:16:214:4:5010103,Guayabo (D.M.),DO05010103,,,,Municipio Comendador,DO050101,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010201,5010201,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50102,1603:45:16:214:4:5010201,Bánica,DO05010201,Banica,,,Municipio Bánica,DO050102,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010202,5010202,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50102,1603:45:16:214:4:5010202,Sabana Cruz (D.M.),DO05010202,,,,Municipio Bánica,DO050102,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010203,5010203,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50102,1603:45:16:214:4:5010203,Sabana Higüero (D.M.),DO05010203,Sabana Higuero (D.M.),,,Municipio Bánica,DO050102,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010301,5010301,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50103,1603:45:16:214:4:5010301,El Llano,DO05010301,,,,Municipio El Llano,DO050103,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010302,5010302,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50103,1603:45:16:214:4:5010302,Guanito (D.M.),DO05010302,,,,Municipio El Llano,DO050103,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010401,5010401,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50104,1603:45:16:214:4:5010401,Hondo Valle,DO05010401,,,,Municipio Hondo Valle,DO050104,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010402,5010402,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50104,1603:45:16:214:4:5010402,Rancho de la Guardia (D.M.),DO05010402,,,,Municipio Hondo Valle,DO050104,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010501,5010501,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50105,1603:45:16:214:4:5010501,Pedro Santana,DO05010501,,,,Municipio Pedro Santana,DO050105,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010502,5010502,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50105,1603:45:16:214:4:5010502,Río Limpio (D.M.),DO05010502,Rio Limpio (D.M.),,,Municipio Pedro Santana,DO050105,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5010601,5010601,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50106,1603:45:16:214:4:5010601,Juan Santiago,DO05010601,,,,Municipio Juan Santiago,DO050106,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020101,5020101,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020101,San Juan,DO05020101,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020102,5020102,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020102,Pedro Corto (D.M.),DO05020102,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020103,5020103,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020103,Sabaneta (D.M.),DO05020103,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020104,5020104,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020104,Sabana Alta (D.M.),DO05020104,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020105,5020105,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020105,El Rosario (D.M.),DO05020105,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020106,5020106,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020106,Hato del Padre (D.M.),DO05020106,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020107,5020107,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020107,Guanito (D.M.),DO05020107,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020108,5020108,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020108,La Jagua (D.M.),DO05020108,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020109,5020109,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020109,Las Maguanas-Hato Nuevo (D.M.),DO05020109,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020110,5020110,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020110,Las Charcas de María Nova (D.M.),DO05020110,Las Charcas de Maria Nova (D.M.),,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020111,5020111,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,1603:45:16:214:4:5020111,Las Zanjas (D.M.),DO05020111,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020201,5020201,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50202,1603:45:16:214:4:5020201,Bohechío,DO05020201,Bohechio,,,Municipio Bohechío,DO050202,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020202,5020202,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50202,1603:45:16:214:4:5020202,Arroyo Cano (D.M.),DO05020202,,,,Municipio Bohechío,DO050202,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020203,5020203,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50202,1603:45:16:214:4:5020203,Yaque (D.M.),DO05020203,,,,Municipio Bohechío,DO050202,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020301,5020301,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50203,1603:45:16:214:4:5020301,El Cercado,DO05020301,,,,Municipio El Cercado,DO050203,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020302,5020302,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50203,1603:45:16:214:4:5020302,Derrumbadero (D.M.),DO05020302,,,,Municipio El Cercado,DO050203,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020303,5020303,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50203,1603:45:16:214:4:5020303,Batista (D.M.),DO05020303,,,,Municipio El Cercado,DO050203,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020401,5020401,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50204,1603:45:16:214:4:5020401,Juan de Herrera,DO05020401,,,,Municipio Juan de Herrera,DO050204,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020402,5020402,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50204,1603:45:16:214:4:5020402,Jínova (D.M.),DO05020402,Jinova (D.M.),,,Municipio Juan de Herrera,DO050204,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020501,5020501,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50205,1603:45:16:214:4:5020501,Las Matas de Farfán,DO05020501,Las Matas de Farfan,,,Municipio Las Matas de Farfán,DO050205,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020502,5020502,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50205,1603:45:16:214:4:5020502,Matayaya (D.M.),DO05020502,,,,Municipio Las Matas de Farfán,DO050205,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020503,5020503,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50205,1603:45:16:214:4:5020503,Carrera de Yeguas (D.M.),DO05020503,,,,Municipio Las Matas de Farfán,DO050205,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020601,5020601,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50206,1603:45:16:214:4:5020601,Vallejuelo,DO05020601,,,,Municipio Vallejuelo,DO050206,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:5020602,5020602,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50206,1603:45:16:214:4:5020602,Jorjillo (D.M.),DO05020602,,,,Municipio Vallejuelo,DO050206,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010101,6010101,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60101,1603:45:16:214:4:6010101,Neiba,DO06010101,,,,Municipio Neiba,DO060101,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010102,6010102,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60101,1603:45:16:214:4:6010102,El Palmar (D.M.),DO06010102,,,,Municipio Neiba,DO060101,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010201,6010201,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60102,1603:45:16:214:4:6010201,Galván,DO06010201,Galvan,,,Municipio Galván,DO060102,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010202,6010202,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60102,1603:45:16:214:4:6010202,El Salado (D.M.),DO06010202,,,,Municipio Galván,DO060102,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010301,6010301,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,1603:45:16:214:4:6010301,Tamayo,DO06010301,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010302,6010302,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,1603:45:16:214:4:6010302,Uvilla (D.M.),DO06010302,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010303,6010303,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,1603:45:16:214:4:6010303,Santana (D.M.),DO06010303,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010304,6010304,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,1603:45:16:214:4:6010304,Monserrate (Montserrat) (D.M.),DO06010304,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010305,6010305,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,1603:45:16:214:4:6010305,Cabeza de Toro (D.M.),DO06010305,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010306,6010306,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,1603:45:16:214:4:6010306,Mena (D.M.),DO06010306,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010307,6010307,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,1603:45:16:214:4:6010307,Santa Bárbara el 6 (D.M.),DO06010307,Santa Barbara el 6 (D.M.),,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010401,6010401,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60104,1603:45:16:214:4:6010401,Villa Jaragua,DO06010401,,,,Municipio Villa Jaragua,DO060104,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010501,6010501,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60105,1603:45:16:214:4:6010501,Los Ríos,DO06010501,Los Rios,,,Municipio Los Ríos,DO060105,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6010502,6010502,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60105,1603:45:16:214:4:6010502,Las Clavellinas (D.M.),DO06010502,,,,Municipio Los Ríos,DO060105,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020101,6020101,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60201,1603:45:16:214:4:6020101,Barahona,DO06020101,,,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020102,6020102,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60201,1603:45:16:214:4:6020102,El Cachón (D.M.),DO06020102,El Cachon (D.M.),,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020103,6020103,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60201,1603:45:16:214:4:6020103,La Guázara (D.M.),DO06020103,La Guazara (D.M.),,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020104,6020104,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60201,1603:45:16:214:4:6020104,Villa Central (D.M.),DO06020104,,,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
