#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:120:3:7005005,7005005,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7005,1603:45:16:120:3:7005005,Bamenda 3rd,,CM007005005,,,,,,Mezam,,CM007005,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7005006,7005006,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7005,1603:45:16:120:3:7005006,Santa,,CM007005006,,,,,,Mezam,,CM007005,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7005007,7005007,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7005,1603:45:16:120:3:7005007,Tubah,,CM007005007,,,,,,Mezam,,CM007005,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7006001,7006001,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7006,1603:45:16:120:3:7006001,Batibo,,CM007006001,,,,,,Momo,,CM007006,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7006002,7006002,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7006,1603:45:16:120:3:7006002,Mbengwi,,CM007006002,,,,,,Momo,,CM007006,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7006003,7006003,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7006,1603:45:16:120:3:7006003,Ngie,,CM007006003,,,,,,Momo,,CM007006,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7006004,7006004,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7006,1603:45:16:120:3:7006004,Njikwa,,CM007006004,,,,,,Momo,,CM007006,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7006005,7006005,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7006,1603:45:16:120:3:7006005,Widikum,,CM007006005,,,,,,Momo,,CM007006,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7007001,7007001,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7007,1603:45:16:120:3:7007001,Babessi,,CM007007001,,,,,,Ngo-Ketunjia,,CM007007,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7007002,7007002,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7007,1603:45:16:120:3:7007002,Balikumbat,,CM007007002,,,,,,Ngo-Ketunjia,,CM007007,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7007003,7007003,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7007,1603:45:16:120:3:7007003,Ndop,,CM007007003,,,,,,Ngo-Ketunjia,,CM007007,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8001001,8001001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8001,1603:45:16:120:3:8001001,Babadjou,,CM008001001,,,,,,Bamboutos,,CM008001,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8001002,8001002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8001,1603:45:16:120:3:8001002,Batcham,,CM008001002,,,,,,Bamboutos,,CM008001,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8001003,8001003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8001,1603:45:16:120:3:8001003,Galim,,CM008001003,,,,,,Bamboutos,,CM008001,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8001004,8001004,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8001,1603:45:16:120:3:8001004,Mbouda,,CM008001004,,,,,,Bamboutos,,CM008001,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8002001,8002001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8002,1603:45:16:120:3:8002001,Bafang,,CM008002001,,,,,,Haut-Nkam,,CM008002,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8002002,8002002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8002,1603:45:16:120:3:8002002,Bakou,,CM008002002,,,,,,Haut-Nkam,,CM008002,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8002003,8002003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8002,1603:45:16:120:3:8002003,Bana,,CM008002003,,,,,,Haut-Nkam,,CM008002,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8002004,8002004,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8002,1603:45:16:120:3:8002004,Bandja,,CM008002004,,,,,,Haut-Nkam,,CM008002,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8002005,8002005,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8002,1603:45:16:120:3:8002005,Banka,,CM008002005,,,,,,Haut-Nkam,,CM008002,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8002006,8002006,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8002,1603:45:16:120:3:8002006,Banwa,,CM008002006,,,,,,Haut-Nkam,,CM008002,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8002007,8002007,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8002,1603:45:16:120:3:8002007,Kekem,,CM008002007,,,,,,Haut-Nkam,,CM008002,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8003001,8003001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8003,1603:45:16:120:3:8003001,Baham,,CM008003001,,,,,,Hauts-Plateaux,,CM008003,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8003002,8003002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8003,1603:45:16:120:3:8003002,Bamendjou,,CM008003002,,,,,,Hauts-Plateaux,,CM008003,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8003003,8003003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8003,1603:45:16:120:3:8003003,Bangou,,CM008003003,,,,,,Hauts-Plateaux,,CM008003,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8003004,8003004,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8003,1603:45:16:120:3:8003004,Batie,,CM008003004,,,,,,Hauts-Plateaux,,CM008003,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8004001,8004001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8004,1603:45:16:120:3:8004001,Bayangam,,CM008004001,,,,,,Koung-Khi,,CM008004,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8004002,8004002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8004,1603:45:16:120:3:8004002,Djebem,,CM008004002,,,,,,Koung-Khi,,CM008004,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8004003,8004003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8004,1603:45:16:120:3:8004003,Poumougne,,CM008004003,,,,,,Koung-Khi,,CM008004,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8005001,8005001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8005,1603:45:16:120:3:8005001,Dschang,,CM008005001,,,,,,Menoua,,CM008005,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8005002,8005002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8005,1603:45:16:120:3:8005002,Fokoue,,CM008005002,,,,,,Menoua,,CM008005,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8005003,8005003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8005,1603:45:16:120:3:8005003,Fongo-Tongo,,CM008005003,,,,,,Menoua,,CM008005,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8005004,8005004,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8005,1603:45:16:120:3:8005004,Nkong-Ni,,CM008005004,,,,,,Menoua,,CM008005,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8005005,8005005,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8005,1603:45:16:120:3:8005005,Penka-Michel,,CM008005005,,,,,,Menoua,,CM008005,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8005006,8005006,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8005,1603:45:16:120:3:8005006,Santchou,,CM008005006,,,,,,Menoua,,CM008005,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8006001,8006001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8006,1603:45:16:120:3:8006001,Bafoussam 1er,,CM008006001,,,,,,Mifi,,CM008006,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8006002,8006002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8006,1603:45:16:120:3:8006002,Bafoussam 2e,,CM008006002,,,,,,Mifi,,CM008006,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8006003,8006003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8006,1603:45:16:120:3:8006003,Bafoussam 3e,,CM008006003,,,,,,Mifi,,CM008006,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8007001,8007001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8007,1603:45:16:120:3:8007001,Bangangte,,CM008007001,,,,,,Ndé,,CM008007,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8007002,8007002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8007,1603:45:16:120:3:8007002,Bassamba,,CM008007002,,,,,,Ndé,,CM008007,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8007003,8007003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8007,1603:45:16:120:3:8007003,Bazou,,CM008007003,,,,,,Ndé,,CM008007,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8007004,8007004,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8007,1603:45:16:120:3:8007004,Tonga,,CM008007004,,,,,,Ndé,,CM008007,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008001,8008001,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008001,Bangourain,,CM008008001,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008002,8008002,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008002,Foumban,,CM008008002,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008003,8008003,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008003,Foumbot,,CM008008003,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008004,8008004,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008004,Kouoptamo,,CM008008004,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008005,8008005,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008005,Koutaba,,CM008008005,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008006,8008006,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008006,Magba,,CM008008006,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008007,8008007,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008007,Malantouen,,CM008008007,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008008,8008008,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008008,Massangam,,CM008008008,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:8008009,8008009,1603:45:16:120:0,1603:45:16:120:1:8,1603:45:16:120:2:8008,1603:45:16:120:3:8008009,Njimom,,CM008008009,,,,,,Noun,,CM008008,Ouest,West,CM008,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001001,9001001,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001001,Bengbis,,CM009001001,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001002,9001002,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001002,Djoum,,CM009001002,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001003,9001003,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001003,Meyomessala,,CM009001003,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001004,9001004,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001004,Meyomessi,,CM009001004,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001005,9001005,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001005,Mintom,,CM009001005,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001006,9001006,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001006,Oveng,,CM009001006,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001007,9001007,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001007,Sangmelima,,CM009001007,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9001008,9001008,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9001,1603:45:16:120:3:9001008,Zoetele,,CM009001008,,,,,,Dja-et-Lobo,,CM009001,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002001,9002001,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002001,Biwong-Bane,,CM009002001,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002002,9002002,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002002,Biwong-Bulu,,CM009002002,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002003,9002003,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002003,Ebolowa 1er,,CM009002003,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002004,9002004,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002004,Ebolowa 2e,,CM009002004,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002005,9002005,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002005,Efoulan,,CM009002005,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002006,9002006,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002006,Mengong,,CM009002006,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002007,9002007,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002007,Mvangane,,CM009002007,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9002008,9002008,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9002,1603:45:16:120:3:9002008,Ngoulemakong,,CM009002008,,,,,,Mvila,,CM009002,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003001,9003001,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003001,Akom 2,,CM009003001,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003002,9003002,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003002,Bipindi,,CM009003002,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003003,9003003,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003003,Campo,,CM009003003,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003004,9003004,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003004,Kribi 1er,,CM009003004,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003005,9003005,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003005,Kribi 2e,,CM009003005,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003006,9003006,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003006,Lokoundje,,CM009003006,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003007,9003007,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003007,Lolodorf,,CM009003007,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003008,9003008,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003008,Mvengue,,CM009003008,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9003009,9003009,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9003,1603:45:16:120:3:9003009,Niete,,CM009003009,,,,,,Océan,,CM009003,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9004001,9004001,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9004,1603:45:16:120:3:9004001,Ambam,,CM009004001,,,,,,Vallée-du-Ntem,,CM009004,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9004002,9004002,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9004,1603:45:16:120:3:9004002,Kye-Ossi,,CM009004002,,,,,,Vallée-du-Ntem,,CM009004,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9004003,9004003,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9004,1603:45:16:120:3:9004003,Maan,,CM009004003,,,,,,Vallée-du-Ntem,,CM009004,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:9004004,9004004,1603:45:16:120:0,1603:45:16:120:1:9,1603:45:16:120:2:9004,1603:45:16:120:3:9004004,Olamze,,CM009004004,,,,,,Vallée-du-Ntem,,CM009004,Sud,South,CM009,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10001001,10001001,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10001,1603:45:16:120:3:10001001,Buea,,CM010001001,,,,,,Fako,,CM010001,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10001002,10001002,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10001,1603:45:16:120:3:10001002,Limbe 1st,,CM010001002,,,,,,Fako,,CM010001,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10001003,10001003,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10001,1603:45:16:120:3:10001003,Limbe 2nd,,CM010001003,,,,,,Fako,,CM010001,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10001004,10001004,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10001,1603:45:16:120:3:10001004,Limbe 3rd,,CM010001004,,,,,,Fako,,CM010001,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10001005,10001005,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10001,1603:45:16:120:3:10001005,Muyuka,,CM010001005,,,,,,Fako,,CM010001,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10001006,10001006,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10001,1603:45:16:120:3:10001006,Tiko,,CM010001006,,,,,,Fako,,CM010001,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10001007,10001007,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10001,1603:45:16:120:3:10001007,West-Coast,,CM010001007,,,,,,Fako,,CM010001,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10002001,10002001,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10002,1603:45:16:120:3:10002001,Bangem,,CM010002001,,,,,,Kupe-Manenguba,,CM010002,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
