#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:862:2:101,101,1603:45:16:862:0,1603:45:16:862:1:1,1603:45:16:862:2:101,Libertador,,VE0101,,,,,,Distrito Federal,,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1604,1604,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1604,Caripe,,VE1604,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1605,1605,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1605,Cedeño,,VE1605,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1606,1606,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1606,Ezequiel Zamora,,VE1606,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1607,1607,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1607,Libertador,,VE1607,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1608,1608,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1608,Maturin,,VE1608,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1609,1609,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1609,Piar,,VE1609,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1610,1610,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1610,Punceres,,VE1610,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1611,1611,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1611,Santa Barbara,,VE1611,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1612,1612,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1612,Sotillo,,VE1612,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1613,1613,1603:45:16:862:0,1603:45:16:862:1:16,1603:45:16:862:2:1613,Uracoa,,VE1613,,,,,,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1701,1701,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1701,Antolin Del Campo,,VE1701,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1702,1702,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1702,Arismendi,,VE1702,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1703,1703,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1703,Diaz,,VE1703,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1704,1704,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1704,Garcia,,VE1704,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1705,1705,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1705,Gomez,,VE1705,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1706,1706,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1706,Maneiro,,VE1706,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1707,1707,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1707,Marcano,,VE1707,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1708,1708,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1708,Mariño,,VE1708,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1709,1709,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1709,Peninsula De Macan,,VE1709,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1710,1710,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1710,Tubores,,VE1710,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1711,1711,1603:45:16:862:0,1603:45:16:862:1:17,1603:45:16:862:2:1711,Villalba,,VE1711,,,,,,Nueva Esparta,,VE17,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1801,1801,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1801,Agua Blanca,,VE1801,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1802,1802,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1802,Araure,,VE1802,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1803,1803,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1803,Esteller,,VE1803,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1804,1804,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1804,Guanare,,VE1804,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1805,1805,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1805,Guanarito,,VE1805,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1806,1806,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1806,Monseñor Jose Vice,,VE1806,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1807,1807,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1807,Ospino,,VE1807,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1808,1808,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1808,Paez,,VE1808,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1809,1809,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1809,Papelon,,VE1809,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1810,1810,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1810,San Genaro De Boco,,VE1810,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1811,1811,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1811,San Rafael De Onot,,VE1811,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1812,1812,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1812,Santa Rosalia,,VE1812,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1813,1813,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1813,Sucre,,VE1813,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1814,1814,1603:45:16:862:0,1603:45:16:862:1:18,1603:45:16:862:2:1814,Turen,,VE1814,,,,,,Portuguesa,,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1901,1901,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1901,Andres Eloy Blanco,,VE1901,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1902,1902,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1902,Andres Mata,,VE1902,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1903,1903,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1903,Arismendi,,VE1903,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1904,1904,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1904,Benitez,,VE1904,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1905,1905,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1905,Bermudez,,VE1905,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1906,1906,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1906,Bolivar,,VE1906,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1907,1907,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1907,Cajigal,,VE1907,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1908,1908,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1908,Cruz Salmeron Acos,,VE1908,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1909,1909,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1909,Libertador,,VE1909,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1910,1910,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1910,Mariño,,VE1910,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1911,1911,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1911,Mejia,,VE1911,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1912,1912,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1912,Montes,,VE1912,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1913,1913,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1913,Ribero,,VE1913,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1914,1914,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1914,Sucre,,VE1914,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:1915,1915,1603:45:16:862:0,1603:45:16:862:1:19,1603:45:16:862:2:1915,Valdez,,VE1915,,,,,,Sucre,,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2001,2001,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2001,Andres Bello,,VE2001,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2002,2002,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2002,Antonio Romulo Cos,,VE2002,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2003,2003,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2003,Ayacucho,,VE2003,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2004,2004,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2004,Bolivar,,VE2004,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2005,2005,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2005,Cardenas,,VE2005,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2006,2006,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2006,Cordoba,,VE2006,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2007,2007,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2007,Fernandez Feo,,VE2007,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2008,2008,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2008,Francisco De Miran,,VE2008,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2009,2009,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2009,Garcia De Hevia,,VE2009,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2010,2010,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2010,Guasimos,,VE2010,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2011,2011,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2011,Independencia,,VE2011,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2012,2012,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2012,Jauregui,,VE2012,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2013,2013,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2013,Jose Maria Vargas,,VE2013,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2014,2014,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2014,Junin,,VE2014,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2015,2015,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2015,Libertad,,VE2015,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2016,2016,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2016,Libertador,,VE2016,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2017,2017,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2017,Lobatera,,VE2017,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2018,2018,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2018,Michelena,,VE2018,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2019,2019,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2019,Panamericano,,VE2019,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2020,2020,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2020,Pedro Maria Ureña,,VE2020,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2021,2021,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2021,Rafael Urdaneta,,VE2021,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2022,2022,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2022,Samuel Dario Maldo,,VE2022,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2023,2023,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2023,San Cristobal,,VE2023,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2024,2024,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2024,Seboruco,,VE2024,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2025,2025,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2025,Simon Rodriguez,,VE2025,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2026,2026,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2026,Sucre,,VE2026,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2027,2027,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2027,Torbes,,VE2027,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2028,2028,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2028,Uribante,,VE2028,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2029,2029,1603:45:16:862:0,1603:45:16:862:1:20,1603:45:16:862:2:2029,San Judas Tadeo,,VE2029,,,,,,Tachira,,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2101,2101,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2101,Andres Bello,,VE2101,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2102,2102,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2102,Bocono,,VE2102,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2103,2103,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2103,Bolivar,,VE2103,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2104,2104,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2104,Candelaria,,VE2104,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2105,2105,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2105,Carache,,VE2105,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2106,2106,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2106,Escuque,,VE2106,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2107,2107,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2107,Jose Felipe Marque,,VE2107,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2108,2108,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2108,Juan Vicente Campo,,VE2108,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2109,2109,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2109,La Ceiba,,VE2109,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2110,2110,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2110,Miranda,,VE2110,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2111,2111,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2111,Monte Carmelo,,VE2111,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2112,2112,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2112,Motatan,,VE2112,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2113,2113,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2113,Pampan,,VE2113,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2114,2114,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2114,Pampanito,,VE2114,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2115,2115,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2115,Rafael Rangel,,VE2115,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2116,2116,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2116,San Rafael De Carv,,VE2116,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2117,2117,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2117,Sucre,,VE2117,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2118,2118,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2118,Trujillo,,VE2118,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2119,2119,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2119,Urdaneta,,VE2119,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2120,2120,1603:45:16:862:0,1603:45:16:862:1:21,1603:45:16:862:2:2120,Valera,,VE2120,,,,,,Trujillo,,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2201,2201,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2201,Aristides Bastidas,,VE2201,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
