#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:626:3:60201,60201,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:602,1603:45:16:626:3:60201,Santa Cruz,TL060201,,,,Nain Feto,TL0602,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60202,60202,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:602,1603:45:16:626:3:60202,Acadiru Hun,TL060202,,,,Nain Feto,TL0602,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60203,60203,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:602,1603:45:16:626:3:60203,Bemori,TL060203,,,,Nain Feto,TL0602,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60204,60204,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:602,1603:45:16:626:3:60204,Lahane Oriental,TL060204,,,,Nain Feto,TL0602,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60205,60205,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:602,1603:45:16:626:3:60205,Bidau Lecidere,TL060205,,,,Nain Feto,TL0602,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60206,60206,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:602,1603:45:16:626:3:60206,Gricenfor,TL060206,,,,Nain Feto,TL0602,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60301,60301,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:603,1603:45:16:626:3:60301,Sabuli,TL060301,,,,Metinaro,TL0603,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60302,60302,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:603,1603:45:16:626:3:60302,Duyung (Sereia),TL060302,,,,Metinaro,TL0603,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60401,60401,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:604,1603:45:16:626:3:60401,Atauro Vila/Maumeta,TL060401,,,,Atauro,TL0604,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60402,60402,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:604,1603:45:16:626:3:60402,Maquili,TL060402,,,,Atauro,TL0604,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60403,60403,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:604,1603:45:16:626:3:60403,Beloi,TL060403,,,,Atauro,TL0604,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60404,60404,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:604,1603:45:16:626:3:60404,Macadade,TL060404,,,,Atauro,TL0604,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60405,60405,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:604,1603:45:16:626:3:60405,Biceli,TL060405,,,,Atauro,TL0604,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60501,60501,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:605,1603:45:16:626:3:60501,Fatuhada,TL060501,,,,Dom Aleixo,TL0605,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60502,60502,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:605,1603:45:16:626:3:60502,Kampung Alor,TL060502,,,,Dom Aleixo,TL0605,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60503,60503,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:605,1603:45:16:626:3:60503,Comoro,TL060503,,,,Dom Aleixo,TL0605,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60504,60504,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:605,1603:45:16:626:3:60504,Bairro Pite,TL060504,,,,Dom Aleixo,TL0605,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60601,60601,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,1603:45:16:626:3:60601,Culu Hun,TL060601,,,,Cristo Rei,TL0606,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60602,60602,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,1603:45:16:626:3:60602,Becora,TL060602,,,,Cristo Rei,TL0606,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60603,60603,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,1603:45:16:626:3:60603,Camea,TL060603,,,,Cristo Rei,TL0606,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60604,60604,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,1603:45:16:626:3:60604,Hera,TL060604,,,,Cristo Rei,TL0606,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60605,60605,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,1603:45:16:626:3:60605,Balibar,TL060605,,,,Cristo Rei,TL0606,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60606,60606,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,1603:45:16:626:3:60606,Meti Aut,TL060606,,,,Cristo Rei,TL0606,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:60607,60607,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,1603:45:16:626:3:60607,Bidau Santana,TL060607,,,,Cristo Rei,TL0606,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70101,70101,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70101,Lihu,TL070101,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70102,70102,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70102,Matata,TL070102,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70103,70103,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70103,Tocoluli,TL070103,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70104,70104,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70104,Fatuquero,TL070104,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70105,70105,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70105,Rrailaco Craic,TL070105,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70106,70106,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70106,Rrailaco Leten,TL070106,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70107,70107,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70107,Samalete,TL070107,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70108,70108,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70108,Deleco,TL070108,,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70109,70109,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,1603:45:16:626:3:70109,Taraço,TL070109,Taraco,,,Railaco,TL0701,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70201,70201,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70201,Poetete,TL070201,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70202,70202,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70202,Ponilala,TL070202,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70203,70203,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70203,Talimoro,TL070203,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70204,70204,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70204,Mirtutu,TL070204,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70205,70205,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70205,Leguimea,TL070205,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70206,70206,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70206,Humboe,TL070206,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70207,70207,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70207,Riheu,TL070207,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70208,70208,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70208,Lauala,TL070208,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70209,70209,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70209,Raimerhei,TL070209,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70210,70210,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,1603:45:16:626:3:70210,Estado,TL070210,,,,Ermera,TL0702,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70301,70301,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70301,Ducurai,TL070301,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70302,70302,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70302,Haupu,TL070302,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70303,70303,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70303,Lauana,TL070303,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70304,70304,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70304,Catrai-Craic,TL070304,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70305,70305,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70305,Catrai Leten,TL070305,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70306,70306,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70306,Goulolo,TL070306,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70307,70307,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70307,Eraulo,TL070307,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70308,70308,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,1603:45:16:626:3:70308,Hatugau,TL070308,,,,Letefoho,TL0703,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70401,70401,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70401,Paramin,TL070401,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70402,70402,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70402,Atara,TL070402,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70403,70403,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70403,Baboi Craic,TL070403,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70404,70404,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70404,Obulo,TL070404,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70405,70405,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70405,Lasaun,TL070405,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70406,70406,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70406,Batumanu,TL070406,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70407,70407,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70407,Tiarlelo,TL070407,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70408,70408,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70408,Laubono,TL070408,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70409,70409,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70409,Atadame/Malabe,TL070409,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70410,70410,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70410,Leimea Leten,TL070410,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70411,70411,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70411,Laclo,TL070411,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70412,70412,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,1603:45:16:626:3:70412,Beboi Leten,TL070412,,,,Atsabe,TL0704,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70501,70501,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70501,Lemia Sorimbalu,TL070501,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70502,70502,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70502,Coliate-Leotelo,TL070502,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70503,70503,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70503,Asulau,TL070503,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70504,70504,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70504,Ailelo,TL070504,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70505,70505,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70505,Leimeacraic,TL070505,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70506,70506,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70506,Samara,TL070506,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70507,70507,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70507,Manusae,TL070507,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70508,70508,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70508,Hatolia,TL070508,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70509,70509,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70509,Urahou,TL070509,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70510,70510,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70510,Mau-Ubu,TL070510,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70511,70511,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70511,Lissapat,TL070511,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70512,70512,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70512,Fatubolu,TL070512,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:70513,70513,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,1603:45:16:626:3:70513,Fatuessi,TL070513,,,,Hatolia,TL0705,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80101,80101,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80101,Fatumasi,TL080101,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80102,80102,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80102,Fahilebo,TL080102,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80103,80103,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80103,Tibar,TL080103,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80104,80104,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80104,Motaulun,TL080104,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80105,80105,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80105,Metagou,TL080105,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80106,80106,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80106,Lauhata,TL080106,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80107,80107,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80107,Leorema,TL080107,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80108,80108,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80108,Maumeta,TL080108,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80109,80109,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,1603:45:16:626:3:80109,Ulmera,TL080109,,,,Bazartete,TL0801,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80201,80201,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,1603:45:16:626:3:80201,Dato,TL080201,,,,Liquiçá,TL0802,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80202,80202,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,1603:45:16:626:3:80202,Loidahar,TL080202,,,,Liquiçá,TL0802,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80203,80203,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,1603:45:16:626:3:80203,Darulete,TL080203,,,,Liquiçá,TL0802,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80204,80204,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,1603:45:16:626:3:80204,Luculai,TL080204,,,,Liquiçá,TL0802,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80205,80205,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,1603:45:16:626:3:80205,Hatuquessi,TL080205,,,,Liquiçá,TL0802,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80206,80206,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,1603:45:16:626:3:80206,Açumano,TL080206,Acumano,,,Liquiçá,TL0802,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80207,80207,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,1603:45:16:626:3:80207,Leoteala,TL080207,,,,Liquiçá,TL0802,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80301,80301,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,1603:45:16:626:3:80301,Lissadila,TL080301,,,,Maubara,TL0803,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80302,80302,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,1603:45:16:626:3:80302,Guiço,TL080302,Guico,,,Maubara,TL0803,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80303,80303,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,1603:45:16:626:3:80303,Vatuvou,TL080303,,,,Maubara,TL0803,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80304,80304,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,1603:45:16:626:3:80304,Vatuboro,TL080304,,,,Maubara,TL0803,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80305,80305,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,1603:45:16:626:3:80305,Maubaralissa,TL080305,,,,Maubara,TL0803,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80306,80306,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,1603:45:16:626:3:80306,Vaviquinia,TL080306,,,,Maubara,TL0803,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:80307,80307,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,1603:45:16:626:3:80307,Gugleur,TL080307,,,,Maubara,TL0803,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90101,90101,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90101,Bauro,TL090101,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90102,90102,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90102,Fuiloro,TL090102,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90103,90103,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90103,Home,TL090103,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
