#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:591:3:120105,120105,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1201,1603:45:16:591:3:120105,Saboga,PA120105,,,,Balboa,PA1201,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120106,120106,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1201,1603:45:16:591:3:120106,San Miguel,PA120106,San Miguel,,,Balboa,PA1201,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120201,120201,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120201,Cañita,PA120201,Canita,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120202,120202,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120202,Chepillo,PA120202,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120203,120203,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120203,Chepo,PA120203,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120204,120204,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120204,El Llano,PA120204,El Llano,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120205,120205,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120205,Kuna de Madungandí,PA120205,Kuna de Madungandi,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120206,120206,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120206,Las Margaritas,PA120206,Las Margaritas,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120207,120207,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120207,Santa Cruz de Chinina,PA120207,Santa Cruz de Chinina,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120208,120208,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,1603:45:16:591:3:120208,Tortí,PA120208,Torti,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120301,120301,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1203,1603:45:16:591:3:120301,Brujas,PA120301,,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120302,120302,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1203,1603:45:16:591:3:120302,Chimán,PA120302,Chiman,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120303,120303,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1203,1603:45:16:591:3:120303,Gonzalo Vasquez,PA120303,Gonzalo Vasquez,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120304,120304,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1203,1603:45:16:591:3:120304,Pasiga,PA120304,,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120305,120305,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1203,1603:45:16:591:3:120305,Unión Santeña,PA120305,Union Santena,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120401,120401,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120401,Ancón,PA120401,Ancon,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120402,120402,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120402,Bella Vista,PA120402,Bella Vista,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120403,120403,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120403,Betania,PA120403,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120404,120404,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120404,Chilibre,PA120404,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120405,120405,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120405,Curundú,PA120405,Curundu,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120406,120406,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120406,El Chorrillo,PA120406,El Chorrillo,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120407,120407,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120407,Juan Díaz,PA120407,Juan Diaz,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120408,120408,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120408,La Exposición o Calidonia,PA120408,La Exposicion o Calidonia,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120409,120409,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120409,Las Cumbres,PA120409,Las Cumbres,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120410,120410,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120410,Pacora,PA120410,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120411,120411,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120411,Parque Lefevre,PA120411,Parque Lefevre,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120412,120412,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120412,Pedregal,PA120412,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120413,120413,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120413,Pueblo Nuevo,PA120413,Pueblo Nuevo,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120414,120414,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120414,Río Abajo,PA120414,Rio Abajo,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120415,120415,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120415,San Felipe,PA120415,San Felipe,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120416,120416,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120416,San Francisco,PA120416,San Francisco,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120417,120417,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120417,San Martín,PA120417,San Martin,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120418,120418,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120418,Santa Ana,PA120418,Santa Ana,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120419,120419,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,1603:45:16:591:3:120419,Tocumen,PA120419,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120501,120501,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120501,Amelia Denis de Icaza,PA120501,Amelia Denis de Icaza,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120502,120502,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120502,Arnulfo Arias,PA120502,Arnulfo Arias,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120503,120503,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120503,Belisario Frías,PA120503,Belisario Frias,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120504,120504,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120504,Belisario Porras,PA120504,Belisario Porras,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120505,120505,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120505,José Domingo Espinar,PA120505,Jose Domingo Espinar,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120506,120506,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120506,Mateo Iturralde,PA120506,Mateo Iturralde,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120507,120507,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120507,Omar Torrijos,PA120507,Omar Torrijos,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120508,120508,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120508,Rufina Alfaro,PA120508,Rufina Alfaro,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120509,120509,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,1603:45:16:591:3:120509,Victoriano Lorenzo,PA120509,Victoriano Lorenzo,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120601,120601,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1206,1603:45:16:591:3:120601,Otoque Occidente,PA120601,Otoque Occidente,,,Taboga,PA1206,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120602,120602,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1206,1603:45:16:591:3:120602,Otoque Oriente,PA120602,Otoque Oriente,,,Taboga,PA1206,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120603,120603,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1206,1603:45:16:591:3:120603,Taboga,PA120603,,,,Taboga,PA1206,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130101,130101,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1301,1603:45:16:591:3:130101,Atalaya,PA130101,,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130102,130102,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1301,1603:45:16:591:3:130102,El Barrito,PA130102,El Barrito,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130103,130103,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1301,1603:45:16:591:3:130103,La Carrillo,PA130103,La Carrillo,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130104,130104,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1301,1603:45:16:591:3:130104,La Montañuela,PA130104,La Montanuela,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130105,130105,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1301,1603:45:16:591:3:130105,San Antonio,PA130105,San Antonio,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130201,130201,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130201,Barnizal,PA130201,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130202,130202,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130202,Calobre,PA130202,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130203,130203,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130203,Chitra,PA130203,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130204,130204,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130204,El Cocla,PA130204,El Cocla,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130205,130205,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130205,El Potrero,PA130205,El Potrero,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130206,130206,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130206,La Laguna,PA130206,La Laguna,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130207,130207,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130207,La Raya de Calobre,PA130207,La Raya de Calobre,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130208,130208,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130208,La Tetilla,PA130208,La Tetilla,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130209,130209,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130209,La Yeguada,PA130209,La Yeguada,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130210,130210,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130210,Las Guías,PA130210,Las Guias,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130211,130211,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130211,Monjarás,PA130211,Monjaras,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130212,130212,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,1603:45:16:591:3:130212,San José,PA130212,San Jose,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130301,130301,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1303,1603:45:16:591:3:130301,Cañazas,PA130301,Canazas,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130302,130302,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1303,1603:45:16:591:3:130302,Cerro de Plata,PA130302,Cerro de Plata,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130303,130303,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1303,1603:45:16:591:3:130303,El Picador,PA130303,El Picador,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130304,130304,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1303,1603:45:16:591:3:130304,Los Valles,PA130304,Los Valles,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130305,130305,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1303,1603:45:16:591:3:130305,San José,PA130305,San Jose,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130306,130306,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1303,1603:45:16:591:3:130306,San Marcelo,PA130306,San Marcelo,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130401,130401,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1304,1603:45:16:591:3:130401,Bisvalles,PA130401,,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130402,130402,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1304,1603:45:16:591:3:130402,Boró,PA130402,Boro,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130403,130403,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1304,1603:45:16:591:3:130403,La Mesa,PA130403,La Mesa,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130404,130404,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1304,1603:45:16:591:3:130404,Llano Grande,PA130404,Llano Grande,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130405,130405,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1304,1603:45:16:591:3:130405,San Bartolo,PA130405,San Bartolo,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130501,130501,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130501,Cerro de Casa,PA130501,Cerro de Casa,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130502,130502,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130502,Corozal,PA130502,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130503,130503,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130503,El María,PA130503,El Maria,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130504,130504,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130504,El Prado,PA130504,El Prado,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130505,130505,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130505,El Rincón,PA130505,El Rincon,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130506,130506,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130506,Las Palmas,PA130506,Las Palmas,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130507,130507,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130507,Lolá,PA130507,Lola,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130508,130508,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130508,Pixvae,PA130508,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130509,130509,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130509,Puerto Vidal,PA130509,Puerto Vidal,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130510,130510,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130510,San Martín de Porres,PA130510,San Martin de Porres,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130511,130511,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130511,Viguí,PA130511,Vigui,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130512,130512,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,1603:45:16:591:3:130512,Zapotillo,PA130512,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130601,130601,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1306,1603:45:16:591:3:130601,Arenas,PA130601,,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130602,130602,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1306,1603:45:16:591:3:130602,Llano de Catival,PA130602,Llano de Catival,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130603,130603,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1306,1603:45:16:591:3:130603,Quebro,PA130603,,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130604,130604,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1306,1603:45:16:591:3:130604,Tebario,PA130604,,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130701,130701,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1307,1603:45:16:591:3:130701,Gobernadora,PA130701,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130702,130702,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1307,1603:45:16:591:3:130702,La Garceana,PA130702,La Garceana,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130703,130703,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1307,1603:45:16:591:3:130703,Leones,PA130703,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130704,130704,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1307,1603:45:16:591:3:130704,Montijo,PA130704,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130705,130705,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1307,1603:45:16:591:3:130705,Pilón,PA130705,Pilon,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130801,130801,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1308,1603:45:16:591:3:130801,Catorce de Noviembre,PA130801,Catorce de Noviembre,,,Río de Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130802,130802,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1308,1603:45:16:591:3:130802,Las Huacas,PA130802,Las Huacas,,,Río de Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130803,130803,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1308,1603:45:16:591:3:130803,Los Castillos,PA130803,Los Castillos,,,Río de Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130804,130804,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1308,1603:45:16:591:3:130804,Río de Jesús,PA130804,Rio de Jesus,,,Río de Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
