#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:231:3:70306,70306,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:703,1603:45:16:231:3:70306,Doyogena,ET070306,,,,Kembata Tembaro,ET0703,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70307,70307,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:703,1603:45:16:231:3:70307,Damboya,ET070307,,,,Kembata Tembaro,ET0703,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70308,70308,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:703,1603:45:16:231:3:70308,Durame town,ET070308,,,,Kembata Tembaro,ET0703,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70309,70309,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:703,1603:45:16:231:3:70309,Adilo,ET070309,,,,Kembata Tembaro,ET0703,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70310,70310,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:703,1603:45:16:231:3:70310,Shinshincho town,ET070310,,,,Kembata Tembaro,ET0703,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70312,70312,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:703,1603:45:16:231:3:70312,Hadero town,ET070312,,,,Kembata Tembaro,ET0703,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70501,70501,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70501,Wenago,ET070501,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70502,70502,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70502,Yirgachefe,ET070502,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70503,70503,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70503,Kochere,ET070503,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70504,70504,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70504,Bule,ET070504,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70505,70505,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70505,Dila Zuria,ET070505,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70506,70506,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70506,Gedeb,ET070506,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70507,70507,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70507,Dila town,ET070507,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70508,70508,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70508,Chelelektu town,ET070508,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70509,70509,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70509,Rape,ET070509,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70510,70510,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70510,Churso,ET070510,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70511,70511,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70511,Gedeb town,ET070511,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70512,70512,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:705,1603:45:16:231:3:70512,Yirgachefe town,ET070512,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70601,70601,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70601,Boloso Sore,ET070601,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70602,70602,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70602,Damot Gale,ET070602,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70603,70603,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70603,Damot Woide,ET070603,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70604,70604,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70604,Humbo,ET070604,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70605,70605,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70605,Sodo Zuria,ET070605,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70606,70606,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70606,Kindo Koyesha,ET070606,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70607,70607,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70607,Ofa,ET070607,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70608,70608,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70608,Boloso Bombe,ET070608,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70609,70609,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70609,Damot Sore,ET070609,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70610,70610,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70610,Kindo Daddaye,ET070610,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70611,70611,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70611,Damot Pullasa,ET070611,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70612,70612,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70612,Duguna Fango,ET070612,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70613,70613,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70613,Sodo Town,ET070613,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70614,70614,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70614,Areka town,ET070614,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70615,70615,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70615,Boditi town,ET070615,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70616,70616,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70616,Tebela town,ET070616,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70617,70617,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70617,Gesuba town,ET070617,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70618,70618,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70618,Gununo Hamus town,ET070618,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70619,70619,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70619,Hobicha Abaya,ET070619,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70620,70620,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70620,Kawo Koisha,ET070620,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70621,70621,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70621,Abela Abaya,ET070621,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70622,70622,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:706,1603:45:16:231:3:70622,Bayera Koisha,ET070622,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70701,70701,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70701,Salamago,ET070701,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70702,70702,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70702,South Ari,ET070702,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70703,70703,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70703,North Ari,ET070703,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70704,70704,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70704,Hamer,ET070704,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70705,70705,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70705,Bena Tsemay,ET070705,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70706,70706,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70706,Dasenech /Kuraz,ET070706,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70707,70707,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70707,Malie,ET070707,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70708,70708,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70708,Nyngatom,ET070708,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70709,70709,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70709,Jinka town,ET070709,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70710,70710,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70710,Boko Dawula,ET070710,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:70711,70711,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:707,1603:45:16:231:3:70711,Wub Ari,ET070711,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71003,71003,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71003,Selamber town,ET071003,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71004,71004,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71004,Boreda,ET071004,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71005,71005,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71005,Mirab Abaya,ET071005,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71006,71006,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71006,Chencha Zuriya,ET071006,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71007,71007,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71007,Ezo /Kogota,ET071007,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71008,71008,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71008,Dita,ET071008,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71009,71009,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71009,Daramalo,ET071009,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71010,71010,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71010,Chencha,ET071010,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71011,71011,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71011,Kemba,ET071011,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71012,71012,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71012,Kemba town,ET071012,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71013,71013,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71013,Gerese,ET071013,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71014,71014,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71014,Bonke,ET071014,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71015,71015,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71015,Arba Minch Zuria,ET071015,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71016,71016,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71016,Gacho Baba,ET071016,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71017,71017,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71017,Kucha Alpha,ET071017,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71018,71018,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71018,Garda Marta,ET071018,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71019,71019,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71019,Kucha,ET071019,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71021,71021,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:710,1603:45:16:231:3:71021,Arba Minch town,ET071021,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71205,71205,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:712,1603:45:16:231:3:71205,Alle Special,ET071205,,,,Alle,ET0712,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71301,71301,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:713,1603:45:16:231:3:71301,Karat town,ET071301,,,,Konso,ET0713,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71302,71302,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:713,1603:45:16:231:3:71302,Segen Zuria,ET071302,,,,Konso,ET0713,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71303,71303,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:713,1603:45:16:231:3:71303,Karat Zuria,ET071303,,,,Konso,ET0713,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71304,71304,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:713,1603:45:16:231:3:71304,Kena,ET071304,,,,Konso,ET0713,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71401,71401,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:714,1603:45:16:231:3:71401,Kulito town,ET071401,,,,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71402,71402,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:714,1603:45:16:231:3:71402,Wera,ET071402,,,,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71403,71403,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:714,1603:45:16:231:3:71403,Atote Ulo,ET071403,,,,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71404,71404,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:714,1603:45:16:231:3:71404,Wera Djo,ET071404,,,,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71501,71501,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71501,Melekoza,ET071501,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71502,71502,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71502,Denba Gofa,ET071502,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71503,71503,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71503,Zala,ET071503,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71504,71504,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71504,Uba Debre Tsehay,ET071504,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71505,71505,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71505,Gezei Gofa,ET071505,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71506,71506,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71506,O'yida,ET071506,Oyida,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71507,71507,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71507,Sawla town,ET071507,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71508,71508,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71508,Bulike town,ET071508,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71509,71509,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:715,1603:45:16:231:3:71509,Melo Gada,ET071509,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:71601,71601,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:716,1603:45:16:231:3:71601,Basketo SP Woreda,ET071601,,,,Basketo,ET0716,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72001,72001,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72001,Alicho Woriro,ET072001,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72002,72002,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72002,Siltie,ET072002,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72003,72003,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72003,Lanfero,ET072003,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72004,72004,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72004,Mierab Azenet Berbere,ET072004,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72005,72005,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72005,Dalocha,ET072005,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72006,72006,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72006,Sankura,ET072006,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72007,72007,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72007,Misrak Azenet Berbere,ET072007,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72008,72008,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72008,Wulbareg,ET072008,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72009,72009,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72009,Tora town,ET072009,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72010,72010,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72010,Worabe town,ET072010,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72011,72011,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72011,Kibet town,ET072011,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72012,72012,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72012,Mito,ET072012,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72013,72013,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:720,1603:45:16:231:3:72013,Misrak Siltie,ET072013,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72102,72102,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:721,1603:45:16:231:3:72102,Amaro,ET072102,,,,Amaro,ET0721,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
