#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:562:3:1001001,1001001,1603:45:16:562:0,1603:45:16:562:1:1,1603:45:16:562:2:1001,1603:45:16:562:3:1001001,Aderbissinat,NE001001001,,,,Aderbissinat,NE001001,Agadez,NE001,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6011002,6011002,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6011,1603:45:16:562:3:6011002,Gourouol,NE006011002,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6011003,6011003,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6011,1603:45:16:562:3:6011003,Kokorou,NE006011003,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6011004,6011004,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6011,1603:45:16:562:3:6011004,Mehana,NE006011004,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6011005,6011005,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6011,1603:45:16:562:3:6011005,Tera,NE006011005,,,,Tera,NE006011,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6012001,6012001,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6012,1603:45:16:562:3:6012001,Anzourou,NE006012001,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6012002,6012002,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6012,1603:45:16:562:3:6012002,Bibiyergou,NE006012002,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6012003,6012003,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6012,1603:45:16:562:3:6012003,Dessa,NE006012003,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6012004,6012004,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6012,1603:45:16:562:3:6012004,Kourteye,NE006012004,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6012005,6012005,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6012,1603:45:16:562:3:6012005,Sakoira,NE006012005,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6012006,6012006,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6012,1603:45:16:562:3:6012006,Sinder,NE006012006,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6012007,6012007,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6012,1603:45:16:562:3:6012007,Tillaberi,NE006012007,,,,Tillaberi,NE006012,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6013001,6013001,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6013,1603:45:16:562:3:6013001,Makalondi,NE006013001,,,,Torodi,NE006013,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:6013002,6013002,1603:45:16:562:0,1603:45:16:562:1:6,1603:45:16:562:2:6013,1603:45:16:562:3:6013002,Torodi,NE006013002,,,,Torodi,NE006013,Tillaberi,NE006,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7001001,7001001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7001,1603:45:16:562:3:7001001,Tarka,NE007001001,,,,Belbedji,NE007001,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7002001,7002001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7002,1603:45:16:562:3:7002001,Albarkaram,NE007002001,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7002002,7002002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7002,1603:45:16:562:3:7002002,Damagaram Takaya,NE007002002,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7002003,7002003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7002,1603:45:16:562:3:7002003,Guidimouni,NE007002003,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7002004,7002004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7002,1603:45:16:562:3:7002004,Mazamni,NE007002004,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7002005,7002005,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7002,1603:45:16:562:3:7002005,Moa,NE007002005,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7002006,7002006,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7002,1603:45:16:562:3:7002006,Wame,NE007002006,,,,Damagaram Takaya,NE007002,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7003001,7003001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7003,1603:45:16:562:3:7003001,Dogo - Dogo,NE007003001,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7003002,7003002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7003,1603:45:16:562:3:7003002,Dungass ,NE007003002,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7003003,7003003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7003,1603:45:16:562:3:7003003,Gouchi,NE007003003,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7003004,7003004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7003,1603:45:16:562:3:7003004,Malawa,NE007003004,,,,Dungass,NE007003,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7004001,7004001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7004,1603:45:16:562:3:7004001,Alakoss,NE007004001,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7004002,7004002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7004,1603:45:16:562:3:7004002,Boune,NE007004002,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7004003,7004003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7004,1603:45:16:562:3:7004003,Gamou,NE007004003,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7004004,7004004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7004,1603:45:16:562:3:7004004,Goure,NE007004004,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7004005,7004005,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7004,1603:45:16:562:3:7004005,Guidiguir,NE007004005,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7004006,7004006,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7004,1603:45:16:562:3:7004006,Kelle,NE007004006,,,,Goure,NE007004,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005001,7005001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005001,Dan Barto,NE007005001,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005002,7005002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005002,Daouche,NE007005002,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005003,7005003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005003,Doungou,NE007005003,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005004,7005004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005004,Ichirnawa,NE007005004,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005005,7005005,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005005,Kantche,NE007005005,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005006,7005006,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005006,Kourni,NE007005006,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005007,7005007,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005007,Matamey,NE007005007,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005008,7005008,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005008,Tsaouni,NE007005008,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7005009,7005009,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7005,1603:45:16:562:3:7005009,Yaouri,NE007005009,,,,Kantche,NE007005,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7006001,7006001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7006,1603:45:16:562:3:7006001,Bande,NE007006001,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7006002,7006002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7006,1603:45:16:562:3:7006002,Dantchiao,NE007006002,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7006003,7006003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7006,1603:45:16:562:3:7006003,Kwaya,NE007006003,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7006004,7006004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7006,1603:45:16:562:3:7006004,Magaria,NE007006004,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7006005,7006005,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7006,1603:45:16:562:3:7006005,Sassoumbroum,NE007006005,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7006006,7006006,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7006,1603:45:16:562:3:7006006,Wacha,NE007006006,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7006007,7006007,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7006,1603:45:16:562:3:7006007,Yekoua,NE007006007,,,,Magaria,NE007006,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007001,7007001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007001,Dogo,NE007007001,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007002,7007002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007002,Droum,NE007007002,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007003,7007003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007003,Gaffati,NE007007003,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007004,7007004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007004,Gouna,NE007007004,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007005,7007005,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007005,Hamdara,NE007007005,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007006,7007006,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007006,Kolleram,NE007007006,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007007,7007007,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007007,Mirriah,NE007007007,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7007008,7007008,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7007,1603:45:16:562:3:7007008,Zermou,NE007007008,,,,Mirriah,NE007007,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7008001,7008001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7008,1603:45:16:562:3:7008001,Dakoussa,NE007008001,,,,Takeita,NE007008,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7008002,7008002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7008,1603:45:16:562:3:7008002,Garagoumsa,NE007008002,,,,Takeita,NE007008,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7008003,7008003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7008,1603:45:16:562:3:7008003,Tirmini,NE007008003,,,,Takeita,NE007008,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7009001,7009001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7009,1603:45:16:562:3:7009001,Falenko,NE007009001,,,,Tanout,NE007009,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7009002,7009002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7009,1603:45:16:562:3:7009002,Gangara (Tanour),NE007009002,,,,Tanout,NE007009,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7009003,7009003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7009,1603:45:16:562:3:7009003,Ollelewa,NE007009003,,,,Tanout,NE007009,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7009004,7009004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7009,1603:45:16:562:3:7009004,Tanout,NE007009004,,,,Tanout,NE007009,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7009005,7009005,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7009,1603:45:16:562:3:7009005,Tenhya,NE007009005,,,,Tanout,NE007009,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7010001,7010001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7010,1603:45:16:562:3:7010001,Tesker,NE007010001,,,,Tesker,NE007010,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7011001,7011001,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7011,1603:45:16:562:3:7011001,Zinder Arrondissement 1,NE007011001,,,,Ville De Zinder,NE007011,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7011002,7011002,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7011,1603:45:16:562:3:7011002,Zinder Arrondissement 2,NE007011002,,,,Ville De Zinder,NE007011,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7011003,7011003,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7011,1603:45:16:562:3:7011003,Zinder Arrondissement 3,NE007011003,,,,Ville De Zinder,NE007011,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7011004,7011004,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7011,1603:45:16:562:3:7011004,Zinder Arrondissement 4,NE007011004,,,,Ville De Zinder,NE007011,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:7011005,7011005,1603:45:16:562:0,1603:45:16:562:1:7,1603:45:16:562:2:7011,1603:45:16:562:3:7011005,Zinder Arrondissement 5,NE007011005,,,,Ville De Zinder,NE007011,Zinder,NE007,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:8001001,8001001,1603:45:16:562:0,1603:45:16:562:1:8,1603:45:16:562:2:8001,1603:45:16:562:3:8001001,NY ARRONDISSEMENT 1,NE008001001,,,,Ville De Niamey,NE008001,Niamey,NE008,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:8001002,8001002,1603:45:16:562:0,1603:45:16:562:1:8,1603:45:16:562:2:8001,1603:45:16:562:3:8001002,NY ARRONDISSEMENT 2,NE008001002,,,,Ville De Niamey,NE008001,Niamey,NE008,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:8001003,8001003,1603:45:16:562:0,1603:45:16:562:1:8,1603:45:16:562:2:8001,1603:45:16:562:3:8001003,NY ARRONDISSEMENT 3,NE008001003,,,,Ville De Niamey,NE008001,Niamey,NE008,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:8001004,8001004,1603:45:16:562:0,1603:45:16:562:1:8,1603:45:16:562:2:8001,1603:45:16:562:3:8001004,NY ARRONDISSEMENT 4,NE008001004,,,,Ville De Niamey,NE008001,Niamey,NE008,Niger,NE,2006-01-01,2021-09-29,
1603:45:16:562:3:8001005,8001005,1603:45:16:562:0,1603:45:16:562:1:8,1603:45:16:562:2:8001,1603:45:16:562:3:8001005,NY ARRONDISSEMENT 5,NE008001005,,,,Ville De Niamey,NE008001,Niamey,NE008,Niger,NE,2006-01-01,2021-09-29,
