qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,qcc-Zxxx-r-sU2200-s5004-snop,eng-Latn-r-pSKOS-pprefLabel-ps5004,qcc-Zxxx-r-pWDATA-pq7200235-ps5004-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:694:4:2020114,2020114,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020114,Kukuna,SL02020114,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020115,2020115,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020115,Laminaia,SL02020115,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020116,2020116,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020116,Sansangie,SL02020116,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020117,2020117,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020117,Seduya,SL02020117,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020118,2020118,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020118,Shekaia,SL02020118,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020119,2020119,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020119,Sulaimania,SL02020119,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020120,2020120,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020120,Teneba Bramaia,SL02020120,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020121,2020121,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20201,1603:45:16:694:4:2020121,Turaya,SL02020121,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020201,2020201,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020201,Gbinle,SL02020201,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020202,2020202,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020202,Kalangba,SL02020202,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020203,2020203,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020203,Katalan,SL02020203,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020204,2020204,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020204,Mafaray,SL02020204,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020205,2020205,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020205,Maton,SL02020205,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020206,2020206,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020206,Rogberay,SL02020206,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020207,2020207,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020207,Sanda,SL02020207,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020208,2020208,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20202,1603:45:16:694:4:2020208,Tawuya,SL02020208,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020301,2020301,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20203,1603:45:16:694:4:2020301,Bombe,SL02020301,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020302,2020302,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20203,1603:45:16:694:4:2020302,Kamba,SL02020302,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020303,2020303,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20203,1603:45:16:694:4:2020303,Kambia,SL02020303,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020304,2020304,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20203,1603:45:16:694:4:2020304,Kargbulor,SL02020304,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020305,2020305,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20203,1603:45:16:694:4:2020305,Robat,SL02020305,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020306,2020306,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20203,1603:45:16:694:4:2020306,Rokupr,SL02020306,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020307,2020307,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20203,1603:45:16:694:4:2020307,Tormina,SL02020307,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020401,2020401,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20204,1603:45:16:694:4:2020401,Kalenkay,SL02020401,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020402,2020402,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20204,1603:45:16:694:4:2020402,Mambolo,SL02020402,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020403,2020403,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20204,1603:45:16:694:4:2020403,Matetie,SL02020403,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020404,2020404,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20204,1603:45:16:694:4:2020404,Mayakie,SL02020404,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020405,2020405,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20204,1603:45:16:694:4:2020405,Robis,SL02020405,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020406,2020406,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20204,1603:45:16:694:4:2020406,Rowollon,SL02020406,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020407,2020407,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20204,1603:45:16:694:4:2020407,Tombo-Wallah,SL02020407,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020501,2020501,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020501,Bamoi,SL02020501,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020502,2020502,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020502,Benna,SL02020502,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020503,2020503,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020503,Kawula,SL02020503,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020504,2020504,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020504,Kayenkassa,SL02020504,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020505,2020505,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020505,Mapolon,SL02020505,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020506,2020506,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020506,Maserie,SL02020506,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020507,2020507,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020507,Matengha,SL02020507,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020508,2020508,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020508,Matilba,SL02020508,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020509,2020509,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020509,Nonko,SL02020509,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020510,2020510,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020510,Samu,SL02020510,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020511,2020511,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020511,Sumbuya,SL02020511,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020512,2020512,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20205,1603:45:16:694:4:2020512,Thalla,SL02020512,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020601,2020601,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020601,Bubuya,SL02020601,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020602,2020602,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020602,Kassiri,SL02020602,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020603,2020603,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020603,Koya,SL02020603,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020604,2020604,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020604,Kychom,SL02020604,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020605,2020605,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020605,Lusenia,SL02020605,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020606,2020606,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020606,Mafufuneh,SL02020606,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020607,2020607,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020607,Makuma,SL02020607,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020608,2020608,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020608,Mange,SL02020608,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020609,2020609,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020609,Mapotolon,SL02020609,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020610,2020610,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020610,Moribaia,SL02020610,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020611,2020611,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020611,Rokon,SL02020611,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020612,2020612,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20206,1603:45:16:694:4:2020612,Rosinor,SL02020612,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020701,2020701,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20207,1603:45:16:694:4:2020701,Bubuya,SL02020701,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020702,2020702,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20207,1603:45:16:694:4:2020702,Kamassassa,SL02020702,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020703,2020703,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20207,1603:45:16:694:4:2020703,Kathanthineh,SL02020703,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020704,2020704,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20207,1603:45:16:694:4:2020704,Magbonkoh,SL02020704,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020705,2020705,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20207,1603:45:16:694:4:2020705,Mamankoh,SL02020705,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2020706,2020706,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:202,1603:45:16:694:3:20207,1603:45:16:694:4:2020706,Yebaya,SL02020706,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030101,2030101,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030101,Kunbulun 1,SL02030101,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030102,2030102,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030102,Kunbulun 2,SL02030102,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030104,2030104,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030104,Manan,SL02030104,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030105,2030105,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030105,Mawundea,SL02030105,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030106,2030106,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030106,Numula 1,SL02030106,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030107,2030107,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030107,Numula 2,SL02030107,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030108,2030108,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030108,Numula 3,SL02030108,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030109,2030109,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030109,Numula 4,SL02030109,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030110,2030110,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030110,Numula 5,SL02030110,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030111,2030111,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20301,1603:45:16:694:4:2030111,Sinkunia,SL02030111,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030201,2030201,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20302,1603:45:16:694:4:2030201,Darakuru,SL02030201,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030202,2030202,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20302,1603:45:16:694:4:2030202,Gbenekoro,SL02030202,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030203,2030203,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20302,1603:45:16:694:4:2030203,Kania,SL02030203,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030204,2030204,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20302,1603:45:16:694:4:2030204,Kondembaia,SL02030204,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030205,2030205,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20302,1603:45:16:694:4:2030205,Lengekoro,SL02030205,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030206,2030206,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20302,1603:45:16:694:4:2030206,Sokurala,SL02030206,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030301,2030301,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030301,Balandugu,SL02030301,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030302,2030302,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030302,Dogoloya,SL02030302,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030303,2030303,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030303,Fissaya I,SL02030303,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030304,2030304,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030304,Fissaya II,SL02030304,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030305,2030305,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030305,Gbentu III,SL02030305,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030306,2030306,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030306,Herekor,SL02030306,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030307,2030307,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030307,Kalia,SL02030307,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030308,2030308,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030308,Kamba,SL02030308,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030309,2030309,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030309,Lagor,SL02030309,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030310,2030310,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030310,Musaia,SL02030310,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2030311,2030311,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:203,1603:45:16:694:3:20303,1603:45:16:694:4:2030311,Sankan I,SL02030311,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
