qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,qcc-Zxxx-r-sU2200-s5004-snop,eng-Latn-r-pSKOS-pprefLabel-ps5004,qcc-Zxxx-r-pWDATA-pq7200235-ps5004-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:694:4:2040601,2040601,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040601,Benkia,SL02040601,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040602,2040602,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040602,Gbainty,SL02040602,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040603,2040603,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040603,Kamasondo,SL02040603,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040604,2040604,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040604,Kantaya,SL02040604,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040605,2040605,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040605,Katonga,SL02040605,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040606,2040606,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040606,Komrabai,SL02040606,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040607,2040607,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040607,Konta,SL02040607,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040608,2040608,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040608,Magbokorr,SL02040608,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040609,2040609,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040609,Mannah,SL02040609,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040610,2040610,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040610,Mapiterr,SL02040610,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040611,2040611,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040611,Matheng,SL02040611,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040612,2040612,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040612,Petifu,SL02040612,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040613,2040613,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040613,Royema,SL02040613,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040614,2040614,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20406,1603:45:16:694:4:2040614,Yurika,SL02040614,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040701,2040701,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040701,Batpolon,SL02040701,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040702,2040702,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040702,Falaba,SL02040702,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040703,2040703,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040703,Fenka,SL02040703,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040704,2040704,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040704,Gberray Bana,SL02040704,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040705,2040705,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040705,Gberray Morie,SL02040705,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040706,2040706,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040706,Gberray Thunkara,SL02040706,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040707,2040707,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040707,Gbonko Mayira,SL02040707,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040708,2040708,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040708,Kabata,SL02040708,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040709,2040709,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040709,Komrabai-Waterloo,SL02040709,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040710,2040710,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040710,Kondato,SL02040710,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040711,2040711,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040711,Maboni,SL02040711,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040712,2040712,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040712,Maforay,SL02040712,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040713,2040713,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040713,Magbankitha,SL02040713,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040714,2040714,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040714,Magbengbeh,SL02040714,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040715,2040715,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040715,Magbeni,SL02040715,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040716,2040716,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040716,Makorobolai,SL02040716,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040717,2040717,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040717,Malal,SL02040717,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040718,2040718,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040718,Mamanso,SL02040718,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040719,2040719,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040719,Mapolie,SL02040719,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040720,2040720,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040720,Maronko,SL02040720,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040721,2040721,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040721,Marunia,SL02040721,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040722,2040722,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040722,Massebay,SL02040722,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040723,2040723,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040723,Mathera,SL02040723,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040724,2040724,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040724,Moria,SL02040724,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040725,2040725,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040725,Old Port Loko,SL02040725,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040726,2040726,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040726,Romaka,SL02040726,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040727,2040727,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040727,Rosarr,SL02040727,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040728,2040728,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040728,Sanda,SL02040728,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040729,2040729,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040729,Sendugu,SL02040729,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040730,2040730,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20407,1603:45:16:694:4:2040730,Tauya,SL02040730,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040801,2040801,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040801,Lunsar-Baipolon,SL02040801,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040802,2040802,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040802,Lunsar-Four Road -,SL02040802,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040803,2040803,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040803,Lunsar-Kenneday,SL02040803,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040804,2040804,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040804,Lunsar-Mabai,SL02040804,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040805,2040805,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040805,Lunsar-Madigbo,SL02040805,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040806,2040806,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040806,Lunsar-Mamanso,SL02040806,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040807,2040807,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040807,Lunsar-Mines,SL02040807,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040808,2040808,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040808,Lunsar-Old Town,SL02040808,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040809,2040809,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040809,Lunsar-Path Bana,SL02040809,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040810,2040810,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040810,Lunsar-Robis,SL02040810,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040811,2040811,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040811,Lunsar-Technical,SL02040811,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040812,2040812,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040812,Magbele,SL02040812,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040813,2040813,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040813,Mange,SL02040813,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040814,2040814,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040814,Marampa,SL02040814,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040815,2040815,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040815,Mawullay,SL02040815,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040816,2040816,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040816,Petifu Madina,SL02040816,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040817,2040817,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040817,Rogballan,SL02040817,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040818,2040818,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20408,1603:45:16:694:4:2040818,Rolankonoh,SL02040818,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040901,2040901,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040901,Biki,SL02040901,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040902,2040902,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040902,Biss-Manika,SL02040902,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040903,2040903,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040903,Katick,SL02040903,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040904,2040904,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040904,Maconteh,SL02040904,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040905,2040905,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040905,Mamalikie,SL02040905,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040906,2040906,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040906,Masimera,SL02040906,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040907,2040907,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040907,Matuku,SL02040907,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040908,2040908,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040908,Mayola-Thatha,SL02040908,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040909,2040909,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040909,Nonkoba,SL02040909,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040910,2040910,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040910,Rokel,SL02040910,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040911,2040911,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040911,Rokon/Komboya,SL02040911,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2040912,2040912,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20409,1603:45:16:694:4:2040912,Yoni-Pet,SL02040912,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041001,2041001,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041001,Bankro,SL02041001,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041002,2041002,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041002,Gbaneh-Loko,SL02041002,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041003,2041003,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041003,Gbogbodo,SL02041003,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041004,2041004,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041004,Gbonko,SL02041004,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041005,2041005,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041005,Kantia,SL02041005,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041006,2041006,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041006,Layamantmetank,SL02041006,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041007,2041007,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041007,Magbolontor,SL02041007,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041008,2041008,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041008,Malkiya,SL02041008,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041009,2041009,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041009,Mankneh,SL02041009,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041010,2041010,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041010,Masien,SL02041010,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041011,2041011,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041011,Menthen,SL02041011,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041012,2041012,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041012,Robis,SL02041012,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:4:2041013,2041013,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:204,1603:45:16:694:3:20410,1603:45:16:694:4:2041013,Rotigbonko,SL02041013,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
