#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_por+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_por+is_latn,#adm3+name+alt2+i_por+is_latn,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_por+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_por+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_por+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:508:3:50703,50703,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:507,1603:45:16:508:3:50703,Ressano Garcia,,MZ050703,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50704,50704,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:507,1603:45:16:508:3:50704,Sabie,,MZ050704,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50801,50801,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:508,1603:45:16:508:3:50801,Changalane,,MZ050801,,,,,,Namaacha,,MZ0508,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50802,50802,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:508,1603:45:16:508:3:50802,Namaacha,,MZ050802,,,,,,Namaacha,,MZ0508,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:60101,60101,1603:45:16:508:0,1603:45:16:508:1:6,1603:45:16:508:2:601,1603:45:16:508:3:60101,Cidade De Maputo,,MZ060101,,,,,,Cidade De Maputo,,MZ0601,Maputo City,,MZ06,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70101,70101,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:701,1603:45:16:508:3:70101,Angoche,,MZ070101,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70102,70102,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:701,1603:45:16:508:3:70102,Aube,,MZ070102,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70103,70103,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:701,1603:45:16:508:3:70103,Boila,,MZ070103,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70104,70104,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:701,1603:45:16:508:3:70104,Namaponda,,MZ070104,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70201,70201,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:702,1603:45:16:508:3:70201,Cidade De Nampula,,MZ070201,,,,,,Cidade De Nampula,,MZ0702,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70301,70301,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:703,1603:45:16:508:3:70301,Alua,,MZ070301,,,,,,Erati,,MZ0703,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70302,70302,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:703,1603:45:16:508:3:70302,Namapa,,MZ070302,,,,,,Erati,,MZ0703,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70303,70303,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:703,1603:45:16:508:3:70303,Namiroa,,MZ070303,,,,,,Erati,,MZ0703,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70401,70401,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:704,1603:45:16:508:3:70401,Ilha De Moçambique,,MZ070401,Ilha De Mocambique,,,,,Ilha De Moçambique,,MZ0704,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70402,70402,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:704,1603:45:16:508:3:70402,Lumbo,,MZ070402,,,,,,Ilha De Moçambique,,MZ0704,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70501,70501,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:705,1603:45:16:508:3:70501,Lalaua,,MZ070501,,,,,,Lalaua,,MZ0705,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70502,70502,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:705,1603:45:16:508:3:70502,Meti,,MZ070502,,,,,,Lalaua,,MZ0705,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70601,70601,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:706,1603:45:16:508:3:70601,Larde,,MZ070601,,,,,,Larde,,MZ0706,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70602,70602,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:706,1603:45:16:508:3:70602,Mucuali,,MZ070602,,,,,,Larde,,MZ0706,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70701,70701,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:707,1603:45:16:508:3:70701,Liúpo,,MZ070701,Liupo,,,,,Liúpo,,MZ0707,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70702,70702,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:707,1603:45:16:508:3:70702,Quinga,,MZ070702,,,,,,Liúpo,,MZ0707,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70801,70801,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:708,1603:45:16:508:3:70801,Chihulo,,MZ070801,,,,,,Malema,,MZ0708,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70802,70802,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:708,1603:45:16:508:3:70802,Malema,,MZ070802,,,,,,Malema,,MZ0708,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70803,70803,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:708,1603:45:16:508:3:70803,Mutuali,,MZ070803,,,,,,Malema,,MZ0708,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70901,70901,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:709,1603:45:16:508:3:70901,7 De Abril,,MZ070901,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70902,70902,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:709,1603:45:16:508:3:70902,Corrane,,MZ070902,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70903,70903,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:709,1603:45:16:508:3:70903,Meconta,,MZ070903,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:70904,70904,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:709,1603:45:16:508:3:70904,Namialo,,MZ070904,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71001,71001,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:710,1603:45:16:508:3:71001,Mecuburi,,MZ071001,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71002,71002,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:710,1603:45:16:508:3:71002,Milhana,,MZ071002,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71003,71003,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:710,1603:45:16:508:3:71003,Muite,,MZ071003,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71004,71004,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:710,1603:45:16:508:3:71004,Namina,,MZ071004,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71101,71101,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:711,1603:45:16:508:3:71101,Chipene,,MZ071101,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71102,71102,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:711,1603:45:16:508:3:71102,Lurio,,MZ071102,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71103,71103,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:711,1603:45:16:508:3:71103,Mazula,,MZ071103,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71104,71104,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:711,1603:45:16:508:3:71104,Memba,,MZ071104,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71201,71201,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:712,1603:45:16:508:3:71201,Namige,,MZ071201,,,,,,Mogincual,,MZ0712,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71202,71202,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:712,1603:45:16:508:3:71202,Quixaxe,,MZ071202,,,,,,Mogincual,,MZ0712,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71301,71301,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:713,1603:45:16:508:3:71301,Calipo,,MZ071301,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71302,71302,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:713,1603:45:16:508:3:71302,Iuluti,,MZ071302,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71303,71303,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:713,1603:45:16:508:3:71303,Muatua,,MZ071303,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71304,71304,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:713,1603:45:16:508:3:71304,Nametil,,MZ071304,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71305,71305,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:713,1603:45:16:508:3:71305,Nanhupo Rio,,MZ071305,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71401,71401,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:714,1603:45:16:508:3:71401,Chalaua,,MZ071401,,,,,,Moma,,MZ0714,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71402,71402,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:714,1603:45:16:508:3:71402,Moma,,MZ071402,,,,,,Moma,,MZ0714,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71501,71501,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:715,1603:45:16:508:3:71501,Itoculo,,MZ071501,,,,,,Monapo,,MZ0715,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71502,71502,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:715,1603:45:16:508:3:71502,Monapo,,MZ071502,,,,,,Monapo,,MZ0715,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71503,71503,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:715,1603:45:16:508:3:71503,Netia,,MZ071503,,,,,,Monapo,,MZ0715,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71601,71601,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:716,1603:45:16:508:3:71601,Lunga,,MZ071601,,,,,,Mossuril,,MZ0716,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71602,71602,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:716,1603:45:16:508:3:71602,Matibane,,MZ071602,,,,,,Mossuril,,MZ0716,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71603,71603,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:716,1603:45:16:508:3:71603,Mossuril,,MZ071603,,,,,,Mossuril,,MZ0716,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71701,71701,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:717,1603:45:16:508:3:71701,Imala,,MZ071701,,,,,,Muecate,,MZ0717,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71702,71702,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:717,1603:45:16:508:3:71702,Muculoene,,MZ071702,,,,,,Muecate,,MZ0717,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71703,71703,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:717,1603:45:16:508:3:71703,Muecate,,MZ071703,,,,,,Muecate,,MZ0717,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71801,71801,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:718,1603:45:16:508:3:71801,Chinga,,MZ071801,,,,,,Murrupula,,MZ0718,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71802,71802,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:718,1603:45:16:508:3:71802,Murrupula,,MZ071802,,,,,,Murrupula,,MZ0718,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71803,71803,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:718,1603:45:16:508:3:71803,Nihessiue,,MZ071803,,,,,,Murrupula,,MZ0718,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:71901,71901,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:719,1603:45:16:508:3:71901,Nacala,,MZ071901,,,,,,Nacala,,MZ0719,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72001,72001,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:720,1603:45:16:508:3:72001,Covo,,MZ072001,,,,,,Nacala-A-Velha,,MZ0720,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72002,72002,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:720,1603:45:16:508:3:72002,Nacala-A-Velha,,MZ072002,,,,,,Nacala-A-Velha,,MZ0720,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72101,72101,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:721,1603:45:16:508:3:72101,Intete,,MZ072101,,,,,,Nacaroa,,MZ0721,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72102,72102,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:721,1603:45:16:508:3:72102,Nacaroa,,MZ072102,,,,,,Nacaroa,,MZ0721,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72103,72103,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:721,1603:45:16:508:3:72103,Saua-Saua,,MZ072103,,,,,,Nacaroa,,MZ0721,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72201,72201,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:722,1603:45:16:508:3:72201,Anchilo,,MZ072201,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72202,72202,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:722,1603:45:16:508:3:72202,Mutivasse,,MZ072202,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72203,72203,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:722,1603:45:16:508:3:72203,Namaita,,MZ072203,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72204,72204,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:722,1603:45:16:508:3:72204,Rapale,,MZ072204,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72301,72301,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:723,1603:45:16:508:3:72301,Cunle,,MZ072301,,,,,,Ribaue,,MZ0723,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72302,72302,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:723,1603:45:16:508:3:72302,Iapala,,MZ072302,,,,,,Ribaue,,MZ0723,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:72303,72303,1603:45:16:508:0,1603:45:16:508:1:7,1603:45:16:508:2:723,1603:45:16:508:3:72303,Ribaue,,MZ072303,,,,,,Ribaue,,MZ0723,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80101,80101,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:801,1603:45:16:508:3:80101,Chimbonila,,MZ080101,,,,,,Chimbonila,,MZ0801,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80102,80102,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:801,1603:45:16:508:3:80102,Lione,,MZ080102,,,,,,Chimbonila,,MZ0801,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80103,80103,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:801,1603:45:16:508:3:80103,Meponda,,MZ080103,,,,,,Chimbonila,,MZ0801,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80201,80201,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:802,1603:45:16:508:3:80201,Cidade De Lichinga,,MZ080201,,,,,,Cidade De Lichinga,,MZ0802,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80301,80301,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:803,1603:45:16:508:3:80301,Cuamba,,MZ080301,,,,,,Cuamba,,MZ0803,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80302,80302,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:803,1603:45:16:508:3:80302,Etarara,,MZ080302,,,,,,Cuamba,,MZ0803,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80303,80303,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:803,1603:45:16:508:3:80303,Lurio,,MZ080303,,,,,,Cuamba,,MZ0803,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80401,80401,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:804,1603:45:16:508:3:80401,Ilha Licom,,MZ080401,,,,,,Ilha Licom,,MZ0804,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80501,80501,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:805,1603:45:16:508:3:80501,Ilha Risunodo,,MZ080501,,,,,,Ilha Risunodo,,MZ0805,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80601,80601,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:806,1603:45:16:508:3:80601,Cobue,,MZ080601,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80602,80602,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:806,1603:45:16:508:3:80602,Lunho,,MZ080602,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80603,80603,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:806,1603:45:16:508:3:80603,Maniamba,,MZ080603,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80604,80604,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:806,1603:45:16:508:3:80604,Metangula,,MZ080604,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80701,80701,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:807,1603:45:16:508:3:80701,Lago Niassa,,MZ080701,,,,,,Lago Niassa,,MZ0807,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80801,80801,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:808,1603:45:16:508:3:80801,Malanga,,MZ080801,,,,,,Majune,,MZ0808,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80802,80802,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:808,1603:45:16:508:3:80802,Muaquia,,MZ080802,,,,,,Majune,,MZ0808,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80803,80803,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:808,1603:45:16:508:3:80803,Nairrubi,,MZ080803,,,,,,Majune,,MZ0808,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80901,80901,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:809,1603:45:16:508:3:80901,Mandimba,,MZ080901,,,,,,Mandimba,,MZ0809,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:80902,80902,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:809,1603:45:16:508:3:80902,Mitande,,MZ080902,,,,,,Mandimba,,MZ0809,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81001,81001,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:810,1603:45:16:508:3:81001,Marangira,,MZ081001,,,,,,Marrupa,,MZ0810,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81002,81002,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:810,1603:45:16:508:3:81002,Marrupa,,MZ081002,,,,,,Marrupa,,MZ0810,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81003,81003,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:810,1603:45:16:508:3:81003,Nungo,,MZ081003,,,,,,Marrupa,,MZ0810,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81101,81101,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:811,1603:45:16:508:3:81101,Maiaca,,MZ081101,,,,,,Maua,,MZ0811,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81102,81102,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:811,1603:45:16:508:3:81102,Maua,,MZ081102,,,,,,Maua,,MZ0811,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81201,81201,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:812,1603:45:16:508:3:81201,M'Sawize,,MZ081201,MSawize,,,,,Mavago,,MZ0812,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81202,81202,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:812,1603:45:16:508:3:81202,Mavago,,MZ081202,,,,,,Mavago,,MZ0812,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
