#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_tha+is_thai,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_tha+is_thai,#adm3+name+alt2+i_tha+is_thai,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:764:3:361009,361009,O Lo,โอโล,TH361009,,,,,,Phu Khiao,ภูเขียว,TH3610,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361010,361010,That Thong,ธาตุทอง,TH361010,,,,,,Phu Khiao,ภูเขียว,TH3610,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361011,361011,Ban Don,บ้านดอน,TH361011,,,,,,Phu Khiao,ภูเขียว,TH3610,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361101,361101,Ban Thaen,บ้านแท่น,TH361101,,,,,,Ban Thaen,บ้านแท่น,TH3611,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361102,361102,Sam Suan,สามสวน,TH361102,,,,,,Ban Thaen,บ้านแท่น,TH3611,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361103,361103,Sa Phang,สระพัง,TH361103,,,,,,Ban Thaen,บ้านแท่น,TH3611,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361104,361104,Ban Tao,บ้านเต่า,TH361104,,,,,,Ban Thaen,บ้านแท่น,TH3611,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361105,361105,Nong Khu,หนองคู,TH361105,,,,,,Ban Thaen,บ้านแท่น,TH3611,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361201,361201,Chong Sam Mo,ช่องสามหมอ,TH361201,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361202,361202,Nong Kham,หนองขาม,TH361202,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361203,361203,Na Nong Thum,นาหนองทุ่ม,TH361203,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361204,361204,Ban Kaeng,บ้านแก้ง,TH361204,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361205,361205,Nong Sang,หนองสังข์,TH361205,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361206,361206,Lup Kha,หลุบคา,TH361206,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361207,361207,Khok Kung,โคกกุง,TH361207,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361208,361208,Kao Ya Di,เก่าย่าดี,TH361208,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361209,361209,Tha Mafai Wan,ท่ามะไฟหวาน,TH361209,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361210,361210,Nong Phai,หนองไผ่,TH361210,,,,,,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361301,361301,Khon San,คอนสาร,TH361301,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361302,361302,Thung Phra,ทุ่งพระ,TH361302,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361303,361303,Non Khun,โนนคูณ,TH361303,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361304,361304,Huai Yang,ห้วยยาง,TH361304,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361305,361305,Thung Lui Lai,ทุ่งลุยลาย,TH361305,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361306,361306,Dong Bang,ดงบัง,TH361306,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361307,361307,Thung Na Lao,ทุ่งนาเลา,TH361307,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361308,361308,Dong Klang,ดงกลาง,TH361308,,,,,,Khon San,คอนสาร,TH3613,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361401,361401,Ban Chiang,บ้านเจียง,TH361401,,,,,,Phakdi Chumphon,ภักดีชุมพล,TH3614,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361402,361402,Chao Thong,เจาทอง,TH361402,,,,,,Phakdi Chumphon,ภักดีชุมพล,TH3614,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361403,361403,Wang Thong,วังทอง,TH361403,,,,,,Phakdi Chumphon,ภักดีชุมพล,TH3614,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361404,361404,Laem Thong,แหลมทอง,TH361404,,,,,,Phakdi Chumphon,ภักดีชุมพล,TH3614,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361501,361501,Nong Chim,หนองฉิม,TH361501,,,,,,Noen Sa-Nga,เนินสง่า,TH3615,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361502,361502,Ta Noen,ตาเนิน,TH361502,,,,,,Noen Sa-Nga,เนินสง่า,TH3615,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361503,361503,Kahat,กะฮาด,TH361503,,,,,,Noen Sa-Nga,เนินสง่า,TH3615,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361504,361504,Rang Ngam,รังงาม,TH361504,,,,,,Noen Sa-Nga,เนินสง่า,TH3615,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361601,361601,Sap Yai,ซับใหญ่,TH361601,,,,,,Sap Yai,ซับใหญ่,TH3616,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361602,361602,Tha Kup,ท่ากูบ,TH361602,,,,,,Sap Yai,ซับใหญ่,TH3616,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:361603,361603,Tako Thong,ตะโกทอง,TH361603,,,,,,Sap Yai,ซับใหญ่,TH3616,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370101,370101,Bung,บุ่ง,TH370101,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370102,370102,Kai Kham,ไก่คำ,TH370102,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370103,370103,Na Chik,นาจิก,TH370103,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370104,370104,Pla Khao,ปลาค้าว,TH370104,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370105,370105,Lao Phruan,เหล่าพรวน,TH370105,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370106,370106,Sang Nok Tha,สร้างนกทา,TH370106,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370107,370107,Khuem Yai,คึมใหญ่,TH370107,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370108,370108,Na Phue,นาผือ,TH370108,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370109,370109,Nam Plik,น้ำปลีก,TH370109,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370110,370110,Na Wang,นาวัง,TH370110,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370111,370111,Na Mo Ma,นาหมอม้า,TH370111,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370112,370112,Non Pho,โนนโพธิ์,TH370112,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370113,370113,Non Nam Thaeng,โนนหนามแท่ง,TH370113,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370114,370114,Huai Rai,ห้วยไร่,TH370114,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370115,370115,Nong Masaeo,หนองมะแซว,TH370115,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370116,370116,Kut Pla Duk,กุดปลาดุก,TH370116,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370117,370117,Don Moei,ดอนเมย,TH370117,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370118,370118,Na Yom,นายม,TH370118,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370119,370119,Na Tae,นาแต้,TH370119,,,,,,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370201,370201,Chanuman,ชานุมาน,TH370201,,,,,,Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370202,370202,Khok San,โคกสาร,TH370202,,,,,,Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370203,370203,Kham Khuean Kaeo,คำเขื่อนแก้ว,TH370203,,,,,,Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370204,370204,Khok Kong,โคกก่ง,TH370204,,,,,,Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370205,370205,Pa Ko,ป่าก่อ,TH370205,,,,,,Chanuman,ชานุมาน,TH3702,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370301,370301,Nong Kha,หนองข่า,TH370301,,,,,,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370302,370302,Kham Phon,คำโพน,TH370302,,,,,,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370303,370303,Na Wa,นาหว้า,TH370303,,,,,,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370304,370304,Lue,ลือ,TH370304,,,,,,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370305,370305,Huai,ห้วย,TH370305,,,,,,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370306,370306,Non Ngam,โนนงาม,TH370306,,,,,,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370307,370307,Na Pa Saeng,นาป่าแซง,TH370307,,,,,,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370401,370401,Phana,พนา,TH370401,,,,,,Phana,พนา,TH3704,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370402,370402,Chan Lan,จานลาน,TH370402,,,,,,Phana,พนา,TH3704,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370403,370403,Mai Klon,ไม้กลอน,TH370403,,,,,,Phana,พนา,TH3704,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370404,370404,Phra Lao,พระเหลา,TH370404,,,,,,Phana,พนา,TH3704,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370501,370501,Senangkhanikhom,เสนางคนิคม,TH370501,,,,,,Senangkhanikhom,เสนางคนิคม,TH3705,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370502,370502,Phon Thong,โพนทอง,TH370502,,,,,,Senangkhanikhom,เสนางคนิคม,TH3705,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370503,370503,Rai Si Suk,ไร่สีสุก,TH370503,,,,,,Senangkhanikhom,เสนางคนิคม,TH3705,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370504,370504,Na Wiang,นาเวียง,TH370504,,,,,,Senangkhanikhom,เสนางคนิคม,TH3705,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370505,370505,Nong Hai,หนองไฮ,TH370505,,,,,,Senangkhanikhom,เสนางคนิคม,TH3705,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370506,370506,Nong Sam Si,หนองสามสี,TH370506,,,,,,Senangkhanikhom,เสนางคนิคม,TH3705,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370601,370601,Hua Taphan,หัวตะพาน,TH370601,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370602,370602,Kham Phra,คำพระ,TH370602,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370603,370603,Kheng Yai,เค็งใหญ่,TH370603,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370604,370604,Nong Kaeo,หนองแก้ว,TH370604,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370605,370605,Phon Mueang Noi,โพนเมืองน้อย,TH370605,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370606,370606,Sang Tho Noi,สร้างถ่อน้อย,TH370606,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370607,370607,Chik Du,จิกดู่,TH370607,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370608,370608,Rattana Wari,รัตนวารี,TH370608,,,,,,Hua Taphan,หัวตะพาน,TH3706,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370701,370701,Amnat,อำนาจ,TH370701,,,,,,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370702,370702,Dong Mayang,ดงมะยาง,TH370702,,,,,,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370703,370703,Pueai,เปือย,TH370703,,,,,,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370704,370704,Dong Bang,ดงบัง,TH370704,,,,,,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370705,370705,Rai Khi,ไร่ขี,TH370705,,,,,,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370706,370706,Maet,แมด,TH370706,,,,,,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:370707,370707,Khok Klang,โคกกลาง,TH370707,,,,,,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380101,380101,Bueng Kan,บึงกาฬ,TH380101,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380102,380102,Non Sombun,โนนสมบูรณ์,TH380102,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380103,380103,Non Sawang,โนนสว่าง,TH380103,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380104,380104,Ho Kham,หอคำ,TH380104,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380105,380105,Nong Loeng,หนองเลิง,TH380105,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380106,380106,Khok Kong,โคกก่อง,TH380106,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380107,380107,Na Sawan,นาสวรรค์,TH380107,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380108,380108,Khai Si,ไคสี,TH380108,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380109,380109,Chaiyaphon,ชัยพร,TH380109,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380110,380110,Wisit,วิศิษฐ์,TH380110,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380111,380111,Kham Na Di,คำนาดี,TH380111,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380112,380112,Pong Pueai,โป่งเปือย,TH380112,,,,,,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380201,380201,Si Chomphu,ศรีชมภู,TH380201,,,,,,Phon Charoen,พรเจริญ,TH3802,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380202,380202,Don Ya Nang,ดอนหญ้านาง,TH380202,,,,,,Phon Charoen,พรเจริญ,TH3802,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380203,380203,Phon Charoen,พรเจริญ,TH380203,,,,,,Phon Charoen,พรเจริญ,TH3802,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380204,380204,Nong Hua Chang,หนองหัวช้าง,TH380204,,,,,,Phon Charoen,พรเจริญ,TH3802,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:380205,380205,Wang Chomphu,วังชมภู,TH380205,,,,,,Phon Charoen,พรเจริญ,TH3802,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
