#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_tha+is_thai,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_tha+is_thai,#adm3+name+alt2+i_tha+is_thai,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:764:3:102803,102803,Thung Mahamek,ทุ่งมหาเมฆ,TH102803,,,,,,Sathon,สาทร,TH1028,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:102901,102901,Bang Sue,บางซื่อ,TH102901,,,,,,Bang Sue,บางซื่อ,TH1029,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:102902,102902,Wong Sawang,วงศ์สว่าง,TH102902,,,,,,Bang Sue,บางซื่อ,TH1029,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103001,103001,Lat Yao,ลาดยาว,TH103001,,,,,,Chatuchak,จตุจักร,TH1030,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103002,103002,Sena Nikhom,เสนานิคม,TH103002,,,,,,Chatuchak,จตุจักร,TH1030,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103003,103003,Chantharakasem,จันทรเกษม,TH103003,,,,,,Chatuchak,จตุจักร,TH1030,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103004,103004,Chomphon,จอมพล,TH103004,,,,,,Chatuchak,จตุจักร,TH1030,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103005,103005,Chatuchak,จตุจักร,TH103005,,,,,,Chatuchak,จตุจักร,TH1030,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103101,103101,Bang Kho Laem,บางคอแหลม,TH103101,,,,,,Bang Kho Laem,บางคอแหลม,TH1031,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103102,103102,Wat Phraya Krai,วัดพระยาไกร,TH103102,,,,,,Bang Kho Laem,บางคอแหลม,TH1031,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103103,103103,Bang Khlo,บางโคล่,TH103103,,,,,,Bang Kho Laem,บางคอแหลม,TH1031,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103201,103201,Prawet,ประเวศ,TH103201,,,,,,Prawet,ประเวศ,TH1032,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103202,103202,Nong Bon,หนองบอน,TH103202,,,,,,Prawet,ประเวศ,TH1032,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103203,103203,Dokmai,ดอกไม้,TH103203,,,,,,Prawet,ประเวศ,TH1032,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103301,103301,Khlong Toei,คลองเตย,TH103301,,,,,,Khlong Toei,คลองเตย,TH1033,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103302,103302,Khlong Tan,คลองตัน,TH103302,,,,,,Khlong Toei,คลองเตย,TH1033,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103303,103303,Phra Khanong,พระโขนง,TH103303,,,,,,Khlong Toei,คลองเตย,TH1033,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103401,103401,Suan Luang,สวนหลวง,TH103401,,,,,,Suan Luang,สวนหลวง,TH1034,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103501,103501,Bang Khun Thian,บางขุนเทียน,TH103501,,,,,,Chom Thong,จอมทอง,TH1035,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103502,103502,Bang Kho,บางค้อ,TH103502,,,,,,Chom Thong,จอมทอง,TH1035,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103503,103503,Bang Mot,บางมด,TH103503,,,,,,Chom Thong,จอมทอง,TH1035,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103504,103504,Chom Thong,จอมทอง,TH103504,,,,,,Chom Thong,จอมทอง,TH1035,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103602,103602,Si Kan,สีกัน,TH103602,,,,,,Don Mueang,ดอนเมือง,TH1036,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103604,103604,Don Mueang,ดอนเมือง,TH103604,,,,,,Don Mueang,ดอนเมือง,TH1036,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103605,103605,Sanam Bin,สนามบิน,TH103605,,,,,,Don Mueang,ดอนเมือง,TH1036,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103701,103701,Thung Phaya Thai,ทุ่งพญาไท,TH103701,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103702,103702,Thanon Phaya Thai,ถนนพญาไท,TH103702,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103703,103703,Thanon Phet Buri,ถนนเพชรบุรี,TH103703,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103704,103704,Makkasan,มักกะสัน,TH103704,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103801,103801,Lat Phrao,ลาดพร้าว,TH103801,,,,,,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103802,103802,Chorakhe Bua,จรเข้บัว,TH103802,,,,,,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103901,103901,Khlong Toei Nuea,คลองเตยเหนือ,TH103901,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103902,103902,Khlong Tan Nuea,คลองตันเหนือ,TH103902,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:103903,103903,Phra Khanong Nuea,พระโขนงเหนือ,TH103903,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104001,104001,Bang Khae,บางแค,TH104001,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104002,104002,Bang Khae Nuea,บางแคเหนือ,TH104002,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104003,104003,Bang Phai,บางไผ่,TH104003,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104004,104004,Lak Song,หลักสอง,TH104004,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104101,104101,Thung Song Hong,ทุ่งสองห้อง,TH104101,,,,,,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104102,104102,Talat Bang Khen,ตลาดบางเขน,TH104102,,,,,,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104201,104201,Sai Mai,สายไหม,TH104201,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104202,104202,O Ngoen,ออเงิน,TH104202,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104203,104203,Khlong Thanon,คลองถนน,TH104203,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104301,104301,Khan Na Yao,คันนายาว,TH104301,,,,,,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104302,104302,Ram Inthra,รามอินทรา,TH104302,,,,,,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104401,104401,Saphan Sung,สะพานสูง,TH104401,,,,,,Saphan Sung,สะพานสูง,TH1044,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104501,104501,Wang Thonglang,วังทองหลาง,TH104501,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104502,104502,Saphan Song,สะพานสอง,TH104502,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104503,104503,Khlong Chaokhun Sing,คลองเจ้าคุณสิงห์,TH104503,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104504,104504,Phlapphla,พลับพลา,TH104504,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104601,104601,Sam Wa Tawan Tok,สามวาตะวันตก,TH104601,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104602,104602,Sam Wa Tawan Ok,สามวาตะวันออก,TH104602,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104603,104603,Bang Chan,บางชัน,TH104603,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104604,104604,Sai Kong Din,ทรายกองดิน,TH104604,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104605,104605,Sai Kong Din Tai,ทรายกองดินใต้,TH104605,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104701,104701,Bang Na,บางนา,TH104701,,,,,,Bang Na,บางนา,TH1047,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104801,104801,Thawi Watthana,ทวีวัฒนา,TH104801,,,,,,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104802,104802,Sala Thammasop,ศาลาธรรมสพน์,TH104802,,,,,,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104901,104901,Bang Mot,บางมด,TH104901,,,,,,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:104902,104902,Thung Khru,ทุ่งครุ,TH104902,,,,,,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:105001,105001,Bang Bon,บางบอน,TH105001,,,,,,Bang Bon,บางบอน,TH1050,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110101,110101,Pak Nam,ปากน้ำ,TH110101,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110102,110102,Samrong Nuea,สำโรงเหนือ,TH110102,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110103,110103,Bang Mueang,บางเมือง,TH110103,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110104,110104,Thai Ban,ท้ายบ้าน,TH110104,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110108,110108,Bang Pu Mai,บางปูใหม่,TH110108,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110110,110110,Phraeksa,แพรกษา,TH110110,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110111,110111,Bang Prong,บางโปรง,TH110111,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110112,110112,Bang Pu,บางปู,TH110112,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110113,110113,Bang Duan,บางด้วน,TH110113,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110114,110114,Bang Mueang Mai,บางเมืองใหม่,TH110114,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110115,110115,Thepharak,เทพารักษ์,TH110115,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110116,110116,Thai Ban Mai,ท้ายบ้านใหม่,TH110116,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110117,110117,Phraeksa Mai,แพรกษาใหม่,TH110117,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110201,110201,Bang Bo,บางบ่อ,TH110201,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:110202,110202,Ban Rakat,บ้านระกาศ,TH110202,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
