#adm3+name+i_en,#adm3+name+i_fr,#adm3+name+i_rw,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm3+name+alt1+i_rw,#adm3+name+alt2+i_rw,#adm2+name+i_en,#adm2+name+i_fr,#adm2+name+i_rw,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_fr,#adm1+name+i_rw,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_fr,#country+name+i_rw,#country+code+v_iso2,#date+start,#date+updated,#date+end
Kinigi,,,RW4307,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muhoza,,,RW4308,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muko,,,RW4309,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Musanze,,,RW4310,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nkotsi,,,RW4311,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyange,,,RW4312,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Remera,,,RW4313,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwaza,,,RW4314,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Shingiro,,,RW4315,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bungwe,,,RW4401,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Butaro,,,RW4402,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyanika,,,RW4403,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyeru,,,RW4404,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gahunga,,,RW4405,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gatebe,,,RW4406,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gitovu,,,RW4407,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kagogo,,,RW4408,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kinoni,,,RW4409,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kinyababa,,,RW4410,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kivuye,,,RW4411,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nemba,,,RW4412,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rugarama,,,RW4413,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rugengabari,,,RW4414,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ruhunde,,,RW4415,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rusarabuye,,,RW4416,,Rusarabuge,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwerere,,,RW4417,,,,,,,,Burera,,,RW44,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bukure,,,RW4501,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bwisige,,,RW4502,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Byumba,,,RW4503,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyumba,,,RW4504,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Giti,,,RW4505,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kageyo,,,RW4506,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kaniga,,,RW4507,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Manyagiro,,,RW4508,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Miyove,,,RW4509,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mukarange,,,RW4510,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muko,,,RW4511,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mutete,,,RW4512,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyamiyaga,,,RW4513,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyankenke,,,RW4514,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rubaya,,,RW4515,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rukomo,,,RW4516,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rushaki,,,RW4517,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rutare,,,RW4518,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ruvune,,,RW4519,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwamiko,,,RW4520,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Shangasha,,,RW4521,,,,,,,,Gicumbi,,,RW45,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Fumbwe,,,RW5101,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gahengeri,,,RW5102,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gishali,,,RW5103,,Gishari,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karenge,,,RW5104,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kigabiro,,,RW5105,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muhazi,,,RW5106,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Munyaga,,,RW5107,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Munyiginya,,,RW5108,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Musha,,,RW5109,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muyumbu,,,RW5110,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mwulire,,,RW5111,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyakaliro,,,RW5112,,Nyakariro,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nzige,,,RW5113,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rubona,,,RW5114,,,,,,,,Rwamagana,,,RW51,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gatunda,,,RW5201,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karama,,,RW5202,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karangazi,,,RW5203,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Katabagemu,,,RW5204,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kiyombe,,,RW5205,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Matimba,,,RW5206,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mimuri,,,RW5207,,Mimuri,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mukama,,,RW5208,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Musheri,,,RW5209,,Musheli,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyagatare,,,RW5210,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rukomo,,,RW5211,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwempasha,,,RW5212,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwimiyaga,,,RW5213,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Tabagwe,,,RW5214,,,,,,,,Nyagatare,,,RW52,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gasange,,,RW5301,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gatsibo,,,RW5302,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gitoki,,,RW5303,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kabarore,,,RW5304,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kageyo,,,RW5305,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kiramuruzi,,,RW5306,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kiziguro,,,RW5307,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muhura,,,RW5308,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murambi,,,RW5309,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ngarama,,,RW5310,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyagihanga,,,RW5311,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Remera,,,RW5312,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rugarama,,,RW5313,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwimbogo,,,RW5314,,,,,,,,Gatsibo,,,RW53,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gahini,,,RW5401,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kabare,,,RW5402,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kabarondo,,,RW5403,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mukarange,,,RW5404,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murama,,,RW5405,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murundi,,,RW5406,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mwiri,,,RW5407,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ndego,,,RW5408,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyamirama,,,RW5409,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rukara,,,RW5410,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ruramira,,,RW5411,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwinkwavu,,,RW5412,,,,,,,,Kayonza,,,RW54,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gahara,,,RW5501,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gatore,,,RW5502,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kigarama,,,RW5503,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kigina,,,RW5504,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kirehe,,,RW5505,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mahama,,,RW5506,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mpanga,,,RW5507,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Musaza,,,RW5508,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mushikiri,,,RW5509,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nasho,,,RW5510,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyamugari,,,RW5511,,Nyamugali,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyarubuye,,,RW5512,,,,,,,,Kirehe,,,RW55,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gashanda,,,RW5601,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Jarama,,,RW5602,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karembo,,,RW5603,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kazo,,,RW5604,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kibungo,,,RW5605,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mugesera,,,RW5606,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murama,,,RW5607,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mutenderi,,,RW5608,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Remera,,,RW5609,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rukira,,,RW5610,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rukumberi,,,RW5611,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rurenge,,,RW5612,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Sake,,,RW5613,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Zaza,,,RW5614,,,,,,,,Ngoma,,,RW56,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gashora,,,RW5701,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Juru,,,RW5702,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kamabuye,,,RW5703,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mareba,,,RW5704,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mayange,,,RW5705,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Musenyi,,,RW5706,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mwogo,,,RW5707,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ngeruka,,,RW5708,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ntarama,,,RW5709,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyamata,,,RW5710,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyarugenge,,,RW5711,,,,,,,,Bugesera,,,RW57,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
