#adm3+name+i_pt,#adm3+name+i_en,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_pt,#adm3+name+alt2+i_pt,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm2+name+i_pt,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_pt,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_pt,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Gile,,MZ110502,,,,,,Gile,,MZ1105,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Gurue,,MZ110601,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lioma,,MZ110602,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mepuagiua,,MZ110603,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ile,,MZ110701,,,,,,Ile,,MZ1107,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Socone,,MZ110702,,,,,,Ile,,MZ1107,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Gonhane,,MZ110801,,,,,,Inhassunge,,MZ1108,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Inhassunge,,MZ110802,,,,,,Inhassunge,,MZ1108,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Luabo,,MZ110901,,,,,,Luabo,,MZ1109,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lugela,,MZ111001,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muabanama,,MZ111002,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Munhamade,,MZ111003,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Tacuane,,MZ111004,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Maganja,,MZ111101,,,,,,Maganja Da Costa,,MZ1111,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nante,,MZ111102,,,,,,Maganja Da Costa,,MZ1111,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Maquival,,MZ111201,,,,,,Maquival,,MZ1112,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Majaua,,MZ111301,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Milange,,MZ111302,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mongue,,MZ111303,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mocuba,,MZ111401,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mugeba,,MZ111402,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namanjavira,,MZ111403,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Bajone,,MZ111501,,,,,,Mocubela,,MZ1115,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mocubela,,MZ111502,,,,,,Mocubela,,MZ1115,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Molumbo,,MZ111601,,,,,,Molumbo,,MZ1116,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Campo,,MZ111701,,,,,,Mopeia,,MZ1117,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mopeia,,MZ111702,,,,,,Mopeia,,MZ1117,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chire,,MZ111801,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Megaza,,MZ111802,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Morrumbala,,MZ111803,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mulevala,,MZ111901,,,,,,Mulevala,,MZ1119,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Macuze,,MZ112001,,,,,,Namacurra,,MZ1120,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namacurra,,MZ112002,,,,,,Namacurra,,MZ1120,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namarroi,,MZ112101,,,,,,Namarroi,,MZ1121,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Regone,,MZ112102,,,,,,Namarroi,,MZ1121,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nicoadala,,MZ112201,,,,,,Nicoadala,,MZ1122,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mualama,,MZ112301,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Naburi,,MZ112302,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Pebane,,MZ112303,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
