admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Bita Izge,NG008011002,Bita Izge,Bita / Izge,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wala Warabe,NG008011003,Wala Warabe,Dure / Wala / Warabe,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gava Agapalawa,NG008011004,Gava Agapalawa,Gavva / Agapalwa,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Guduf A&B,NG008011005,Guduf A&B,Guduf Nagadiyo,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Hausari,NG008011006,Hausari,Gwoza Town Gadamayo,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bulabulin,NG008011007,Bulabulin,Gwoza Wakane / Bulabulin,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Hambagda,NG008011008,Hambagda,Hambagda/ Liman Kara/ New Settlement,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Chikide,NG008011009,Chikide,Johode/Chikide/Kughum,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kirawa,NG008011010,Kirawa,Kirawa/Jimini,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kuranabasa,NG008011011,Kuranabasa,Kurana Bassa/Ngoshe - Sama'A,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngoshe,NG008011012,Ngoshe,Ngoshe,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Pulka Bokko,NG008011013,Pulka Bokko,Pulka/Bokko,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bilingwi,NG008012001,Bilingwi,Bilingwi,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Grim Damchoba,NG008012002,Grim Damchoba,Dzar/ Vinadum/ Birni/ Dlandi,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gwangang Chata,NG008012003,Gwangang Chata,Gwanzang  Pusda,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Hizhibwala,NG008012004,Hizhibwala,Hizhi,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kidda,NG008012005,Kidda,Kida,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kwajaffa,NG008012006,Kwajaffa,Kwajaffa/Hang,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kwayabura,NG008012007,Kwayabura,Kwaya-Bur/Tanga Rumta,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Marama Kidang,NG008012008,Marama Kidang,Marama/Kidang,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Pama Whitambaya,NG008012009,Pama Whitambaya,Pama/Whitambaya,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Puba Vidau,NG008012010,Puba Vidau,Puba/Vidau/Lokoja,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Sakwa Hema,NG008012011,Sakwa Hema,Sakwa/Hema,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shaffa,NG008012012,Shaffa,Shaffa,,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Alau,NG008013001,Alau,Alau,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Galtimari,NG008013002,Galtimari,Bale Galtimari,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dala,NG008013003,Dala,Dala Lawanti,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dusuma,NG008013004,Dusuma,Dusuman,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gomari,NG008013005,Gomari,Gomari,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gongulong,NG008013006,Gongulong,Gongulong,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Maimusari,NG008013007,Maimusari,Maimusari,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mairi,NG008013008,Mairi,Mairi,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mashamari,NG008013009,Mashamari,Mashamari,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Khadammari,NG008013010,Khadammari,Ngudaa/Addamari,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Old Maiduguri,NG008013011,Old Maiduguri,Old Maiduguri,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Tuba,NG008013012,Tuba,Tuba,,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Fai,NG008014001,Fai,Afa/Dig/Maudori,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Benisheikh,NG008014002,Benisheikh,Benisheikh,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Borgozo,NG008014003,Borgozo,Borgozo,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dogoma,NG008014004,Dogoma,Dogoma / Jalori,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dongo,NG008014005,Dongo,Dongo,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Galangi,NG008014006,Galangi,Galangi,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Guwo,NG008014007,Guwo,Guwo,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Karagawaru,NG008014008,Karagawaru,Karagawaru,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mainok,NG008014009,Mainok,Mainok,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Marguba,NG008014010,Marguba,Marguba,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngamdu,NG008014011,Ngamdu,Ngamdu,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shettimari,NG008014012,Shettimari,Shettimari,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Tobolo,NG008014013,Tobolo,Tobolo,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wajiro,NG008014014,Wajiro,Wajiro / Burgumma,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wassaram,NG008014015,Wassaram,Wassaram,,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Jarawa,NG008015001,Jarawa,Jarawa/Sangaya,,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Jilbe,NG008015002,Jilbe,"Jilbe  ""A""",,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
K Kaudi,NG008015003,K Kaudi,"Jilbe ""B""/Koma Kaudi",,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kala,NG008015004,Kala,Kala,,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
K Kumaga,NG008015005,K Kumaga,Kumaga,,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mada,NG008015006,Mada,Mada,,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Moholo,NG008015007,Moholo,Moholo,,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Rann,NG008015008,Rann,"Rann  ""A""",,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Daima,NG008015009,Daima,"Rann ""B''/Daima",,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Sigal,NG008015010,Sigal,Sigal/Karche,,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Auno,NG008016001,Auno,Auno / Chabbol,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dalori,NG008016002,Dalori,Dalori / Wanori,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Malari,NG008016003,Malari,Dawa East / Malari / Kangamari,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Jakana,NG008016004,Jakana,Jewu / Lamboa,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kawuri,NG008016005,Kawuri,Kawuri,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yale,NG008016006,Yale,Kelumiri / Ngalbi Amari / Yale,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Konduga,NG008016007,Konduga,Konduga,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yabal,NG008016008,Yabal,Mairamri / Yeleri / Bazamri,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dalwa,NG008016009,Dalwa,Masba / Dalwa West,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yajiwa,NG008016010,Yajiwa,Nyaleri/Sandia/Yejiwa,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ajiri,NG008016011,Ajiri,Sojiri/ Nguro - Nguro,,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Alagarno,NG008017001,Alagarno,Alagarno,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Baga,NG008017002,Baga,Baga,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bundur,NG008017003,Bundur,Bundur,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dogoshi,NG008017004,Dogoshi,Dogoshi,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Doro,NG008017005,Doro,Doro / Duguri,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kauwa,NG008017006,Kauwa,Kauwa,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kekeno,NG008017007,Kekeno,Kekeno,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kukawa,NG008017008,Kukawa,Kukawa,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Barwati,NG008017009,Barwati,Moduari / Barwari,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yoyo,NG008017010,Yoyo,Yoyo,,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gwandi,NG008018001,Gwandi,Gondi,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bila Gusi,NG008018002,Bila Gusi,Gusi / Billa,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Guwal,NG008018003,Guwal,Guwal,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kubuku,NG008018004,Kubuku,Kubuku,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kurba Gayi,NG008018005,Kurba Gayi,Kurba,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kwaya Kusar,NG008018006,Kwaya Kusar,Kwaya Kusar,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Peta,NG008018007,Peta,Peta,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wada,NG008018008,Wada,Wada,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wawa,NG008018009,Wawa,Wawa,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yimirdalang,NG008018010,Yimirdalang,Yimirthalang,,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zangebe,NG008019001,Zangebe,Abbari,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ajiri,NG008019002,Ajiri,Anadua,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gawa,NG008019003,Gawa,Gawa,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Koshebe,NG008019004,Koshebe,Koshebe,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Lege,NG008019005,Lege,Laje,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Limanti,NG008019006,Limanti,Limanti,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Loskuri,NG008019007,Loskuri,Loskuri,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ma'Afa,NG008019008,MaAfa,Ma'Afa,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mafa,NG008019009,Mafa,Mafa,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Masu,NG008019010,Masu,Masu,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mujigine,NG008019011,Mujigine,Mujigine,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Tamsu Ngamdua,NG008019012,Tamsu Ngamdua,Tamsu Ngamdua,,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ardoram,NG008020001,Ardoram,Ardo Ram,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ayi Yasku,NG008020002,Ayi Yasku,Ayi / Yasku,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Borno Yesu,NG008020003,Borno Yesu,Borno Yesu,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Furram,NG008020004,Furram,Furram,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gajigana,NG008020005,Gajigana,Gaji Ganna  I,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Titiwa,NG008020006,Titiwa,Gaji Ganna  II,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Hoyo Chingowa,NG008020007,Hoyo Chingowa,Hoyo / Chin Gowa,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kalizoram,NG008020008,Kalizoram,Kalizoram / Banoram,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kararam,NG008020009,Kararam,Kareram,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kupti,NG008020010,Kupti,Kubti,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Magumeri,NG008020011,Magumeri,Magumeri,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngamma,NG008020012,Ngamma,Ngamma,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngubala Bamma,NG008020013,Ngubala Bamma,Ngubala,,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bolori I,NG008021001,Bolori I,Bolori  I,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bolori II,NG008021002,Bolori II,Bolori  Ii,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bulabulin,NG008021003,Bulabulin,Bulablin,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Fezzan,NG008021004,Fezzan,Fezzan,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gamboru,NG008021005,Gamboru,Gamboru Liberty,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gwange I,NG008021006,Gwange I,Gwange  I,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gwange II,NG008021007,Gwange II,Gwange  II,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gwange III,NG008021008,Gwange III,Gwange  III,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Hausari,NG008021009,Hausari,Hausari/Zango,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Lamisula,NG008021010,Lamisula,Lamisula/Jabba Mari,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Limanti,NG008021011,Limanti,Limanti,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mafoni,NG008021012,Mafoni,Mafoni,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Maisandari,NG008021013,Maisandari,Maisandari,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shehuri North,NG008021014,Shehuri North,Shehuri North,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shehuri South,NG008021015,Shehuri South,Shehuri South,,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ala,NG008022001,Ala,Ala,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
A Lawant,NG008022002,A Lawant,Alla  Lawanti,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Borsori,NG008022003,Borsori,Borsori,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gumna,NG008022004,Gumna,Gumna,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kabulawa,NG008022005,Kabulawa,Kabulawa,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kirenowa,NG008022006,Kirenowa,Kirenowa,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kulli,NG008022007,Kulli,Kulli,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Marte,NG008022008,Marte,Marte,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Muwalli,NG008022009,Muwalli,Mawulli,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Musune,NG008022010,Musune,Musune,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Badairi,NG008022011,Badairi,Ngeleiwa,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Njine,NG008022012,Njine,Njine,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zaga Ngalori,NG008022013,Zaga Ngalori,Zaga,,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Asaga,NG008023001,Asaga,Asaga,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bogum,NG008023002,Bogum,Bogum,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Chamba,NG008023003,Chamba,Chamba,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Damasak,NG008023004,Damasak,Damasak,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Duji,NG008023005,Duji,Duji,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gashigar,NG008023006,Gashigar,Gashagar,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kareto,NG008023007,Kareto,Kareto,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Layi,NG008023008,Layi,Layi,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zulum Umarti,NG008023009,Zulum Umarti,Zanna Umorti,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zari,NG008023010,Zari,Zari,,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Damakuli,NG008024001,Damakuli,Damakuli,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kaguram,NG008024002,Kaguram,Kaguram,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kumalia,NG008024003,Kumalia,Kumalia,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mandala,NG008024004,Mandala,Mandala,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mintar,NG008024005,Mintar,Mintar,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mofio,NG008024006,Mofio,Mofio,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Monguno,NG008024007,Monguno,Monguno,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngurno,NG008024008,Ngurno,Ngurno,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Sure,NG008024009,Sure,Sure,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wulo,NG008024010,Wulo,Wulo,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yele,NG008024011,Yele,Yele,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zulum,NG008024012,Zulum,Zulum,,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Fuye,NG008025001,Fuye,Fuye,,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gamboru B,NG008025002,Gamboru B,Gamboru 'B',,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gamboru C,NG008025003,Gamboru C,Gamboru 'C',,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Logumane,NG008025004,Logumane,Logumane,,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ndufu,NG008025005,Ndufu,Ndufu,,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngala,NG008025006,Ngala,Ngala Ward,,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
