admin4Name_en,admin4Pcode,admin4RefName_en,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Masabong,SL02010804,Masabong,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayagba,SL02010805,Mayagba,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rosanda,SL02010806,Rosanda,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Binkolo,SL02010901,Binkolo,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombali Bana,SL02010902,Bombali Bana,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kabonka,SL02010903,Kabonka,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kasengbeh,SL02010904,Kasengbeh,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kayassi,SL02010905,Kayassi,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mabamba,SL02010906,Mabamba,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Masapi,SL02010907,Masapi,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Banka,SL02011001,Banka,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Benia,SL02011002,Benia,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kaindema,SL02011003,Kaindema,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamalu,SL02011004,Kamalu,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kania,SL02011005,Kania,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kindia,SL02011006,Kindia,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Laminaya,SL02011007,Laminaya,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Madina,SL02011008,Madina,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maharibo,SL02011009,Maharibo,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makapa,SL02011010,Makapa,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makwie Loko,SL02011011,Makwie Loko,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Manathi,SL02011012,Manathi,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maparay,SL02011013,Maparay,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rothatha,SL02011014,Rothatha,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Timbo,SL02011015,Timbo,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kalangba,SL02011101,Kalangba,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kukuna,SL02011102,Kukuna,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Marampa,SL02011103,Marampa,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Masisan,SL02011104,Masisan,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mateboi,SL02011105,Mateboi,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rogbin,SL02011106,Rogbin,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rogboreh,SL02011107,Rogboreh,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rosos,SL02011108,Rosos,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sendugu,SL02011109,Sendugu,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yankabala,SL02011110,Yankabala,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamakwie,SL02011201,Kamakwie,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamankoh,SL02011202,Kamankoh,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kayimbor,SL02011203,Kayimbor,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbonkoni I,SL02011204,Magbonkoni I,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbonkoni II,SL02011205,Magbonkoni II,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Manonkoh,SL02011206,Manonkoh,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Samia,SL02011207,Samia,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Dugutha,SL02011301,Dugutha,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Moria,SL02011302,Moria,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Paramount Chief Se,SL02011303,Paramount Chief Se,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Simibue,SL02011304,Simibue,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Thalla,SL02011305,Thalla,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombali Sebora - B,SL02019101,Bombali Sebora - B,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombali Sebora - K,SL02019102,Bombali Sebora - K,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombali Sebora - Makeni,SL02019103,Bombali Sebora - Makeni,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombali Sebora - R,SL02019107,Bombali Sebora - R,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombali Sebora - T,SL02019108,Bombali Sebora - T,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombali Sebora - W,SL02019109,Bombali Sebora - W,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makari Gbanti - Mi,SL02019110,Makari Gbanti - Mi,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makari Gbanti -Mas,SL02019111,Makari Gbanti -Mas,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Banguraia,SL02020101,Banguraia,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bassia,SL02020102,Bassia,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bugami,SL02020103,Bugami,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Duramania,SL02020104,Duramania,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Filligungee,SL02020105,Filligungee,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Fortumboyie,SL02020106,Fortumboyie,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gberekhuray,SL02020107,Gberekhuray,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbolon,SL02020108,Gbolon,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kabaya,SL02020109,Kabaya,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kanku Bramaia,SL02020110,Kanku Bramaia,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Konta,SL02020111,Konta,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kua Bramaia,SL02020112,Kua Bramaia,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kufuru,SL02020113,Kufuru,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kukuna,SL02020114,Kukuna,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Laminaia,SL02020115,Laminaia,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sansangie,SL02020116,Sansangie,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Seduya,SL02020117,Seduya,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Shekaia,SL02020118,Shekaia,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sulaimania,SL02020119,Sulaimania,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Teneba Bramaia,SL02020120,Teneba Bramaia,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Turaya,SL02020121,Turaya,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbinle,SL02020201,Gbinle,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kalangba,SL02020202,Kalangba,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Katalan,SL02020203,Katalan,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mafaray,SL02020204,Mafaray,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maton,SL02020205,Maton,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rogberay,SL02020206,Rogberay,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sanda,SL02020207,Sanda,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tawuya,SL02020208,Tawuya,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bombe,SL02020301,Bombe,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamba,SL02020302,Kamba,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kambia,SL02020303,Kambia,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kargbulor,SL02020304,Kargbulor,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Robat,SL02020305,Robat,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rokupr,SL02020306,Rokupr,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tormina,SL02020307,Tormina,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kalenkay,SL02020401,Kalenkay,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mambolo,SL02020402,Mambolo,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matetie,SL02020403,Matetie,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayakie,SL02020404,Mayakie,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Robis,SL02020405,Robis,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rowollon,SL02020406,Rowollon,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tombo-Wallah,SL02020407,Tombo-Wallah,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bamoi,SL02020501,Bamoi,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Benna,SL02020502,Benna,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kawula,SL02020503,Kawula,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kayenkassa,SL02020504,Kayenkassa,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mapolon,SL02020505,Mapolon,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maserie,SL02020506,Maserie,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matengha,SL02020507,Matengha,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matilba,SL02020508,Matilba,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Nonko,SL02020509,Nonko,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Samu,SL02020510,Samu,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sumbuya,SL02020511,Sumbuya,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Thalla,SL02020512,Thalla,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bubuya,SL02020601,Bubuya,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kassiri,SL02020602,Kassiri,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Koya,SL02020603,Koya,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kychom,SL02020604,Kychom,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lusenia,SL02020605,Lusenia,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mafufuneh,SL02020606,Mafufuneh,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makuma,SL02020607,Makuma,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mange,SL02020608,Mange,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mapotolon,SL02020609,Mapotolon,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Moribaia,SL02020610,Moribaia,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rokon,SL02020611,Rokon,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rosinor,SL02020612,Rosinor,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bubuya,SL02020701,Bubuya,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamassassa,SL02020702,Kamassassa,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kathanthineh,SL02020703,Kathanthineh,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbonkoh,SL02020704,Magbonkoh,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamankoh,SL02020705,Mamankoh,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yebaya,SL02020706,Yebaya,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kunbulun 1,SL02030101,Kunbulun 1,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kunbulun 2,SL02030102,Kunbulun 2,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Manan,SL02030104,Manan,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mawundea,SL02030105,Mawundea,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Numula 1,SL02030106,Numula 1,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Numula 2,SL02030107,Numula 2,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Numula 3,SL02030108,Numula 3,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Numula 4,SL02030109,Numula 4,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Numula 5,SL02030110,Numula 5,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sinkunia,SL02030111,Sinkunia,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Darakuru,SL02030201,Darakuru,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbenekoro,SL02030202,Gbenekoro,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kania,SL02030203,Kania,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kondembaia,SL02030204,Kondembaia,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lengekoro,SL02030205,Lengekoro,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sokurala,SL02030206,Sokurala,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Balandugu,SL02030301,Balandugu,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Dogoloya,SL02030302,Dogoloya,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Fissaya I,SL02030303,Fissaya I,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Fissaya II,SL02030304,Fissaya II,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbentu III,SL02030305,Gbentu III,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Herekor,SL02030306,Herekor,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kalia,SL02030307,Kalia,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamba,SL02030308,Kamba,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lagor,SL02030309,Lagor,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Musaia,SL02030310,Musaia,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sankan I,SL02030311,Sankan I,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sankan II,SL02030312,Sankan II,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbonkobor,SL02030401,Gbonkobor,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kakallain,SL02030402,Kakallain,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kasunko,SL02030403,Kasunko,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kayaka,SL02030404,Kayaka,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tamiso I,SL02030405,Tamiso I,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tamiso II,SL02030406,Tamiso II,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Benadugu,SL02030501,Benadugu,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Deldugu,SL02030502,Deldugu,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mankalia,SL02030503,Mankalia,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mongo I,SL02030504,Mongo I,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mongo II,SL02030505,Mongo II,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Morifindugu,SL02030506,Morifindugu,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kulor,SL02030601,Kulor,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Neya I,SL02030602,Neya I,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Neya II,SL02030603,Neya II,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Nyedu,SL02030604,Nyedu,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Saradu,SL02030605,Saradu,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Barawa,SL02030701,Barawa,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kalian,SL02030702,Kalian,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sumbaria,SL02030703,Sumbaria,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Wollay,SL02030704,Wollay,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yiffin,SL02030705,Yiffin,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bendugu,SL02030801,Bendugu,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Heremakono,SL02030802,Heremakono,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
