#adm3+name+i_en,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Ianabinda,MG53517130,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Benato Toby,MG53517150,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Mahabo,MG53517170,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Beampombo I,MG53517190,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Jangany,MG53517210,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Mahasoa Est,MG53517230,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Bekorobo,MG53517250,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Iaborotra,MG53517270,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Isoanala,MG53517291,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Beampombo II,MG53517292,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Nanarena Besakoa,MG53517293,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Ianakafy,MG53517310,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Andriandampy,MG53517331,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Sakamahily,MG53517332,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Ambatomivary,MG53517350,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Amboasary Atsimo,MG53519010,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Behara,MG53519030,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Tanandava Sud,MG53519050,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Sampona,MG53519070,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Ifotaka,MG53519090,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Tranomaro,MG53519110,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Maromby,MG53519130,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Elonty,MG53519150,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Esira,MG53519170,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Mahaly,MG53519190,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Manevy,MG53519210,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Tsivory,MG53519230,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Marotsiraka,MG53519250,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Tomboarivo,MG53519270,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Ebelo,MG53519291,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Ranobe,MG53519292,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Manja,MG54502010,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Beharona,MG54502030,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Anontsibe Centre,MG54502050,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Soaserana,MG54502070,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankiliabo,MG54502090,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Andranopasy,MG54502110,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Morondava,MG54508010,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Bemanonga,MG54508059,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Analaiva,MG54508079,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Befasy,MG54508159,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Belo Sur Mer,MG54508179,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Mahabo,MG54509010,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankilivalo,MG54509030,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Analamitsivalana,MG54509051,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Befotaka,MG54509052,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ampanihy,MG54509070,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankilizato,MG54509091,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ambia,MG54509092,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Mandabe,MG54509110,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Malaimbandy,MG54509130,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Beronono,MG54509150,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Mazavasoa,MG54509170,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Belo Sur Tsiribihina,MG54510011,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Andimaky Manambolo,MG54510012,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Bemarivo Ankirondro,MG54510013,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Tsimafana,MG54510031,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Beroboka Nord,MG54510032,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Tsaraotana,MG54510050,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Masoarivo,MG54510070,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Aboalimena,MG54510090,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankalalobe,MG54510111,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ambiky,MG54510112,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Berevo,MG54510131,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Antsoha,MG54510132,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Belinta,MG54510151,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankiroroky,MG54510152,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Miandrivazo,MG54511011,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Dabolava,MG54511012,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Bemahatazana,MG54511031,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ampanihy,MG54511032,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Anosimena,MG54511033,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Manandaza,MG54511050,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankotrofotsy,MG54511071,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Isalo,MG54511072,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ambatolahy,MG54511091,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Manambina,MG54511092,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Itondy,MG54511110,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankavandra,MG54511130,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Soaloka,MG54511150,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Betsipolitra,MG54511170,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ankondromena,MG54511210,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Ramena,MG71713010,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Sakaramy,MG71713031,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antanamitarana,MG71713032,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Joffre Ville,MG71713033,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsahampano,MG71713050,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Mahavanona,MG71713070,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Mangaoka,MG71713090,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Andrafiabe,MG71713110,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Anketrakabe,MG71713130,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Sadjoavato,MG71713151,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsalaka,MG71713152,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Andranovondronina,MG71713170,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Andranofanjava,MG71713191,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Mahalina,MG71713192,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ankarongana,MG71713210,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Anivorano Nord,MG71713231,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsoha,MG71713232,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Bobasakoa,MG71713251,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambondrona,MG71713252,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Bobakilandy,MG71713253,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Mosorolava,MG71713254,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Diego Suarez,MG71715009,,,,Antsiranana I,MG71715,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambilobe,MG71717010,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Mantaly,MG71717030,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ampondralava,MG71717050,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Tanambao Marivorahona,MG71717070,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambakirano,MG71717090,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambatoben'anjavy,MG71717110,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsaravibe,MG71717130,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsohimbondrona,MG71717150,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Anjiabe Ambony,MG71717171,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambodibonara,MG71717172,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Beramanja,MG71717190,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Betsiaka,MG71717210,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambarakaraka,MG71717231,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Anaborano Ifasy,MG71717232,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Manambato,MG71717233,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Hell-Ville,MG71718001,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ampangorina,MG71718002,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambatozavavy,MG71718003,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Bemanondrobe,MG71718004,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Dzamandzar,MG71718005,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambanja,MG71719010,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Benavony,MG71719030,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimena,MG71719050,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsatsaka,MG71719070,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antranokarany,MG71719091,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Djangoa,MG71719092,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsakoamanondro,MG71719110,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambalahonko,MG71719130,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ankingameloka,MG71719150,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Bemaneviky Haut Sambirano,MG71719171,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimanga Ramena,MG71719172,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Maevatanana,MG71719173,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antafiambotry,MG71719190,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Maherivaratra,MG71719210,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Marovato,MG71719231,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitrandriana,MG71719232,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimarina,MG71719233,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ambaliha,MG71719250,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Marotolana,MG71719270,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Bemaneviky Ouest,MG71719290,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Anorontsangana,MG71719310,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antsirabe,MG71719330,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Ankatafa,MG71719350,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
Antalaha Ambonivohitra,MG72710010,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ampahana,MG72710030,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ampohibe,MG72710050,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antombana,MG72710070,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antsahanoro,MG72710090,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antananambo,MG72710110,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Marofinaritra,MG72710130,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Sarahandrano,MG72710151,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andampy,MG72710152,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambalabe,MG72710170,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambinanifaho,MG72710190,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitralanana,MG72710210,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Lanjarivo,MG72710230,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antsambalahy,MG72710250,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Vinanivao,MG72710271,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ampanavoana,MG72710272,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Sambava Cu,MG72711010,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimalaza,MG72711059,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Farahalana,MG72711079,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Nosiarina,MG72711090,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambodivoara,MG72711130,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Anjinjaomby,MG72711150,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Morafeno,MG72711170,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Analamaho,MG72711190,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimitsinjo,MG72711210,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Anjangoveratra,MG72711230,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andratamarina,MG72711250,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Marogaona,MG72711270,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Marojala,MG72711290,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antsambaharo,MG72711310,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andrahanjo,MG72711330,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Bemanevika,MG72711350,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Amboangibe,MG72711371,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andrembona,MG72711372,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antindra,MG72711390,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambodiampana,MG72711410,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Maroambihy,MG72711430,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambatoafo,MG72711450,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Anjialava,MG72711470,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Tanambao Daoud,MG72711490,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antsahavaribe,MG72711510,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Bevonotra,MG72711530,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andapa,MG72712010,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Tanandava,MG72712030,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ankiakabe Nord,MG72712050,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Belaoka Marovato,MG72712070,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimanga I,MG72712090,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Marovato,MG72712110,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andrakata,MG72712130,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Bealampona,MG72712150,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Matsohely,MG72712170,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andranomena,MG72712190,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambalamanasy II,MG72712210,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambodiangezoka,MG72712230,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Betsakotsako Andranotsara,MG72712250,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Belaoka Lokoho,MG72712270,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Anoviara,MG72712290,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Doany,MG72712310,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Anjialavabe,MG72712330,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antsahamena,MG72712350,,,,Andapa,MG72712,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Vohemar,MG72716010,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ampondra,MG72716030,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Fanambana,MG72716050,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Milanoa,MG72716070,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Bobakindro,MG72716090,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Daraina,MG72716110,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambalasatrana,MG72716130,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Tsarabaria,MG72716150,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Nosibe,MG72716170,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andravory,MG72716190,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Andrafainkona,MG72716210,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ampanefena,MG72716231,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambodisambalahy,MG72716232,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ambinanin'andravory,MG72716250,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Amboriala,MG72716270,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Maromokotra Loky,MG72716290,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Antsirabe Nord,MG72716310,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Ampisikinana,MG72716330,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
Belambo,MG72716350,,,,Vohemar,MG72716,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
