#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:704:2:21505,21505,1603:45:16:704:0,1603:45:16:704:1:215,1603:45:16:704:2:21505,Dinh Hoa,Huyện Định Hóa,VN21505,,,,,,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21507,21507,1603:45:16:704:0,1603:45:16:704:1:215,1603:45:16:704:2:21507,Vo Nhai,Huyện Võ Nhai,VN21507,,,,,,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21509,21509,1603:45:16:704:0,1603:45:16:704:1:215,1603:45:16:704:2:21509,Phu Luong,Huyện Phú Lương,VN21509,,,,,,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21511,21511,1603:45:16:704:0,1603:45:16:704:1:215,1603:45:16:704:2:21511,Dong Hy,Huyện Đồng Hỷ,VN21511,,,,,,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21513,21513,1603:45:16:704:0,1603:45:16:704:1:215,1603:45:16:704:2:21513,Dai Tu,Huyện Đại Từ,VN21513,,,,,,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21515,21515,1603:45:16:704:0,1603:45:16:704:1:215,1603:45:16:704:2:21515,Phu Binh,Huyện Phú Bình,VN21515,,,,,,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21517,21517,1603:45:16:704:0,1603:45:16:704:1:215,1603:45:16:704:2:21517,Pho Yen,Huyện Phổ Yên,VN21517,,,,,,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21701,21701,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21701,Viet Tri,TP. Việt Trì,VN21701,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21703,21703,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21703,Phu Tho,Thị xã Phú Thọ,VN21703,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21705,21705,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21705,Doan Hung,Huyện Đoan Hùng,VN21705,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21707,21707,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21707,Ha Hoa,Huyện Hạ Hòa,VN21707,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21709,21709,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21709,Thanh Ba,Huyện Thanh Ba,VN21709,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21711,21711,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21711,Phu Ninh,Huyện Phù Ninh,VN21711,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21712,21712,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21712,Lam Thao,Huyện Lâm Thao,VN21712,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21713,21713,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21713,Cam Khe,Huyện Cẩm Khê,VN21713,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21715,21715,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21715,Yen Lap,Huyện Yên Lập,VN21715,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21717,21717,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21717,Tam Nong,Huyện Tam Nông,VN21717,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21718,21718,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21718,Thanh Thuy,Huyện Thanh Thủy,VN21718,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21719,21719,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21719,Thanh Son,Huyện Thanh Sơn,VN21719,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:21720,21720,1603:45:16:704:0,1603:45:16:704:1:217,1603:45:16:704:2:21720,Tan Son,Huyện Tân Sơn,VN21720,,,,,,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22101,22101,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22101,Bac Giang,TP. Bắc Giang,VN22101,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22103,22103,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22103,Yen The,Huyện Yên Thế,VN22103,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22105,22105,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22105,Tan Yen,Huyện Tân Yên,VN22105,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22107,22107,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22107,Luc Ngan,Huyện Lục Ngạn,VN22107,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22109,22109,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22109,Hiep Hoa,Huyện Hiệp Hòa,VN22109,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22111,22111,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22111,Lang Giang,Huyện Lạng Giang,VN22111,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22113,22113,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22113,Son Dong,Huyện Sơn Động,VN22113,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22115,22115,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22115,Luc Nam,Huyện Lục Nam,VN22115,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22117,22117,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22117,Viet Yen,Huyện Việt Yên,VN22117,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22119,22119,1603:45:16:704:0,1603:45:16:704:1:221,1603:45:16:704:2:22119,Yen Dung,Huyện Yên Dũng,VN22119,,,,,,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22501,22501,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22501,Ha Long,TP. Hạ Long,VN22501,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22503,22503,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22503,Cam Pha,TP. Cẩm Phả,VN22503,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22505,22505,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22505,Uong Bi,TP. Uông Bí,VN22505,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22506,22506,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22506,Mong Cai,TP. Móng Cái,VN22506,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22507,22507,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22507,Binh Lieu,Huyện Bình Liêu,VN22507,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22511,22511,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22511,Hai Ha,Huyện Hải Hà,VN22511,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22512,22512,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22512,Dam Ha,Huyện Đầm Hà,VN22512,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22513,22513,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22513,Tien Yen,Huyện Tiên Yên,VN22513,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22515,22515,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22515,Ba Che,Huyện Ba Chẽ,VN22515,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22517,22517,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22517,Van Don,Huyện Vân Đồn,VN22517,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22519,22519,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22519,Hoanh Bo,Huyện Hoành Bồ,VN22519,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22521,22521,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22521,Dong Trieu,Huyện Đông Triều,VN22521,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22523,22523,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22523,Co To,Huyện Cô Tô,VN22523,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:22525,22525,1603:45:16:704:0,1603:45:16:704:1:225,1603:45:16:704:2:22525,Quang Yen,Thị xã Quảng Yên,VN22525,,,,,,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30101,30101,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30101,Nam Nhun,Huyện Nậm Nhùn,VN30101,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30103,30103,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30103,Lai Chau,TP. Lai Châu,VN30103,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30105,30105,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30105,Muong Te,Huyện Mường Tè,VN30105,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30107,30107,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30107,Phong Tho,Huyện Phong Thổ,VN30107,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30108,30108,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30108,Tam Duong,Huyện Tam Đường,VN30108,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30109,30109,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30109,Sin Ho,Huyện Sìn Hồ,VN30109,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30117,30117,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30117,Than Uyen,Huyện Than Uyên,VN30117,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30118,30118,1603:45:16:704:0,1603:45:16:704:1:301,1603:45:16:704:2:30118,Tan Uyen,Huyện Tân Uyên,VN30118,,,,,,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30201,30201,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30201,Dien Bien Phu,TP. Điện Biên Phủ,VN30201,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30202,30202,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30202,Nam Po,Huyện Nậm Pồ,VN30202,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30203,30203,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30203,Muong Lay,Thị xã Mường Lay,VN30203,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30204,30204,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30204,Muong Nhe,Huyện Mường Nhé,VN30204,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30211,30211,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30211,Muong Cha,Huyện Mường Chà,VN30211,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30213,30213,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30213,Tua Chua,Huyện Tủa Chùa,VN30213,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30215,30215,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30215,Tuan Giao,Huyện Tuần Giáo,VN30215,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30216,30216,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30216,Muong Ang,Huyện Mường Ảng,VN30216,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30217,30217,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30217,Dien Bien,Huyện Điện Biên,VN30217,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30219,30219,1603:45:16:704:0,1603:45:16:704:1:302,1603:45:16:704:2:30219,Dien Bien Dong,Huyện Điện Biên Đông,VN30219,,,,,,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30301,30301,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30301,Son La,TP. Sơn La,VN30301,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30303,30303,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30303,Quynh Nhai,Huyện Quỳnh Nhai,VN30303,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30305,30305,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30305,Muong La,Huyện Mường La,VN30305,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30307,30307,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30307,Thuan Chau,Huyện Thuận Châu,VN30307,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30309,30309,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30309,Bac Yen,Huyện Bắc Yên,VN30309,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30311,30311,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30311,Phu Yen,Huyện Phù Yên,VN30311,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30313,30313,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30313,Mai Son,Huyện Mai Sơn,VN30313,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30315,30315,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30315,Song Ma,Huyện Sông Mã,VN30315,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30316,30316,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30316,Sop Cop,Huyện Sốp Cộp,VN30316,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30317,30317,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30317,Yen Chau,Huyện Yên Châu,VN30317,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30319,30319,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30319,Moc Chau,Huyện Mộc Châu,VN30319,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30320,30320,1603:45:16:704:0,1603:45:16:704:1:303,1603:45:16:704:2:30320,Van Ho,Huyện Vân Hồ,VN30320,,,,,,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30501,30501,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30501,Hoa Binh,TP. Hòa Bình,VN30501,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30503,30503,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30503,Da Bac,Huyện Đà Bắc,VN30503,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30505,30505,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30505,Mai Chau,Huyện Mai Châu,VN30505,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30507,30507,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30507,Ky Son,Huyện Kỳ Sơn,VN30507,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30509,30509,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30509,Luong Son,Huyện Lương Sơn,VN30509,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30510,30510,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30510,Cao Phong,Huyện Cao Phong,VN30510,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30511,30511,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30511,Kim Boi,Huyện Kim Bôi,VN30511,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30513,30513,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30513,Tan Lac,Huyện Tân Lạc,VN30513,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30515,30515,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30515,Lac Son,Huyện Lạc Sơn,VN30515,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30517,30517,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30517,Lac Thuy,Huyện Lạc Thủy,VN30517,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:30519,30519,1603:45:16:704:0,1603:45:16:704:1:305,1603:45:16:704:2:30519,Yen Thuy,Huyện Yên Thủy,VN30519,,,,,,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40101,40101,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40101,Thanh Hoa,Huyện Thạnh Hóa,VN40101,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40103,40103,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40103,Bim Son,Thị xã Bỉm Sơn,VN40103,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40105,40105,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40105,Sam Son,Thị xã Sầm Sơn,VN40105,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40107,40107,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40107,Muong Lat,Huyện Mường Lát,VN40107,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40109,40109,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40109,Quan Hoa,Huyện Quan Hóa,VN40109,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40111,40111,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40111,Quan Son,Huyện Quan Sơn,VN40111,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40113,40113,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40113,Ba Thuoc,Huyện Bá Thước,VN40113,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40115,40115,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40115,Cam Thuy,Huyện Cẩm Thủy,VN40115,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40117,40117,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40117,Lang Chanh,Huyện Lang Chánh,VN40117,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40119,40119,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40119,Thach Thanh,Huyện Thạch Thành,VN40119,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40121,40121,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40121,Ngoc Lac,Huyện Ngọc Lặc,VN40121,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40123,40123,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40123,Thuong Xuan,Huyện Thường Xuân,VN40123,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
