#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt0,#meta+ERROR+adm4+code+v_pcode,#meta+ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#meta+ERROR+adm3+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:710:4:9345012,9345012,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345012,012,ZA9345012,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345013,9345013,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345013,013,ZA9345013,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345014,9345014,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345014,014,ZA9345014,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345015,9345015,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345015,015,ZA9345015,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345016,9345016,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345016,016,ZA9345016,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345017,9345017,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345017,017,ZA9345017,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345018,9345018,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345018,018,ZA9345018,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345019,9345019,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345019,019,ZA9345019,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345020,9345020,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345020,020,ZA9345020,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345021,9345021,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345021,021,ZA9345021,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345022,9345022,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345022,022,ZA9345022,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345023,9345023,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345023,023,ZA9345023,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345024,9345024,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345024,024,ZA9345024,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345025,9345025,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345025,025,ZA9345025,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345026,9345026,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345026,026,ZA9345026,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345027,9345027,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345027,027,ZA9345027,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345028,9345028,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345028,028,ZA9345028,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345029,9345029,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345029,029,ZA9345029,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345030,9345030,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345030,030,ZA9345030,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345031,9345031,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345031,031,ZA9345031,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345032,9345032,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345032,032,ZA9345032,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345033,9345033,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345033,033,ZA9345033,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345034,9345034,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345034,034,ZA9345034,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345035,9345035,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345035,035,ZA9345035,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9345036,9345036,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,1603:45:16:710:3:9345,1603:45:16:710:4:9345036,036,ZA9345036,,,,Collins Chabane,ZA9345,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351001,9351001,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351001,001,ZA9351001,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351002,9351002,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351002,002,ZA9351002,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351003,9351003,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351003,003,ZA9351003,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351004,9351004,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351004,004,ZA9351004,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351005,9351005,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351005,005,ZA9351005,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351006,9351006,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351006,006,ZA9351006,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351007,9351007,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351007,007,ZA9351007,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351008,9351008,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351008,008,ZA9351008,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351009,9351009,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351009,009,ZA9351009,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351010,9351010,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351010,010,ZA9351010,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351011,9351011,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351011,011,ZA9351011,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351012,9351012,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351012,012,ZA9351012,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351013,9351013,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351013,013,ZA9351013,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351014,9351014,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351014,014,ZA9351014,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351015,9351015,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351015,015,ZA9351015,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351016,9351016,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351016,016,ZA9351016,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351017,9351017,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351017,017,ZA9351017,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351018,9351018,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351018,018,ZA9351018,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351019,9351019,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351019,019,ZA9351019,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351020,9351020,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351020,020,ZA9351020,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351021,9351021,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351021,021,ZA9351021,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9351022,9351022,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9351,1603:45:16:710:4:9351022,022,ZA9351022,,,,Blouberg,ZA9351,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353001,9353001,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353001,001,ZA9353001,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353002,9353002,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353002,002,ZA9353002,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353003,9353003,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353003,003,ZA9353003,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353004,9353004,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353004,004,ZA9353004,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353005,9353005,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353005,005,ZA9353005,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353006,9353006,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353006,006,ZA9353006,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353007,9353007,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353007,007,ZA9353007,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353008,9353008,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353008,008,ZA9353008,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353009,9353009,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353009,009,ZA9353009,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353010,9353010,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353010,010,ZA9353010,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353011,9353011,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353011,011,ZA9353011,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353012,9353012,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353012,012,ZA9353012,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353013,9353013,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353013,013,ZA9353013,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353014,9353014,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353014,014,ZA9353014,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353015,9353015,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353015,015,ZA9353015,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9353016,9353016,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9353,1603:45:16:710:4:9353016,016,ZA9353016,,,,Molemole,ZA9353,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354001,9354001,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354001,001,ZA9354001,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354002,9354002,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354002,002,ZA9354002,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354003,9354003,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354003,003,ZA9354003,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354004,9354004,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354004,004,ZA9354004,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354005,9354005,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354005,005,ZA9354005,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354006,9354006,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354006,006,ZA9354006,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354007,9354007,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354007,007,ZA9354007,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354008,9354008,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354008,008,ZA9354008,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354009,9354009,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354009,009,ZA9354009,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354010,9354010,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354010,010,ZA9354010,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354011,9354011,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354011,011,ZA9354011,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354012,9354012,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354012,012,ZA9354012,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354013,9354013,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354013,013,ZA9354013,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354014,9354014,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354014,014,ZA9354014,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354015,9354015,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354015,015,ZA9354015,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354016,9354016,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354016,016,ZA9354016,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354017,9354017,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354017,017,ZA9354017,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354018,9354018,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354018,018,ZA9354018,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354019,9354019,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354019,019,ZA9354019,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:9354020,9354020,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,1603:45:16:710:3:9354,1603:45:16:710:4:9354020,020,ZA9354020,,,,Polokwane,ZA9354,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
