#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip402,#item+rem+i_qcc+is_zxxx+ix_wikip1566,#item+rem+i_qcc+is_zxxx+ix_wikip1937,#item+rem+i_qcc+is_zxxx+ix_wikip6555,#item+rem+i_qcc+is_zxxx+ix_wikip8119
3511201,Q578408,297924,3466673,,63258,
3511300,Q1658493,298301,3466522,,63274,
3511409,Q1750093,298367,3466430,,63290,
3511508,Q1759399,297944,3466429,,63312,
3511607,Q593009,298110,3466351,,63339,
3511706,Q983515,298356,3466262,,63355,
3511904,Q1796388,298208,3466050,,63398,
3512001,Q1761606,298506,6322197,,63410,
3512100,Q1760531,298213,3465931,,63436,
3512209,Q1759722,298410,6322199,,63452,
3512308,Q1760352,298004,3465729,,63479,
3512407,Q1750107,297926,3465524,,63495,
3512506,Q1761110,298277,6324333,,63517,
3512605,Q1759784,298193,3465470,,63533,
3512704,Q1750113,297933,3465337,,63550,
3512803,Q1754569,298210,3465320,,63576,
3512902,Q1800779,298161,3465319,,63592,
3513009,Q669305,298252,3465284,,63614,
3513108,Q1798797,297946,3465209,,63630,
3513207,Q1759841,298348,6316953,,63657,
3513306,Q787070,298323,3465111,,63673,
3513405,Q1003429,298459,3465090,,63690,
3513504,Q817954,298437,3465059,,63711,
3513603,Q1003456,297895,3465010,,63738,
3513702,Q1761089,298371,3464809,,63754,
3513801,Q651891,298242,3464739,,63770,
3513850,Q533932,298183,6317013,,61123,
3513900,Q588987,298148,3464689,,63797,
3514007,Q1750204,298002,3464630,,63819,
3514106,Q685613,298409,3464618,,63835,
3514205,Q1750096,298369,3464578,,63851,
3514304,Q1761435,298017,3464480,,63878,
3514403,Q1762529,298536,3464426,,63894,
3514502,Q303413,298268,3464422,,63916,
3514601,Q270048,298436,6322220,,63932,
3514700,Q1759751,298191,3464366,,63959,
3514809,Q921644,298434,3464342,,63975,
3514908,Q1750262,297950,6322223|3464335,,63991,
3514924,Q928262,298514,3464331,,61760,
3514957,Q657923,298491,3464318,,61182,
3515004,Q651860,298498,3464305,,64017,
3515103,Q1749956,298523,6322227|3464304,,64033,
3515129,Q928234,298386,3464288,,61387,
3515152,Q952726,298117,6317063,,61689,
3515186,Q1649813,298116,6322230,,68659,
3515194,Q1760344,298102,3463921,,61140,
3515202,Q1648136,298345,6322232,,64050,
3515301,Q1795726,297928,6322233,,64076,
3515350,Q1760977,298101,6317105,,61000,
3515400,Q536230,297917,3463604,,64092,
3515509,Q1648179,297903,3463432,,64114,
3515608,Q595318,298412,3463431,,64130,
3515657,Q301590,297901,3463430,,62286,
3515707,Q1646968,298265,6322239,,64157,
3515806,Q1761725,298262,3463301,,64173,
3515905,Q1760305,297913,3463294,,64190,
3516002,Q1761450,298397,6317153,,64211,
3516101,Q1761119,298187,6322243,,64238,
3516200,Q504587,298530,3463011,,64254,
3516309,Q1646103,298057,6322244,,64270,
3516408,Q657199,298411,6322245,,64297,
3516507,Q765636,297999,3462753,,64319,
3516606,Q1795526,298396,3462687,,64335,
3516705,Q940614,298157,3462580,,64351,
3516804,Q1760507,298064,3462529,,64378,
3516853,Q673597,298524,3462505,,62308,
3516903,Q1649675,298525,3462487,,64394,
3517000,Q390022,298336,3462442,,64416,
3517109,Q1649685,298040,3462410,,64432,
3517208,Q1759801,298403,3462003,,64459,
3517307,Q1759791,298472,3461999,,64475,
3517406,Q2013622,298257,3461995,,64491,
3517505,Q1649865,298007,3461954,,64513,
3517604,Q1798851,298194,3461951,,64530,
3517703,Q985569,298140,3461935,,64556,
3517802,Q1750066,298258,3461926,,64572,
3517901,Q986503,298063,3461925,,64599,
3518008,Q1649834,297993,6322260,,64610,
3518107,Q1649691,298440,3461889,,64637,
3518206,Q739292,298374,3461874,,64653,
3518305,Q404820,298363,3461871,,64670,
3518404,Q905157,298076,3461859,,64696,
3518503,Q1798860,297948,3461830,,64718,
3518602,Q1759773,298300,6322266,,64734,
3518701,Q271374,298463,3461789,,64750,
3518800,Q184409,298165,3461786,,64777,
3518859,Q1795651,297952,3461781,,61107,
3518909,Q1648425,298427,3461715,,64793,
3519006,Q1759097,298329,3461689|6322271,,64815,
3519055,Q1638389,297914,3469168,,61743,
3519071,Q952617,298407,3461655,,61727,
3519105,Q1648361,298390,3461642,,64831,
3519204,Q1759390,298048,3461640,,64858,
3519253,Q1648366,298292,3461631|6322275,,61085,
3519303,Q1760989,298492,3461625,,64874,
3519402,Q1751341,298308,3461584,,64890,
3519501,Q1760903,298018,3461566,,64912,
3519600,Q1649661,298478,3461550,,64939,
3519709,Q1795639,297916,3461528,,64955,
3519808,Q967899,298531,3461513,,64971,
3519907,Q1760911,297973,3461506,,64998,
3520004,Q1120318,298293,3461501,,65013,
3520103,Q578124,297904,3461499,,65030,
3520202,Q1759478,297966,3461495,,65056,
3520301,Q1646941,298473,3461465,,65072,
3520400,Q945061,298379,6322286|3461425,,65099,
3520426,Q1645056,297988,6322287,,62006,
3520442,Q1649828,298198,3461411,,61204,
3520509,Q616650,298256,3461311,,65110,
3520608,Q2287960,297960,6322290,,65137,
3520707,Q1649876,298049,3461291,,65153,
3520806,Q1761742,298377,3461171,,65170,
3520905,Q1648200,297985,3461143,,65196,
3521002,Q1760282,298236,6322294|3461134,,65218,
3521101,Q1648184,298184,3461132,,65234,
3521150,Q1648118,298272,3461127,,62243,
3521200,Q593535,298533,3461086,,65250,
3521309,Q1759394,298052,3461080,,65277,
3521408,Q733787,298240,3461055,,65293,
3521507,Q1800682,298135,6322299,,65315,
3521606,Q748218,298432,3461027,,65331,
3521705,Q920242,298448,3460967,,65358,
3521804,Q1648305,298224,3460887,,65374,
3521903,Q1759769,298206,3460836,,65390,
3522000,Q926176,298225,3460835,,65412,
3522109,Q983491,298298,6322305|3460791,,65439,
3522158,Q1760856,298372,3460777|6322306,,61603,
3522208,Q926662,298311,3460748,,65455,
3522307,Q942071,298289,3460728,,65471,
3522406,Q1808590,298034,6322309,,65498,
3522505,Q955510,298353,3460718,,65510,
3522604,Q1760028,298454,3460699,,65536,
3522653,Q1761081,298195,6317331,,61948,
3522703,Q745307,298430,3460671,,65552,
3522802,Q1808177,298471,3460666,,65579,
3522901,Q1759716,298419,3460651,,65595,
3523008,Q1649848,298384,3460649,,65617,
3523107,Q330202,298071,6322316,,65633,
3523206,Q985581,297896,3460620,,65650,
3523305,Q579753,298073,3460615|6322318,,65676,
3523404,Q773065,297965,3460598,,65692,
3523503,Q1648194,298152,3460594,,65714,
3523602,Q1759703,298121,3460553,,65730,
3523701,Q1760228,298296,3460550|3460552,,65757,
3523800,Q1648420,298500,3460543,,65773,
3523909,Q957653,298216,3460535,,65790,
3524006,Q734333,298331,3460516,,65811,
3524105,Q1649852,298429,3460511|6322325,,65838,
3524204,Q1808261,298388,6322326,,65854,
3524303,Q938162,297912,3460441,,65870,
3524402,Q655363,298234,3460370,,65897,
3524501,Q1760848,298260,6322329,,65919,
3524600,Q985506,298383,3460281|6322330,,65935,
3524709,Q1645067,297900,3460200,,65951,
3524808,Q1649949,298022,3460186|6322332,,65978,
3524907,Q1759377,298129,3460180,,65994,
3525003,Q1646970,298226,6322334,,66010,
3525102,Q1798789,298361,3460071,,66036,
3525201,Q639848,298153,3460068,,66052,
3525300,Q1759235,298378,3460005,,66079,
3525409,Q550446,298112,3459919,,66095,
3525508,Q1760327,298177,3459855,,66117,
3525607,Q1760921,298118,3459776,,66133,
3525706,Q595976,298095,6319108,,66150,
3525805,Q1759758,297982,3459491,,66176,
3525854,Q1649822,297957,3459488,,62324,
3525904,Q275109,297991,3459462,,66192,
3526001,Q1754616,298475,3459452,,66214,
3526100,Q1760417,298026,3459440,,66230,
3526209,Q1760410,298166,6322344,,66257,
3526308,Q1759587,298158,6322345,,66273,
3526407,Q1795659,297897,3458786,,66290,
3526506,Q1648319,297921,3458701,,66311,
3526605,Q1760064,297943,3458681,,66338,
3526704,Q582880,297974,3458662,,66354,
3526803,Q1649601,298054,3458645,,66370,
3526902,Q841241,297919,3458575,,66397,
3527009,Q1439170,297898,3458505,,66419,
3527108,Q1750605,298486,3458494,,66435,
3527207,Q1948966,297911,3458425,,66451,
3527256,Q679297,298354,3458417,,62022,
3527306,Q1795673,298497,6322355,,66478,
3527405,Q1761493,298261,3458390,,66494,
3527504,Q1649645,298020,3458386,,66516,
3527603,Q1760024,297920,3458363,,66532,
3527702,Q1761054,297954,3458354,,66559,
3527801,Q1796418,298404,3458340,,66575,
3527900,Q1649656,298107,3458334,,66591,
3528007,Q1653558,298373,3458245,,66613,
3528106,Q1649831,298122,3458238,,66630,
3528205,Q522002,298246,3458222,,66656,
3528304,Q1796340,298032,3458143,,66672,
3528403,Q1760053,298181,3458132,,66699,
3528502,Q931560,298169,3458131,,66710,
3528601,Q1800707,297994,6322364,,66737,
3528700,Q1760917,298303,3457864,,66753,
3528809,Q1760928,298457,3457862,,66770,
3528858,Q1759832,298254,3457825,,61867,
3528908,Q1795750,298370,3457722,,66796,
3529005,Q737660,298306,3457692,,66818,
3529104,Q1648293,298447,3457664,,66834,
3529203,Q1800770,297941,3457595|6322371,,66850,
3529302,Q1649629,298082,6322372,,66877,
3529401,Q331300,297922,6322373,,66893,
3529500,Q1800752,298534,3457243|6322374,,66915,
3529609,Q946326,298479,3457232,,66931,
3529658,Q1759241,298088,6317585,,61964,
3529708,Q1759485,298123,3457192,,66958,
3529807,Q1759649,298154,3457145,,66974,
3529906,Q1760269,298243,3457135,,66990,
3530003,Q1649682,298100,3457126,,67016,
3530102,Q1645072,298149,3457107,,67032,
3530201,Q383765,298188,3457098,,67059,
3530300,Q648757,298200,3457095,,67075,
3530409,Q953341,297951,3457094,,67091,
3530508,Q1760484,298286,3457025,,67113,
3530607,Q194332,298415,6322386,,67130,
3530706,Q956172,298487,3457000,,67156,
3530805,Q600310,298036,3456998,,67172,
3530904,Q745014,298276,3456953,,67199,
3531001,Q1774484,298481,6322389|3456947,,67210,
3531100,Q983529,297939,3456944,,67237,
3531209,Q1750211,298186,3456877,,67253,
3531308,Q1760626,298263,3456873,,67270,
3531407,Q1648289,298392,3456866,,67296,
3531506,Q1800695,298182,3456863,,67318,
3531605,Q510736,297964,3456847,,67334,
3531704,Q1760453,298450,6322396,,67350,
3531803,Q784207,298449,3456827,,67377,
3531902,Q1759626,297929,3456724,,67393,
3532009,Q985507,298136,3456644,,67415,
3532058,Q1761747,298458,3456624,,61069,
3532108,Q1649943,298132,6322401|3456474,,67431,
3532157,Q1119526,298290,6322402,,62340,
3532207,Q1760403,298309,3456394,,67458,
3532306,Q1759364,298425,3456378,,67474,
3532405,Q1760585,298264,3456357,,67490,
3532504,Q1648196,298509,6322406,,67512,
3532603,Q1649650,298270,3456309,,67539,
3532702,Q1649872,298515,3456286,,67555,
3532801,Q1648146,297902,3456206,,67571,
3532827,Q946930,298014,6317719,,61980,
3532843,Q526722,298402,6317721,,61425,
3532868,Q282667,298288,6317724,,62367,
3532900,Q1761695,298281,3456169,,67598,
3533007,Q1648342,298529,3456164,,67610,
3533106,Q1760106,297972,3456162,,67636,
3533205,Q1649857,298060,3456159,,67652,
3533254,Q567821,298526,3456155,,61409,
3533304,Q1648351,298230,3456143,,67679,
3533403,Q1648345,298077,3456138,,67695,
3533502,Q1815907,298133,3456060,,67717,
3533601,Q664158,298328,3456037,,67733,
3533700,Q773141,298015,6322419|3456034,,67750,
3533809,Q658024,297997,6322420,,67776,
3533908,Q636096,298119,3455923,,67792,
3534005,Q1760526,298477,3455821,,67814,
3534104,Q677348,298241,3455795,,67830,
3534203,Q1648416,298093,3455793,,67857,
3534302,Q1759384,298466,6322425,,67873,
3534401,Q4035,298470,3455775,,67890,
3534500,Q1759798,298291,3455773,,67911,
3534609,Q1761462,298527,6322428,,67938,
3534708,Q985605,298375,3455729,,67954,
3534757,Q1649670,298096,6317832,,62383,
3534807,Q1815951,297910,3455668,,67970,
3534906,Q1795852,298521,3455643,,67997,
3535002,Q1816305,297959,3455482,,68012,
3535101,Q1760543,297899,3455460,,68039,
3535200,Q1645095,298385,6322435,,68055,
3535309,Q1760365,298537,3455342,,68071,
3535408,Q955544,298337,3455251|6322437,,68098,
3535507,Q1760760,298400,3455152,,68110,
3535606,Q1759639,297932,3455139,,68136,
3535705,Q1760478,298058,3455119,,68152,
3535804,Q1760996,298501,3455061,,68179,
3535903,Q633898,298139,3455053,,68195,
3536000,Q1761717,298144,3455040,,68217,
3536109,Q933191,298347,3455015,,68233,
3536208,Q1760286,297990,6322445,,68250,
3536257,Q523550,298322,3454965|6322446,,61824,
3536307,Q1759984,298066,3454760|3454761,,68276,
3536406,Q1649677,298418,3454692,,68292,
3536505,Q40706,297938,3454690,,68314,
3536570,Q1648436,298332,3454681,,62405,
3536604,Q1648123,298220,3454673,,68330,
3536703,Q1795537,298469,3454620,,68357,
3536802,Q1649666,298321,3454575,,68373,
3536901,Q952230,297976,3454512,,68390,
3537008,Q1760087,298352,3454408,,68411,
3537107,Q786140,298283,3454407,,68438,
3537156,Q1761002,298231,6317913,,61247,
3537206,Q570464,298030,3454369,,68454,
3537305,Q986508,298180,3454235,,68470,
3537404,Q928154,298068,3454131,,68497,
3537503,Q1795718,298247,3454128,,68519,
3537602,Q912136,298456,3454061|6322458,,68535,
3537701,Q1795562,297998,3454001,,68551,
3537800,Q1800748,298441,3453926,,68578,
3537909,Q1800635,297958,3453896,,68594,
3538006,Q974642,298189,3453837,,68616,
3538105,Q1648152,298355,3453821,,68632,
3538204,Q1649843,298482,6322464|3453787,,68675,
3538303,Q1761094,298070,3453683,,68691,
3538501,Q1760068,298228,3453682,,68713,
3538600,Q1760752,298428,3453661,,68730,
3538709,Q330175,298413,3453643|6324347,,68756,
3538808,Q1795515,298248,3453610,,68772,
3538907,Q985494,298362,3453605,,68799,
3539004,Q1759848,297969,3453594,,68810,
3539103,Q1760867,298334,6322471,,68837,
3539202,Q1760765,298217,3453542,,68853,
3539301,Q1750431,298346,3453639,,68870,
3539400,Q1648432,298312,6324349|3453518,,68896,
3539509,Q939666,298083,6322473,,68918,
3539608,Q1795617,298350,3453416,,68934,
3539707,Q1808246,298326,3453409,,68950,
3539806,Q377601,298340,6322476,,68977,
3539905,Q1760554,298518,3453279,,68993,
3540002,Q1759694,298505,3453242,,69019,
3540101,Q728178,298453,3453229,,69035,
3540200,Q1759836,298029,3453171,,69051,
3540259,Q617400,298461,3453157,,61808,
3540309,Q743048,298416,3453058,,69078,
3540408,Q1759221,298072,3453020,,69094,
3540507,Q1759470,298510,3453015,,69116,
3540606,Q1645090,298485,3452779,,69132,
3540705,Q1772643,298178,3452775,,69159,
3540754,Q1795824,298245,6318041,,61565,
3540804,Q1648299,298065,3452547,,69175,
3540853,Q1761735,297962,3452485,,62120,
3540903,Q1649607,298033,3452478,,69191,
3541000,Q851292,298316,3452465,,69213,
3541059,Q944467,298251,3452381,,62146,
3541109,Q1750185,298267,3452338,,69230,
3541208,Q1816203,298115,3452335,,69256,
3541307,Q983495,298351,3452331,,69272,
3541406,Q525618,298001,3452324,,69299,
3541505,Q1645733,298327,3452320,,69310,
3541604,Q431377,298271,3452237,,69337,
3541653,Q1795680,298090,6322495,,62162,
3541703,Q1760383,297905,3452167,,69353,
3541802,Q1759072,298275,3452069,,69370,
3541901,Q1816194,298199,3452051,,69396,
3542008,Q951645,298105,3451950,,69418,
3542107,Q544881,297931,3451894,,69434,
3542206,Q1760603,298513,3451856,,69450,
3542305,Q1759632,298013,3451740,,69477,
3542404,Q1760843,298239,3451709,,69493,
3542503,Q958001,298055,3451706,,69515,
3542602,Q1798084,298174,3451704,,69531,
3542701,Q1795805,298314,3451635,,69558,
3542800,Q1808722,298134,3451396,,69574,
3542909,Q1760595,298145,3451363,,69590,
3543006,Q734937,297937,3451362,,69612,
3543105,Q682868,298028,3451359,,69639,
3543204,Q1761103,297956,6318128,,69655,
3543238,Q1760983,298417,3451337,,62421,
3543253,Q667439,298467,6318131,,61700,
3543303,Q927935,298074,6322514,,69671,
3543402,Q188892,298156,3451328,,69698,
3543501,Q985613,298282,6318175,,69710,
3543600,Q1760079,297953,3451290,,69736,
3543709,Q744399,298175,3451286,,69752,
3543808,Q1761556,298421,3451272,,69779,
3543907,Q291277,298435,3451234,,69795,
3544004,Q1760134,298222,6322521,,69817,
3544103,Q663633,298097,6322522,,69833,
3544202,Q1759077,298099,3451131,,69850,
3544251,Q1795604,298483,6322523,,61166,
3544301,Q1648728,298155,3450864,,69876,
3544400,Q602128,298330,3450846,,69892,
3544509,Q1648190,298108,3450836,,69914,
3544608,Q1760536,298078,3450807,,69930,
3544707,Q1796404,298343,6322528,,69957,
3544806,Q584240,298150,3450723,,69973,
3544905,Q1649639,298503,3450720,,69990,
3545001,Q1645107,298284,6322530,,70017,
3545100,Q1761702,298113,3450650,,70033,
3545159,Q605693,298464,3450613,,61441,
3545209,Q1994826,298520,3450594,,70050,
3545308,Q1760043,298476,3450563,,70076,
3545407,Q1760400,298511,3450560,,70092,
3545506,Q597804,298146,3450493,,70114,
3545605,Q1760559,298364,3450464,,70130,
3545704,Q1648356,298333,3450462,,70157,
3545803,Q983747,297927,3450404,,70173,
3546009,Q1759617,2709127,3450400,,70211,
3546108,Q1649614,298024,6322540,,70238,
3546207,Q922039,298141,3450285,,70254,
3546256,Q1760390,298338,3465106,,62189,
3546306,Q1648129,298451,3450283,,70270,
3546405,Q1646321,298106,3450272,,70297,
3546504,Q1760235,297989,3450255,,70319,
3546603,Q1648142,298406,3450232,,70335,
3546702,Q1222916,298197,3450225,,70351,
3546801,Q952830,298250,6322547,,70378,
3546900,Q1948975,298207,6322548,,70394,
3547007,Q1759992,297979,3450064,,70416,
3547106,Q1649817,297925,3450044,,70432,
3547205,Q587790,298310,3449953,,70459,
3547304,Q526318,298304,3449948|6322552,,70475,
3547403,Q1649615,298211,3449853,,70491,
3547502,Q1649619,298173,3449851,,70513,
3547601,Q1097771,298307,6322555,,70530,
3547650,Q1649808,298399,6318303,,62200,
3547700,Q1800625,297970,6322557,,70556,
3547809,Q191652,298086,6322558,,70572,
3547908,Q584881,298295,3449536,,70599,
3548005,Q1760121,298138,3449518,,70610,
3548054,Q1658515,298167,6318351,,61328,
3548104,Q1658504,298484,6322562,,70637,
3548203,Q1760210,298009,3449491,,70653,
3548302,Q1798847,298131,6322564,,70670,
3548401,Q1760320,297949,6318381,,70696,
3548500,Q81882,298442,3449433,,70718,
3548609,Q1760047,298342,3449351,,70734,
3548708,Q184403,297968,3449344,,70750,
3548807,Q967648,298170,6322568,,70777,
3548906,Q194338,297986,3449319,,70793,
3549003,Q1759712,298003,6318418,,70815,
3549102,Q925419,298438,3448902,,70831,
3549201,Q1750087,298201,3448890,,70858,
3549250,Q967110,298495,3448881,,61883,
3549300,Q1760232,298274,6322572,,70874,
3549409,Q1759699,297942,3448825,,70890,
3549508,Q1759853,298044,3448696,,70912,
3549607,Q1750230,298172,3448672,,70939,
3549706,Q984555,298171,3448640,,70955,
3549805,Q192181,298344,3448639,,70971,
3549904,Q191642,298019,3448636,,70998,
3549953,Q581348,298444,6322579,,61905,
3550001,Q1646919,297981,3448556,,71013,
3550100,Q1760298,298339,3448545,,71030,
3550209,Q1808286,298522,3448460,,71056,
3550308,Q174,298285,3448439,BRSAO,71072,BR.SP.SP
3550407,Q924342,1692965,3448403|3448380,BRSPD,71099,
3550506,Q1760853,298046,3448331,,71110,
3550605,Q1815958,298124,6322584,,71137,
3550704,Q587013,298504,3448257,,71153,
3550803,Q1648307,298006,3448237,,71170,
3550902,Q1808922,298365,3448197,,71196,
3551009,Q272254,297995,3448130|3448136,,71218,
3551108,Q1760099,298535,6322588|3447989,,71234,
3551207,Q1760940,298512,3447971,,71250,
3551306,Q1649838,298162,3447924,,71277,
3551405,Q1760125,298488,3447757,,71293,
3551504,Q374548,298237,6322592,,71315,
3551603,Q1439179,298111,3447718,,71331,
3551702,Q1795634,298517,3447651,,71358,
3551801,Q738959,298496,3447634,,71374,
3551900,Q1760500,298126,6322595|3447602,,71390,
3552007,Q1761063,298092,6322596,,71412,
3552106,Q1797503,298249,3447437,,71439,
3552205,Q188901,298424,3447399,,71455,
3552304,Q1761710,298474,3447296,,71471,
3552403,Q942135,298278,3447259,,71498,
3552502,Q737670,298085,3447212,,71510,
3552551,Q1750257,297983,6318726,,61301,
3552601,Q301283,298147,6322603|3447205,,71536,
3552700,Q22064419,298205,6322604|3447200,,71552,
3552809,Q841231,298389,3447186,,71579,
3552908,Q22064418,298159,3447094|6322606,,71595,
3553005,Q1760276,298051,6322607|3447077,,71617,
3553104,Q1760116,298027,3447072|6322608,,71633,
3553203,Q1760091,298516,6322609,,71650,
3553302,Q650146,298025,6322610,,71676,
3553401,Q923862,298130,6322611|3446979,,71692,
3553500,Q22064413,298360,3446870|6322612,,71714,
3553609,Q1658532,298087,6322613|3446860,,71730,
3553658,Q22064411,298273,3446818|6322614,,62260,
3553708,Q1645082,298056,6322615|3446753,,71757,
3553807,Q1759780,298235,3446752|6322616,,71773,
3553856,Q1759820,298313,6322617|3446751,,61840,
3553906,Q22064407,298433,3446736|6322618,,71790,
3553955,Q1649959,298382,6322619,,61042,
3554003,Q1795613,298142,3446692,,71811,
3554102,Q170540,298039,3446682,,71838,
3554201,Q1760311,298244,3446655|3446656,,71854,
3554300,Q13109202,298490,6322622,,71870,
3554409,Q1759814,297975,6322623|3446580,,71897,
3554508,Q542815,298280,6322624|3446539,,71919,
3554607,Q1760263,297978,6322625|3446448,,71935,
3554656,Q1759645,298455,6322626|3446299,,62049,
3554706,Q1751333,298394,6322627|3446291,,71951,
3554755,Q22064400,298109,6322628|3446265,,62448,
3554805,Q22064399,298255,6322629,,71978,
