#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:12:2:27031,27031,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27031,Ksar El Boukhari,,DZ027031,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27032,27032,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27032,Maghraoua,,DZ027032,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27033,27033,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27033,Medea,,DZ027033,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27034,27034,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27034,Mezrenna,,DZ027034,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27035,27035,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27035,M'Fatha,,DZ027035,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27036,27036,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27036,Mihoub,,DZ027036,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27037,27037,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27037,Moudjebeur,,DZ027037,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27038,27038,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27038,Ouamri,,DZ027038,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27039,27039,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27039,Oued Harbil,,DZ027039,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27040,27040,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27040,Ouled Antar,,DZ027040,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27041,27041,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27041,Ouled Bouachra,,DZ027041,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27042,27042,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27042,Ouled Brahim,,DZ027042,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27043,27043,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27043,Ouled Deide,,DZ027043,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27044,27044,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27044,Ouled Hellal,,DZ027044,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27045,27045,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27045,Ouled Maaref,,DZ027045,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27046,27046,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27046,Oum El Djalil,,DZ027046,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27047,27047,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27047,Ouzera,,DZ027047,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27048,27048,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27048,Rebaia,,DZ027048,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27049,27049,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27049,Saneg,,DZ027049,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27050,27050,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27050,Sedraia,,DZ027050,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27051,27051,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27051,Seghouane,,DZ027051,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27052,27052,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27052,Si Mahdjoub,,DZ027052,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27053,27053,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27053,Sidi Damed,,DZ027053,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27054,27054,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27054,Sidi Errabia,,DZ027054,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27055,27055,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27055,Sidi Naamane,,DZ027055,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27056,27056,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27056,Sidi Zahar,,DZ027056,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27057,27057,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27057,Sidi Ziane,,DZ027057,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27058,27058,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27058,Souagui,,DZ027058,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27059,27059,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27059,Tablat,,DZ027059,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27060,27060,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27060,Tafraout,,DZ027060,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27061,27061,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27061,Tamesguida,,DZ027061,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27062,27062,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27062,Tizi Mahdi,,DZ027062,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27063,27063,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27063,Tlatet Ed Douair,,DZ027063,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:27064,27064,1603:45:16:12:0,1603:45:16:12:1:27,1603:45:16:12:2:27064,Zoubiria,,DZ027064,,,,,,Medea,المدية,DZ027,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28001,28001,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28001,Ahmed Rachdi,,DZ028001,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28002,28002,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28002,Ain Beida Harriche,,DZ028002,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28003,28003,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28003,Ain Mellouk,,DZ028003,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28004,28004,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28004,Ain Tine,,DZ028004,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28005,28005,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28005,Amira Arres,,DZ028005,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28006,28006,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28006,Benyahia Abderrahmane,,DZ028006,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28007,28007,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28007,Bouhatem,,DZ028007,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28008,28008,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28008,Chelghoum Laid,,DZ028008,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28009,28009,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28009,Cheraga,,DZ028009,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28010,28010,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28010,Derradji Bousselah,,DZ028010,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28011,28011,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28011,El Ayadi Barbes,,DZ028011,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28012,28012,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28012,El M'Chira,,DZ028012,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28013,28013,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28013,Ferdjioua,,DZ028013,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28014,28014,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28014,Grarem Gouga,,DZ028014,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28015,28015,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28015,Hamala,,DZ028015,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28016,28016,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28016,Mila,,DZ028016,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28017,28017,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28017,Minar Zarza,,DZ028017,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28018,28018,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28018,Oued Athmania,,DZ028018,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28019,28019,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28019,Oued Endja,,DZ028019,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28020,28020,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28020,Oued Seguen,,DZ028020,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28021,28021,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28021,Ouled Khellouf,,DZ028021,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28022,28022,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28022,Rouached,,DZ028022,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28023,28023,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28023,Sidi Khelifa,,DZ028023,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28024,28024,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28024,Sidi Merouane,,DZ028024,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28025,28025,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28025,Tadjenanet,,DZ028025,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28026,28026,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28026,Tassadane Haddada,,DZ028026,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28027,28027,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28027,Tassala Lemtai,,DZ028027,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28028,28028,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28028,Telaghma,,DZ028028,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28029,28029,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28029,Terrai Bainem,,DZ028029,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28030,28030,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28030,Tiberguent,,DZ028030,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28031,28031,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28031,Yahia Beni Guecha,,DZ028031,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:28032,28032,1603:45:16:12:0,1603:45:16:12:1:28,1603:45:16:12:2:28032,Zeghaia,,DZ028032,,,,,,Mila,ميلة,DZ028,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29001,29001,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29001,Abdelmalek Ramdane,,DZ029001,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29002,29002,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29002,Achaacha,,DZ029002,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29003,29003,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29003,Ain Boudinar,,DZ029003,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29004,29004,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29004,Ain Nouissi,,DZ029004,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29005,29005,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29005,Ain Sidi Cherif,,DZ029005,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29006,29006,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29006,Ain Tedles,,DZ029006,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29007,29007,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29007,Bouguirat,,DZ029007,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29008,29008,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29008,El Hessiane,,DZ029008,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29009,29009,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29009,Fornaka,,DZ029009,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29010,29010,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29010,Hadjadj,,DZ029010,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29011,29011,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29011,Hassi Maameche,,DZ029011,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29012,29012,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29012,Khadra,,DZ029012,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29013,29013,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29013,Kheir Eddine,,DZ029013,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29014,29014,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29014,Mansourah,,DZ029014,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29015,29015,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29015,Mesra,,DZ029015,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29016,29016,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29016,Mezaghrane,,DZ029016,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29017,29017,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29017,Mostaganem,,DZ029017,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29018,29018,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29018,Nekmaria,,DZ029018,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29019,29019,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29019,Oued El Kheir,,DZ029019,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29020,29020,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29020,Ouled Boughalem,,DZ029020,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29021,29021,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29021,Ouled Maalah,,DZ029021,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29022,29022,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29022,Safsaf,,DZ029022,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29023,29023,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29023,Sayada,,DZ029023,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29024,29024,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29024,Sidi Ali,,DZ029024,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29025,29025,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29025,Sidi Belattar,,DZ029025,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29026,29026,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29026,Sidi Lakhdar,,DZ029026,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29027,29027,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29027,Sirat,,DZ029027,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29028,29028,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29028,Souaflia,,DZ029028,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29029,29029,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29029,Sour,,DZ029029,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29030,29030,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29030,Stidia,,DZ029030,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29031,29031,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29031,Tazgait,,DZ029031,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:29032,29032,1603:45:16:12:0,1603:45:16:12:1:29,1603:45:16:12:2:29032,Touahria,,DZ029032,,,,,,Mostaganem,مستغانم,DZ029,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30001,30001,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30001,Ain El Hadjel,,DZ030001,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30002,30002,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30002,Ain El Melh,,DZ030002,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30003,30003,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30003,Ain Errich,,DZ030003,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30004,30004,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30004,Ain Fares,,DZ030004,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30005,30005,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30005,Ain Khadra,,DZ030005,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30006,30006,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30006,Belaiba,,DZ030006,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30007,30007,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30007,Ben Srour,,DZ030007,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30008,30008,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30008,Beni Ilmene,,DZ030008,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30009,30009,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30009,Benzouh,,DZ030009,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30010,30010,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30010,Berhoum,,DZ030010,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30011,30011,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30011,Bir Fodda,,DZ030011,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
