#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:12:2:12041,12041,1603:45:16:12:0,1603:45:16:12:1:12,1603:45:16:12:2:12041,Souk El Khemis,,DZ012041,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:12042,12042,1603:45:16:12:0,1603:45:16:12:1:12,1603:45:16:12:2:12042,Sour El Ghozlane,,DZ012042,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:12043,12043,1603:45:16:12:0,1603:45:16:12:1:12,1603:45:16:12:2:12043,Taghzout,,DZ012043,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:12044,12044,1603:45:16:12:0,1603:45:16:12:1:12,1603:45:16:12:2:12044,Taguedit,,DZ012044,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:12045,12045,1603:45:16:12:0,1603:45:16:12:1:12,1603:45:16:12:2:12045,Zbarbar,,DZ012045,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13001,13001,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13001,Afir,,DZ013001,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13002,13002,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13002,Ammal,,DZ013002,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13003,13003,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13003,Baghlia,,DZ013003,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13004,13004,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13004,Ben Choud,,DZ013004,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13005,13005,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13005,Beni Amrane,,DZ013005,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13006,13006,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13006,Bordj Menaiel,,DZ013006,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13007,13007,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13007,Boudouaou,,DZ013007,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13008,13008,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13008,Boudouaou El Bahri,,DZ013008,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13009,13009,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13009,Boumerdes,,DZ013009,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13010,13010,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13010,Bouzegza Keddara,,DZ013010,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13011,13011,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13011,Chabet El Ameur,,DZ013011,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13012,13012,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13012,Corso,,DZ013012,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13013,13013,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13013,Dellys,,DZ013013,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13014,13014,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13014,Djinet,,DZ013014,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13015,13015,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13015,El Kharrouba,,DZ013015,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13016,13016,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13016,Hammedi,,DZ013016,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13017,13017,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13017,Isser,,DZ013017,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13018,13018,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13018,Khemis El Khechna,,DZ013018,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13019,13019,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13019,Laghata,,DZ013019,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13020,13020,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13020,Larbatache,,DZ013020,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13021,13021,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13021,Naciria,,DZ013021,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13022,13022,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13022,Ouled Aissa,,DZ013022,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13023,13023,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13023,Ouled Hadjadj,,DZ013023,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13024,13024,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13024,Ouled Moussa,,DZ013024,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13025,13025,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13025,Si Mustapha,,DZ013025,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13026,13026,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13026,Sidi Daoud,,DZ013026,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13027,13027,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13027,Souk El Had,,DZ013027,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13028,13028,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13028,Taourga,,DZ013028,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13029,13029,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13029,Thenia,,DZ013029,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13030,13030,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13030,Tidjelabine,,DZ013030,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13031,13031,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13031,Timezrit,,DZ013031,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:13032,13032,1603:45:16:12:0,1603:45:16:12:1:13,1603:45:16:12:2:13032,Zemmouri,,DZ013032,,,,,,Boumerdes,بومرداس,DZ013,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14001,14001,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14001,Abou El Hassen,,DZ014001,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14002,14002,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14002,Ain Merane,,DZ014002,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14003,14003,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14003,Benairia,,DZ014003,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14004,14004,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14004,Beni Bouattab,,DZ014004,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14005,14005,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14005,Beni Haoua,,DZ014005,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14006,14006,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14006,Beni Rached,,DZ014006,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14007,14007,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14007,Boukadir,,DZ014007,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14008,14008,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14008,Bouzeghaia,,DZ014008,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14009,14009,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14009,Breira,,DZ014009,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14010,14010,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14010,Chettia,,DZ014010,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14011,14011,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14011,Chlef,,DZ014011,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14012,14012,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14012,Dahra,,DZ014012,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14013,14013,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14013,El Hadjadj,,DZ014013,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14014,14014,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14014,El Karimia,,DZ014014,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14015,14015,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14015,El Marsa,,DZ014015,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14016,14016,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14016,Harchoun,,DZ014016,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14017,14017,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14017,Herenfa,,DZ014017,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14018,14018,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14018,Labiodh Medjadja,,DZ014018,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14019,14019,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14019,Moussadek,,DZ014019,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14020,14020,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14020,Oued Fodda,,DZ014020,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14021,14021,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14021,Oued Ghoussine,,DZ014021,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14022,14022,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14022,Oued Sly,,DZ014022,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14023,14023,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14023,Ouled Abbes,,DZ014023,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14024,14024,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14024,Ouled Ben Abdelkader,,DZ014024,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14025,14025,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14025,Ouled Fares,,DZ014025,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14026,14026,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14026,Oum Drou,,DZ014026,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14027,14027,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14027,Sendjas,,DZ014027,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14028,14028,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14028,Sidi Abderrahmane,,DZ014028,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14029,14029,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14029,Sidi Akkacha,,DZ014029,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14030,14030,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14030,Sobha,,DZ014030,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14031,14031,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14031,Tadjena,,DZ014031,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14032,14032,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14032,Talassa,,DZ014032,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14033,14033,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14033,Taougrite,,DZ014033,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14034,14034,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14034,Tenes,,DZ014034,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:14035,14035,1603:45:16:12:0,1603:45:16:12:1:14,1603:45:16:12:2:14035,Zeboudja,,DZ014035,,,,,,Chlef,الشلف,DZ014,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15001,15001,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15001,Ain Abid,,DZ015001,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15002,15002,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15002,Ain Smara,,DZ015002,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15003,15003,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15003,Ben Badis,,DZ015003,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15004,15004,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15004,Beni Hamidene,,DZ015004,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15005,15005,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15005,Constantine,,DZ015005,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15006,15006,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15006,Didouche Mourad,,DZ015006,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15007,15007,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15007,El Khroub,,DZ015007,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15008,15008,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15008,Hamma Bouziane,,DZ015008,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15009,15009,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15009,Ibn Ziad,,DZ015009,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15010,15010,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15010,Mesaoud Boudjeriou,,DZ015010,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15011,15011,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15011,Ouled Rahmoun,,DZ015011,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:15012,15012,1603:45:16:12:0,1603:45:16:12:1:15,1603:45:16:12:2:15012,Zighoud Youcef,,DZ015012,,,,,,Constantine,قسنطينة,DZ015,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16001,16001,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16001,Ain Chouhada,,DZ016001,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16002,16002,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16002,Ain El Ibel,,DZ016002,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16003,16003,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16003,Ain Fekka,,DZ016003,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16004,16004,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16004,Ain Maabed,,DZ016004,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16005,16005,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16005,Ain Ouessara,,DZ016005,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16006,16006,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16006,Amoura,,DZ016006,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16007,16007,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16007,Benhar,,DZ016007,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16008,16008,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16008,Beni Yagoub,,DZ016008,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16009,16009,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16009,Birine,,DZ016009,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16010,16010,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16010,Bouira Lahdab,,DZ016010,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16011,16011,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16011,Charef,,DZ016011,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16012,16012,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16012,Dar Chioukh,,DZ016012,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16013,16013,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16013,Deldoul,,DZ016013,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16014,16014,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16014,Djelfa,,DZ016014,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16015,16015,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16015,Douis,,DZ016015,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16016,16016,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16016,El Gueddid,,DZ016016,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16017,16017,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16017,El Idrissia,,DZ016017,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16018,16018,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16018,El Khemis,,DZ016018,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16019,16019,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16019,Feidh El Botma,,DZ016019,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16020,16020,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16020,Guernini,,DZ016020,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16021,16021,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16021,Guettara,,DZ016021,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16022,16022,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16022,Had Sahary,,DZ016022,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16023,16023,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16023,Hassi Bahbah,,DZ016023,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:16024,16024,1603:45:16:12:0,1603:45:16:12:1:16,1603:45:16:12:2:16024,Hassi El Euch,,DZ016024,,,,,,Djelfa,الجلفة,DZ016,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
