#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tha+is_thai,#adm2+name+alt2+i_tha+is_thai,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:764:2:5015,5015,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5015,Hang Dong,หางดง,TH5015,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5016,5016,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5016,Hot,ฮอด,TH5016,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5017,5017,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5017,Doi Tao,ดอยเต่า,TH5017,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5018,5018,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5018,Omkoi,อมก๋อย,TH5018,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5019,5019,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5019,Saraphi,สารภี,TH5019,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5020,5020,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5020,Wiang Haeng,เวียงแหง,TH5020,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5021,5021,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5021,Chai Prakan,ไชยปราการ,TH5021,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5022,5022,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5022,Mae Wang,แม่วาง,TH5022,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5023,5023,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5023,Mae On,แม่ออน,TH5023,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5024,5024,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5024,Doi Lo,ดอยหล่อ,TH5024,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5025,5025,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5025,Galyani Vadhana,กัลยาณิวัฒนา,TH5025,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5101,5101,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5101,Mueang Lamphun,เมืองลำพูน,TH5101,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5102,5102,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5102,Mae Tha,แม่ทา,TH5102,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5103,5103,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5103,Ban Hong,บ้านโฮ่ง,TH5103,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5104,5104,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5104,Li,ลี้,TH5104,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5105,5105,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5105,Thung Hua Chang,ทุ่งหัวช้าง,TH5105,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5106,5106,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5106,Pa Sang,ป่าซาง,TH5106,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5107,5107,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5107,Ban Thi,บ้านธิ,TH5107,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5108,5108,1603:45:16:764:0,1603:45:16:764:1:51,1603:45:16:764:2:5108,Wiang Nong Long,เวียงหนองล่อง,TH5108,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5201,5201,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5201,Mueang Lampang,เมืองลำปาง,TH5201,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5202,5202,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5202,Mae Mo,แม่เมาะ,TH5202,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5203,5203,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5203,Ko Kha,เกาะคา,TH5203,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5204,5204,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5204,Soem Ngam,เสริมงาม,TH5204,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5205,5205,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5205,Ngao,งาว,TH5205,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5206,5206,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5206,Chae Hom,แจ้ห่ม,TH5206,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5207,5207,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5207,Wang Nuea,วังเหนือ,TH5207,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5208,5208,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5208,Thoen,เถิน,TH5208,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5209,5209,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5209,Mae Phrik,แม่พริก,TH5209,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5210,5210,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5210,Mae Tha,แม่ทะ,TH5210,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5211,5211,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5211,Sop Prap,สบปราบ,TH5211,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5212,5212,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5212,Hang Chat,ห้างฉัตร,TH5212,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5213,5213,1603:45:16:764:0,1603:45:16:764:1:52,1603:45:16:764:2:5213,Mueang Pan,เมืองปาน,TH5213,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5301,5301,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5301,Mueang Uttaradit,เมืองอุตรดิตถ์,TH5301,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5302,5302,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5302,Tron,ตรอน,TH5302,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5303,5303,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5303,Tha Pla,ท่าปลา,TH5303,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5304,5304,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5304,Nam Pat,น้ำปาด,TH5304,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5305,5305,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5305,Fak Tha,ฟากท่า,TH5305,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5306,5306,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5306,Ban Khok,บ้านโคก,TH5306,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5307,5307,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5307,Phichai,พิชัย,TH5307,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5308,5308,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5308,Laplae,ลับแล,TH5308,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5309,5309,1603:45:16:764:0,1603:45:16:764:1:53,1603:45:16:764:2:5309,Thong Saen Khan,ทองแสนขัน,TH5309,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5401,5401,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5401,Mueang Phrae,เมืองแพร่,TH5401,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5402,5402,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5402,Rong Kwang,ร้องกวาง,TH5402,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5403,5403,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5403,Long,ลอง,TH5403,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5404,5404,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5404,Sung Men,สูงเม่น,TH5404,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5405,5405,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5405,Den Chai,เด่นชัย,TH5405,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5406,5406,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5406,Song,สอง,TH5406,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5407,5407,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5407,Wang Chin,วังชิ้น,TH5407,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5408,5408,1603:45:16:764:0,1603:45:16:764:1:54,1603:45:16:764:2:5408,Nong Muang Khai,หนองม่วงไข่,TH5408,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5501,5501,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5501,Mueang Nan,เมืองน่าน,TH5501,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5502,5502,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5502,Mae Charim,แม่จริม,TH5502,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5503,5503,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5503,Ban Luang,บ้านหลวง,TH5503,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5504,5504,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5504,Na Noi,นาน้อย,TH5504,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5505,5505,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5505,Pua,ปัว,TH5505,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5506,5506,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5506,Tha Wang Pha,ท่าวังผา,TH5506,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5507,5507,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5507,Wiang Sa,เวียงสา,TH5507,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5508,5508,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5508,Thung Chang,ทุ่งช้าง,TH5508,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5509,5509,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5509,Chiang Klang,เชียงกลาง,TH5509,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5510,5510,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5510,Na Muen,นาหมื่น,TH5510,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5511,5511,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5511,Santi Suk,สันติสุข,TH5511,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5512,5512,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5512,Bo Kluea,บ่อเกลือ,TH5512,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5513,5513,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5513,Song Khwae,สองแคว,TH5513,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5514,5514,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5514,Phu Phiang,ภูเพียง,TH5514,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5515,5515,1603:45:16:764:0,1603:45:16:764:1:55,1603:45:16:764:2:5515,Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH5515,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5601,5601,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5601,Mueang Phayao,เมืองพะเยา,TH5601,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5602,5602,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5602,Chun,จุน,TH5602,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5603,5603,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5603,Chiang Kham,เชียงคำ,TH5603,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5604,5604,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5604,Chiang Muan,เชียงม่วน,TH5604,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5605,5605,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5605,Dok Khamtai,ดอกคำใต้,TH5605,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5606,5606,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5606,Pong,ปง,TH5606,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5607,5607,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5607,Mae Chai,แม่ใจ,TH5607,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5608,5608,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5608,Phu Sang,ภูซาง,TH5608,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5609,5609,1603:45:16:764:0,1603:45:16:764:1:56,1603:45:16:764:2:5609,Phu Kamyao,ภูกามยาว,TH5609,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5701,5701,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5701,Mueang Chiang Rai,เมืองเชียงราย,TH5701,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5702,5702,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5702,Wiang Chai,เวียงชัย,TH5702,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5703,5703,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5703,Chiang Khong,เชียงของ,TH5703,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5704,5704,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5704,Thoeng,เทิง,TH5704,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5705,5705,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5705,Phan,พาน,TH5705,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5706,5706,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5706,Pa Daet,ป่าแดด,TH5706,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5707,5707,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5707,Mae Chan,แม่จัน,TH5707,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5708,5708,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5708,Chiang Saen,เชียงแสน,TH5708,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5709,5709,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5709,Mae Sai,แม่สาย,TH5709,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5710,5710,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5710,Mae Suai,แม่สรวย,TH5710,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5711,5711,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5711,Wiang Pa Pao,เวียงป่าเป้า,TH5711,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5712,5712,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5712,Phaya Mengrai,พญาเม็งราย,TH5712,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5713,5713,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5713,Wiang Kaen,เวียงแก่น,TH5713,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5714,5714,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5714,Khun Tan,ขุนตาล,TH5714,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5715,5715,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5715,Mae Fa Luang,แม่ฟ้าหลวง,TH5715,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5716,5716,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5716,Mae Lao,แม่ลาว,TH5716,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5717,5717,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5717,Wiang Chiang Rung,เวียงเชียงรุ้ง,TH5717,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5718,5718,1603:45:16:764:0,1603:45:16:764:1:57,1603:45:16:764:2:5718,Doi Luang,ดอยหลวง,TH5718,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5801,5801,1603:45:16:764:0,1603:45:16:764:1:58,1603:45:16:764:2:5801,Mueang Mae Hong Son,เมืองแม่ฮ่องสอน,TH5801,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5802,5802,1603:45:16:764:0,1603:45:16:764:1:58,1603:45:16:764:2:5802,Khun Yuam,ขุนยวม,TH5802,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5803,5803,1603:45:16:764:0,1603:45:16:764:1:58,1603:45:16:764:2:5803,Pai,ปาย,TH5803,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
